phase,A1_actionId,C_actionId,n_context,B1_playerId,A1_spinId,C_spinId,EV,count,train_winrate,usage_rate
front3,16,5,8,3,4,1,0.5608535027872721,1,1.0,0.125
front3,16,6,8,3,4,3,0.5749254246406846,2,1.0,0.25
front3,16,13,8,3,4,3,0.39165234394404164,1,0.0,0.125
front3,16,1,50,3,5,1,0.5565240755830095,10,0.5,0.2
front3,16,3,50,3,5,2,0.5908220294700307,1,1.0,0.02
front3,16,3,50,3,5,3,0.6126174356005154,1,1.0,0.02
front3,16,5,50,3,5,1,0.5303602185699059,1,1.0,0.02
front3,16,6,50,3,5,3,0.5543360880135018,2,1.0,0.04
front3,16,7,50,3,5,1,0.5040896477965594,13,0.46153846153846156,0.26
front3,16,7,50,3,5,3,0.5182186744167091,9,0.6666666666666666,0.18
front3,16,10,50,3,5,2,0.5088374195312737,8,0.625,0.16
front3,16,10,50,3,5,3,0.48776033881696407,2,1.0,0.04
front3,16,11,50,3,5,2,0.5113982283669961,1,1.0,0.02
front3,16,11,50,3,5,3,0.49028821826965535,1,1.0,0.02
front3,16,13,50,3,5,3,0.4048947050301864,1,0.0,0.02
front3,18,6,1,3,5,3,0.5603724976390525,1,1.0,1.0
front3,15,12,1,4,2,2,0.5758937154170128,1,1.0,1.0
front3,15,1,3,4,3,1,0.6806709665303972,1,1.0,0.3333333333333333
front3,15,12,3,4,3,3,0.5536205000215874,2,0.5,0.6666666666666666
front3,15,1,3,4,4,0,0.028078872019095782,1,0.0,0.3333333333333333
front3,15,1,3,4,4,1,0.6534840438388284,2,0.5,0.6666666666666666
front3,15,1,14,4,5,1,0.6112978783022329,3,0.6666666666666666,0.21428571428571427
front3,15,2,14,4,5,1,0.5934801287853224,1,1.0,0.07142857142857142
front3,15,8,14,4,5,3,0.5297574106072832,1,1.0,0.07142857142857142
front3,15,10,14,4,5,2,0.5600522775300357,1,0.0,0.07142857142857142
front3,15,10,14,4,5,3,0.5429628909805997,1,1.0,0.07142857142857142
front3,15,12,14,4,5,2,0.5607389570307905,3,0.6666666666666666,0.21428571428571427
front3,15,12,14,4,5,3,0.5649022548756483,4,0.75,0.2857142857142857
front3,15,6,1,5,2,2,0.6062443193318219,1,1.0,1.0
front3,15,1,6,5,3,0,0.02319719391622387,1,0.0,0.16666666666666666
front3,15,1,6,5,3,1,0.6180028134833396,4,1.0,0.6666666666666666
front3,15,3,6,5,3,3,0.6557887589117114,1,0.0,0.16666666666666666
front3,15,1,3,5,4,1,0.6206702989693803,1,0.0,0.3333333333333333
front3,15,1,3,5,4,4,0.6519335488288803,1,1.0,0.3333333333333333
front3,15,10,3,5,4,2,0.5179277331368446,1,0.0,0.3333333333333333
front3,15,1,3,5,5,1,0.5812764348710954,1,1.0,0.3333333333333333
front3,15,6,3,5,5,3,0.5786323861092768,2,1.0,0.6666666666666666
front3,17,5,1,5,2,1,0.6243552100759414,1,1.0,1.0
front3,17,1,4,5,3,1,0.6260810398531687,2,0.5,0.5
front3,17,3,4,5,3,3,0.6591336962582864,1,0.0,0.25
front3,17,6,4,5,3,3,0.6248389121275162,1,1.0,0.25
front3,17,13,1,5,4,3,0.42922842578649856,1,0.0,1.0
front3,15,1,12,6,2,1,0.5857511547198588,8,0.75,0.6666666666666666
front3,15,5,12,6,2,1,0.5565950156774705,2,0.5,0.16666666666666666
front3,15,6,12,6,2,3,0.5708859377649426,1,1.0,0.08333333333333333
front3,15,10,12,6,2,2,0.496072418687751,1,1.0,0.08333333333333333
front3,15,1,4,6,3,1,0.5892752268167496,4,0.25,1.0
front3,15,1,6,6,4,1,0.5835551091110099,3,0.6666666666666666,0.5
front3,15,5,6,6,4,1,0.5478619501828065,2,0.5,0.3333333333333333
front3,15,6,6,6,4,3,0.5631909825780471,1,0.0,0.16666666666666666
front3,15,1,1,6,5,1,0.5513479922969594,1,1.0,1.0
front3,16,1,1,6,2,1,0.5684775727753691,1,1.0,1.0
front3,16,1,2,6,3,1,0.5829117943552627,1,0.0,0.5
front3,16,3,2,6,3,3,0.6175487038852209,1,1.0,0.5
front3,0,1,24,7,0,1,0.6460893775636776,16,0.625,0.6666666666666666
front3,0,6,24,7,0,3,0.6263009687527172,1,1.0,0.041666666666666664
front3,0,7,24,7,0,1,0.5965439901401283,1,0.0,0.041666666666666664
front3,0,10,24,7,0,0,0.020907051635085425,1,0.0,0.041666666666666664
front3,0,10,24,7,0,2,0.5636254595277371,2,1.0,0.08333333333333333
front3,0,11,24,7,0,2,0.5672144989387871,1,0.0,0.041666666666666664
front3,0,13,24,7,0,3,0.4288982411017342,2,0.5,0.08333333333333333
front3,15,1,6,8,2,1,0.5848384976912125,5,0.4,0.8333333333333334
front3,15,11,6,8,2,2,0.5020870583882712,1,0.0,0.16666666666666666
front3,15,1,2,8,3,1,0.6038286726064126,2,1.0,1.0
front3,15,1,18,8,4,1,0.5964466527681499,5,0.6,0.2777777777777778
front3,15,5,18,8,4,1,0.5629542937748968,2,1.0,0.1111111111111111
front3,15,6,18,8,4,3,0.5744622124667887,7,0.7142857142857143,0.3888888888888889
front3,15,10,18,8,4,2,0.5060861916553476,1,0.0,0.05555555555555555
front3,15,11,18,8,4,3,0.4695907005644773,1,0.0,0.05555555555555555
front3,15,13,18,8,4,3,0.37902479763728775,2,0.5,0.1111111111111111
front3,15,1,21,8,5,1,0.5491957586119018,11,0.6363636363636364,0.5238095238095238
front3,15,2,21,8,5,1,0.5278836922504155,1,1.0,0.047619047619047616
front3,15,5,21,8,5,1,0.5187529862378925,4,0.25,0.19047619047619047
front3,15,6,21,8,5,3,0.5436065755470431,4,0.25,0.19047619047619047
front3,15,10,21,8,5,2,0.49616674161795793,1,0.0,0.047619047619047616
front3,16,1,1,8,3,1,0.5835459821406721,1,1.0,1.0
front3,16,1,9,8,4,1,0.5795614794071984,6,0.6666666666666666,0.6666666666666666
front3,16,5,9,8,4,1,0.5464974426077608,1,0.0,0.1111111111111111
front3,16,6,9,8,4,3,0.5600107273199514,1,1.0,0.1111111111111111
front3,16,10,9,8,4,2,0.47284704459591176,1,1.0,0.1111111111111111
front3,16,1,16,8,5,1,0.5356848620138949,10,0.6,0.625
front3,16,5,16,8,5,1,0.507217994137222,4,0.25,0.25
front3,16,10,16,8,5,2,0.502550780020346,1,1.0,0.0625
front3,16,11,16,8,5,2,0.5029877590217398,1,0.0,0.0625
front3,15,1,2,9,2,0,0.01524779811993905,1,0.0,0.5
front3,15,7,2,9,2,3,0.4917166644294516,1,1.0,0.5
front3,15,1,2,9,5,1,0.50036831646698,1,0.0,0.5
front3,15,10,2,9,5,2,0.43123589927671524,1,1.0,0.5
front3,15,1,6,10,2,1,0.5904398129329205,5,0.6,0.8333333333333334
front3,15,10,6,10,2,3,0.4512580514663877,1,1.0,0.16666666666666666
front3,15,1,4,10,3,1,0.5981230879041596,3,0.6666666666666666,0.75
front3,15,7,4,10,3,1,0.5231139534576011,1,0.0,0.25
front3,15,10,2,10,4,3,0.44455859201483594,1,0.0,0.5
front3,15,13,2,10,4,3,0.3503967743830029,1,1.0,0.5
front3,15,1,11,10,5,1,0.5490890810179135,8,0.375,0.7272727272727273
front3,15,4,11,10,5,4,0.6007295180124322,1,1.0,0.09090909090909091
front3,15,7,11,10,5,1,0.49240123378574235,1,0.0,0.09090909090909091
front3,15,10,11,10,5,2,0.4935432995084002,1,1.0,0.09090909090909091
front3,16,7,1,10,3,1,0.4963094449714528,1,1.0,1.0
front3,16,13,1,10,4,3,0.3832852828402847,1,1.0,1.0
front3,16,10,2,10,5,2,0.4751005918602173,2,0.0,1.0
front3,17,1,1,10,5,1,0.5388257846298521,1,1.0,1.0
front3,15,1,2,11,1,1,0.4992488576671763,2,0.5,1.0
front3,15,1,27,11,2,1,0.4968200711842847,14,0.7142857142857143,0.5185185185185185
front3,15,2,27,11,2,1,0.46721990837461047,2,0.5,0.07407407407407407
front3,15,5,27,11,2,1,0.47244634079723713,1,0.0,0.037037037037037035
front3,15,7,27,11,2,1,0.45883091640879814,1,0.0,0.037037037037037035
front3,15,10,27,11,2,2,0.4238423010894745,2,1.0,0.07407407407407407
front3,15,10,27,11,2,3,0.3947545074076202,4,0.0,0.14814814814814814
front3,15,11,27,11,2,2,0.4239903421975519,1,0.0,0.037037037037037035
front3,15,11,27,11,2,3,0.39489345222811634,2,0.5,0.07407407407407407
front3,15,1,30,11,3,0,0.011287174919929994,2,0.0,0.06666666666666667
front3,15,1,30,11,3,1,0.5065023659021083,22,0.4090909090909091,0.7333333333333333
front3,15,10,30,11,3,2,0.42998388565429446,3,0.3333333333333333,0.1
front3,15,10,30,11,3,3,0.4010238878180553,1,0.0,0.03333333333333333
front3,15,13,30,11,3,3,0.3175795459237499,1,1.0,0.03333333333333333
front3,15,14,30,11,3,3,0.26320465146208344,1,0.0,0.03333333333333333
front3,15,1,14,11,4,1,0.504961334197869,10,0.5,0.7142857142857143
front3,15,3,14,11,4,3,0.5481551198436844,2,0.0,0.14285714285714285
front3,15,6,14,11,4,3,0.48635855368000375,1,0.0,0.07142857142857142
front3,15,10,14,11,4,2,0.43080155087147876,1,0.0,0.07142857142857142
front3,15,1,25,11,5,1,0.4958795391631212,18,0.7222222222222222,0.72
front3,15,2,25,11,5,1,0.4773583437346406,2,0.5,0.08
front3,15,4,25,11,5,1,0.504605406865209,1,0.0,0.04
front3,15,6,25,11,5,3,0.4931141170826338,1,1.0,0.04
front3,15,10,25,11,5,2,0.45123513344808575,2,0.0,0.08
front3,15,10,25,11,5,3,0.4278542388518071,1,0.0,0.04
front3,16,1,6,11,1,1,0.5107574608447177,3,0.6666666666666666,0.5
front3,16,2,6,11,1,1,0.48825840126740633,1,1.0,0.16666666666666666
front3,16,13,6,11,1,3,0.3588859885548341,2,0.5,0.3333333333333333
front3,16,1,11,11,2,1,0.4896638106292336,10,0.6,0.9090909090909091
front3,16,13,11,11,2,3,0.3181494037978742,1,0.0,0.09090909090909091
front3,16,1,4,11,3,1,0.49820521366414316,1,1.0,0.25
front3,16,10,4,11,3,2,0.4127689443072874,1,1.0,0.25
front3,16,13,4,11,3,3,0.30367762233164985,2,0.0,0.5
front3,16,1,6,11,4,1,0.5006660334865894,3,0.3333333333333333,0.5
front3,16,2,6,11,4,1,0.47549512332447613,1,1.0,0.16666666666666666
front3,16,3,6,11,4,3,0.5394657200353136,1,1.0,0.16666666666666666
front3,16,10,6,11,4,2,0.41182281724194075,1,0.0,0.16666666666666666
front3,16,1,4,11,5,1,0.4564895435482189,3,0.6666666666666666,0.75
front3,16,13,4,11,5,3,0.331659249925431,1,0.0,0.25
front3,17,1,1,11,3,1,0.5393674509744393,1,1.0,1.0
front3,17,3,1,11,5,3,0.5321162972309154,1,1.0,1.0
front3,15,3,6,12,2,3,0.43845595490155514,1,0.0,0.16666666666666666
front3,15,10,6,12,2,2,0.3710072123114814,3,0.3333333333333333,0.5
front3,15,12,6,12,2,2,0.382500182082538,1,0.0,0.16666666666666666
front3,15,13,6,12,2,3,0.2733038653198984,1,0.0,0.16666666666666666
front3,15,1,4,12,3,1,0.45910973467886723,1,0.0,0.25
front3,15,5,4,12,3,1,0.43625041847000734,2,0.5,0.5
front3,15,13,4,12,3,3,0.24733506744311506,1,0.0,0.25
front3,15,2,8,12,4,1,0.42468424811052835,1,0.0,0.125
front3,15,3,8,12,4,3,0.48369503696989735,1,1.0,0.125
front3,15,5,8,12,4,1,0.4143197398490338,3,0.3333333333333333,0.375
front3,15,6,8,12,4,3,0.4271447298899814,2,0.5,0.25
front3,15,13,8,12,4,3,0.23281323497723888,1,0.0,0.125
front3,15,1,9,12,5,0,0.007347616229204183,1,0.0,0.1111111111111111
front3,15,1,9,12,5,1,0.41054669654936565,2,0.5,0.2222222222222222
front3,15,2,9,12,5,1,0.38924496649050694,1,0.0,0.1111111111111111
front3,15,3,9,12,5,3,0.458079308558734,1,1.0,0.1111111111111111
front3,15,10,9,12,5,2,0.3468139280765322,2,1.0,0.2222222222222222
front3,15,12,9,12,5,2,0.3587854685585499,1,1.0,0.1111111111111111
front3,15,13,9,12,5,3,0.24285822571170293,1,0.0,0.1111111111111111
front3,16,1,1,12,5,1,0.4045410503233864,1,1.0,1.0
front3,17,1,4,12,2,1,0.5016155185772349,3,0.3333333333333333,0.75
front3,17,10,4,12,2,2,0.44506278853683084,1,1.0,0.25
front3,17,5,1,12,3,1,0.4800564612866514,1,0.0,1.0
front3,17,1,1,12,4,1,0.4932876057495456,1,0.0,1.0
front3,17,1,4,12,5,1,0.4071124289441699,3,0.3333333333333333,0.75
front3,17,5,4,12,5,1,0.39202843318885067,1,0.0,0.25
front3,15,1,9,13,2,1,0.5521473443784308,4,0.75,0.4444444444444444
front3,15,4,9,13,2,1,0.5443153474377488,2,1.0,0.2222222222222222
front3,15,10,9,13,2,2,0.46001892793402566,1,0.0,0.1111111111111111
front3,15,11,9,13,2,2,0.467282519439894,2,0.5,0.2222222222222222
front3,15,4,2,13,3,1,0.5588091641171952,1,0.0,0.5
front3,15,7,2,13,3,1,0.49254954023382513,1,1.0,0.5
front3,15,2,7,13,4,1,0.5363613644860623,1,1.0,0.14285714285714285
front3,15,6,7,13,4,3,0.5432740086375529,5,0.4,0.7142857142857143
front3,15,7,7,13,4,1,0.5026314971483338,1,1.0,0.14285714285714285
front3,15,1,32,13,5,1,0.5187318457421379,19,0.631578947368421,0.59375
front3,15,2,32,13,5,1,0.49643089104121774,1,0.0,0.03125
front3,15,6,32,13,5,3,0.5070430526308727,3,0.6666666666666666,0.09375
front3,15,7,32,13,5,1,0.45779355042120246,2,1.0,0.0625
front3,15,10,32,13,5,3,0.4192088161621135,4,0.0,0.125
front3,15,11,32,13,5,2,0.451850518500809,2,0.5,0.0625
front3,15,13,32,13,5,3,0.33682835656954113,1,1.0,0.03125
front3,16,7,1,13,2,1,0.5009369390489682,1,0.0,1.0
front3,17,1,7,13,5,1,0.4847521520914559,4,0.5,0.5714285714285714
front3,17,2,7,13,5,1,0.46684303991023424,1,1.0,0.14285714285714285
front3,17,6,7,13,5,3,0.5310148756220567,1,1.0,0.14285714285714285
front3,17,10,7,13,5,2,0.47752307081589984,1,1.0,0.14285714285714285
front3,0,1,40,14,0,1,0.5506047472953476,8,0.625,0.2
front3,0,2,40,14,0,1,0.5199128556066654,14,0.35714285714285715,0.35
front3,0,5,40,14,0,1,0.523602551786781,4,1.0,0.1
front3,0,6,40,14,0,3,0.5316385926357854,7,0.7142857142857143,0.175
front3,0,7,40,14,0,3,0.4844767263658105,1,0.0,0.025
front3,0,10,40,14,0,2,0.4626016435526677,2,1.0,0.05
front3,0,13,40,14,0,3,0.33542054022134893,4,0.5,0.1
front3,15,1,3,15,3,1,0.6089293288574663,3,0.3333333333333333,1.0
front3,15,1,1,15,4,1,0.6075725078100758,1,1.0,1.0
front3,15,1,1,15,5,1,0.5818878324935427,1,0.0,1.0
front3,16,4,1,15,2,4,0.6211888648969418,1,0.0,1.0
front3,16,1,1,15,3,1,0.5967677383278605,1,0.0,1.0
front3,16,1,2,15,4,1,0.6123313795430483,1,1.0,0.5
front3,16,3,2,15,4,3,0.6561165661662427,1,0.0,0.5
front3,16,1,4,15,5,1,0.5607246947490303,2,0.5,0.5
front3,16,10,4,15,5,2,0.5280073874719142,2,0.0,0.5
front3,17,1,2,15,2,1,0.6327791413101401,2,1.0,1.0
front3,17,10,1,15,3,2,0.5506680495309113,1,1.0,1.0
front3,17,5,1,15,4,1,0.5738002086673131,1,0.0,1.0
front3,15,2,5,16,2,1,0.5777172309194997,1,0.0,0.2
front3,15,5,5,16,2,1,0.5846243620177493,1,0.0,0.2
front3,15,6,5,16,2,3,0.5995179299941998,1,1.0,0.2
front3,15,10,5,16,2,2,0.5263526521767435,1,1.0,0.2
front3,15,11,5,16,2,2,0.5291423837961403,1,0.0,0.2
front3,15,1,4,16,3,1,0.6280543997137061,3,1.0,0.75
front3,15,7,4,16,3,1,0.5536853742521052,1,1.0,0.25
front3,15,5,1,16,4,1,0.5887957533695507,1,1.0,1.0
front3,15,1,6,16,5,1,0.5872870271853708,1,1.0,0.16666666666666666
front3,15,6,6,16,5,3,0.5741580681778422,2,0.5,0.3333333333333333
front3,15,10,6,16,5,2,0.49674761639703907,1,0.0,0.16666666666666666
front3,15,11,6,16,5,2,0.5064467441911898,2,0.0,0.3333333333333333
front3,16,1,5,16,3,1,0.6157100228903294,2,0.5,0.4
front3,16,2,5,16,3,1,0.5860940861716503,1,1.0,0.2
front3,16,5,5,16,3,1,0.5875590947233282,1,1.0,0.2
front3,16,13,5,16,3,3,0.4106282520766037,1,1.0,0.2
front3,16,2,1,16,4,1,0.5762042172806429,1,0.0,1.0
front3,15,1,23,17,2,1,0.503081141385699,10,0.4,0.43478260869565216
front3,15,2,23,17,2,1,0.46805493863647324,4,0.25,0.17391304347826086
front3,15,5,23,17,2,1,0.4762613959723793,5,0.2,0.21739130434782608
front3,15,7,23,17,2,1,0.44908912512666566,2,1.0,0.08695652173913043
front3,15,10,23,17,2,2,0.40650239963978374,1,0.0,0.043478260869565216
front3,15,11,23,17,2,3,0.38217928806848905,1,0.0,0.043478260869565216
front3,15,1,5,17,5,1,0.4627391904027761,2,0.0,0.4
front3,15,2,5,17,5,1,0.4415749271163583,1,0.0,0.2
front3,15,7,5,17,5,1,0.4080809616805781,1,0.0,0.2
front3,15,10,5,17,5,2,0.4094921677093117,1,1.0,0.2
front3,16,1,1,17,2,1,0.48615628688779705,1,0.0,1.0
front3,15,2,2,18,1,1,0.6193836612555313,2,0.5,1.0
front3,15,1,8,18,2,1,0.6441829796476574,5,1.0,0.625
front3,15,10,8,18,2,2,0.582217948640462,1,1.0,0.125
front3,15,11,8,18,2,2,0.5795851242414936,1,0.0,0.125
front3,15,13,8,18,2,3,0.4998533879952149,1,1.0,0.125
front3,15,1,5,18,4,1,0.6483854667256752,1,1.0,0.2
front3,15,2,5,18,4,1,0.6204747188357311,2,1.0,0.4
front3,15,7,5,18,4,1,0.5925259810883077,1,0.0,0.2
front3,15,13,5,18,4,3,0.4417755751229982,1,0.0,0.2
front3,15,1,5,18,5,1,0.614590428279046,1,0.0,0.2
front3,15,2,5,18,5,1,0.5947284400186348,1,1.0,0.2
front3,15,10,5,18,5,2,0.5725439400501067,2,1.0,0.4
front3,15,13,5,18,5,3,0.4608712176219198,1,0.0,0.2
front3,0,1,134,19,0,1,0.48046834256631865,16,0.625,0.11940298507462686
front3,0,2,134,19,0,1,0.4482302297022687,26,0.38461538461538464,0.19402985074626866
front3,0,3,134,19,0,2,0.5267760239490099,3,0.6666666666666666,0.022388059701492536
front3,0,4,134,19,0,1,0.4774404021906029,20,0.55,0.14925373134328357
front3,0,6,134,19,0,3,0.4525111233261204,22,0.5,0.16417910447761194
front3,0,7,134,19,0,1,0.41456766608691686,14,0.5,0.1044776119402985
front3,0,7,134,19,0,3,0.39919837220363347,1,0.0,0.007462686567164179
front3,0,10,134,19,0,2,0.3761316982866751,6,0.3333333333333333,0.04477611940298507
front3,0,10,134,19,0,3,0.34344064388739004,4,0.5,0.029850746268656716
front3,0,11,134,19,0,2,0.37975889100270743,12,0.5,0.08955223880597014
front3,0,11,134,19,0,3,0.3468913172134218,2,0.0,0.014925373134328358
front3,0,13,134,19,0,3,0.2426593126516135,8,0.125,0.05970149253731343
front3,15,1,20,20,2,1,0.5787424334759603,8,0.75,0.4
front3,15,2,20,20,2,1,0.5530578530908001,6,0.3333333333333333,0.3
front3,15,5,20,20,2,1,0.5486374165142562,1,1.0,0.05
front3,15,7,20,20,2,1,0.5226148272429488,2,1.0,0.1
front3,15,10,20,20,2,2,0.4895791510436481,2,0.0,0.1
front3,15,11,20,20,2,2,0.4937283364212246,1,1.0,0.05
front3,15,1,2,20,3,1,0.5640425541542906,1,1.0,0.5
front3,15,2,2,20,3,1,0.531428143038078,1,1.0,0.5
front3,15,1,3,20,4,1,0.5540012740164624,1,0.0,0.3333333333333333
front3,15,2,3,20,4,1,0.5333501252122127,2,0.5,0.6666666666666666
front3,15,7,1,20,5,1,0.45580229138090406,1,0.0,1.0
front3,0,1,20,21,0,1,0.5333715332957755,1,1.0,0.05
front3,0,3,20,21,0,3,0.5458703325010227,3,0.3333333333333333,0.15
front3,0,5,20,21,0,0,0.008505986563812198,1,0.0,0.05
front3,0,5,20,21,0,1,0.4956580103739407,1,0.0,0.05
front3,0,6,20,21,0,2,0.5080488662666636,1,1.0,0.05
front3,0,8,20,21,0,3,0.41544051644664864,3,0.6666666666666666,0.15
front3,0,10,20,21,0,2,0.4487434402815639,2,0.0,0.1
front3,0,10,20,21,0,3,0.4271125784249737,2,0.0,0.1
front3,0,12,20,21,0,2,0.4507065475417134,2,0.5,0.1
front3,0,12,20,21,0,3,0.45050898847488813,3,1.0,0.15
front3,0,13,20,21,0,3,0.3154303001682509,1,0.0,0.05
front3,15,1,11,21,1,1,0.47691982821324397,3,0.6666666666666666,0.2727272727272727
front3,15,2,11,21,1,1,0.4468723961737097,1,1.0,0.09090909090909091
front3,15,5,11,21,1,1,0.451670239147259,3,0.6666666666666666,0.2727272727272727
front3,15,6,11,21,1,3,0.4714806879524337,3,0.0,0.2727272727272727
front3,15,13,11,21,1,3,0.3317026027312988,1,0.0,0.09090909090909091
front3,15,1,99,21,2,0,0.009654078529886262,1,0.0,0.010101010101010102
front3,15,1,99,21,2,1,0.48641782317444987,35,0.5714285714285714,0.35353535353535354
front3,15,2,99,21,2,1,0.4536350049372735,7,0.7142857142857143,0.0707070707070707
front3,15,4,99,21,2,1,0.4813513212262549,1,1.0,0.010101010101010102
front3,15,5,99,21,2,1,0.4623925657185788,5,0.4,0.050505050505050504
front3,15,6,99,21,2,3,0.4753874030445509,7,0.5714285714285714,0.0707070707070707
front3,15,7,99,21,2,3,0.4250820774255921,1,1.0,0.010101010101010102
front3,15,10,99,21,2,2,0.3997053698878979,29,0.27586206896551724,0.29292929292929293
front3,15,10,99,21,2,3,0.3672406543636867,1,0.0,0.010101010101010102
front3,15,11,99,21,2,2,0.40480595517419354,2,0.5,0.020202020202020204
front3,15,11,99,21,2,3,0.37219061727067276,2,0.0,0.020202020202020204
front3,15,12,99,21,2,2,0.41228076326994306,3,0.0,0.030303030303030304
front3,15,13,99,21,2,3,0.3056985907098412,5,0.0,0.050505050505050504
front3,15,1,28,21,3,1,0.4936798271891436,13,0.23076923076923078,0.4642857142857143
front3,15,2,28,21,3,1,0.462426981969765,2,0.5,0.07142857142857142
front3,15,5,28,21,3,1,0.45718833133551523,7,0.8571428571428571,0.25
front3,15,8,28,21,3,3,0.33902746817215007,1,0.0,0.03571428571428571
front3,15,10,28,21,3,2,0.3944493350098746,1,0.0,0.03571428571428571
front3,15,10,28,21,3,3,0.36308916591920043,1,0.0,0.03571428571428571
front3,15,12,28,21,3,2,0.41171278524507204,1,0.0,0.03571428571428571
front3,15,13,28,21,3,3,0.2893988317537182,2,0.0,0.07142857142857142
front3,15,1,47,21,4,1,0.4876352749757702,12,0.5833333333333334,0.2553191489361702
front3,15,2,47,21,4,1,0.46071127500185444,3,1.0,0.06382978723404255
front3,15,5,47,21,4,1,0.4551768416474853,10,0.4,0.2127659574468085
