phase,A1_actionId,C_actionId,n_context,EV,count,train_winrate,usage_rate
late,0,2,715,0.8326962509913785,124,0.8629032258064516,0.17342657342657342
late,5,6,1002,0.4785686311346974,123,0.4959349593495935,0.12275449101796407
late,4,2,820,0.46031148554508344,120,0.43333333333333335,0.14634146341463414
late,4,5,820,0.43885905309528167,116,0.39655172413793105,0.14146341463414633
late,2,6,1449,0.4724070136292882,103,0.47572815533980584,0.07108350586611456
late,12,13,935,0.2957966781950162,102,0.16666666666666666,0.10909090909090909
late,6,3,1794,0.5422056943576743,96,0.5833333333333334,0.05351170568561873
late,15,5,1638,0.8929175172948395,94,0.8936170212765957,0.057387057387057384
late,11,6,1525,0.5277298745897222,93,0.5913978494623656,0.06098360655737705
late,7,2,432,0.4982849077459668,86,0.5465116279069767,0.19907407407407407
late,11,10,1525,0.4212596026774429,81,0.6049382716049383,0.05311475409836065
late,0,10,715,0.7236270843511563,81,0.7654320987654321,0.11328671328671329
late,12,5,935,0.44590031943078445,76,0.3026315789473684,0.08128342245989305
late,11,5,1525,0.48607984649374775,74,0.43243243243243246,0.04852459016393443
late,7,6,432,0.5001405471899262,74,0.5135135135135135,0.1712962962962963
late,14,14,134,0.18814863627895592,71,0.2112676056338028,0.5298507462686567
late,1,10,3643,0.3780916869030622,69,0.36231884057971014,0.01894043370848202
late,11,7,1525,0.45923249568912455,68,0.47058823529411764,0.04459016393442623
late,15,11,1638,0.8045547647928903,67,0.8507462686567164,0.040903540903540904
late,15,13,1638,0.7166917514363369,67,0.746268656716418,0.040903540903540904
late,12,10,935,0.4159290540520896,66,0.6515151515151515,0.07058823529411765
late,2,5,1449,0.4671932745823666,65,0.49230769230769234,0.04485852311939269
late,1,11,3643,0.4365677930094773,64,0.46875,0.017567938512215206
late,12,2,935,0.4000826469236848,63,0.3968253968253968,0.06737967914438503
late,7,1,432,0.506850641718352,60,0.5666666666666667,0.1388888888888889
late,12,3,935,0.5179124645299259,57,0.5789473684210527,0.06096256684491978
late,7,5,432,0.49035368276101393,56,0.4642857142857143,0.12962962962962962
late,0,6,715,0.8386379163611504,55,0.8727272727272727,0.07692307692307693
late,17,1,112,0.8957101019522958,53,0.9245283018867925,0.4732142857142857
late,12,1,935,0.4103163045652453,51,0.49019607843137253,0.05454545454545454
late,15,4,1638,0.9006689482733742,50,1.0,0.030525030525030524
late,11,11,1525,0.44633540268394567,49,0.5510204081632653,0.032131147540983604
late,15,7,1638,0.8719045102722721,45,0.9555555555555556,0.027472527472527472
late,16,6,361,0.907681932672706,45,0.9555555555555556,0.12465373961218837
late,5,3,1002,0.5506231204247087,41,0.6097560975609756,0.04091816367265469
late,0,13,715,0.6186126833255651,38,0.6578947368421053,0.05314685314685315
late,11,4,1525,0.5052871137467622,37,0.4864864864864865,0.024262295081967214
late,12,14,935,0.21359683144577668,37,0.21621621621621623,0.039572192513368985
late,14,2,134,0.3695467246820309,37,0.24324324324324326,0.27611940298507465
late,13,14,1790,0.18141307553187155,36,0.16666666666666666,0.02011173184357542
late,3,1,288,0.4841705083415337,36,0.3888888888888889,0.125
late,15,3,1638,0.9160242716647252,35,0.9714285714285714,0.021367521367521368
late,0,5,715,0.8456845753805714,35,0.9142857142857143,0.04895104895104895
late,16,10,361,0.7837072600325804,35,0.7714285714285715,0.09695290858725762
late,3,13,288,0.2497480727486382,34,0.23529411764705882,0.11805555555555555
late,13,3,1790,0.5071543432679589,33,0.696969696969697,0.018435754189944135
late,1,14,3643,0.2168754933832155,32,0.1875,0.008783969256107603
late,0,7,715,0.7774065502902467,32,0.8125,0.044755244755244755
late,9,13,151,0.31797353139342277,31,0.22580645161290322,0.2052980132450331
late,11,3,1525,0.5441677270235841,30,0.5666666666666667,0.019672131147540985
late,9,3,151,0.5664603051544086,30,0.6,0.1986754966887417
late,15,12,1638,0.8243250585906599,29,0.8620689655172413,0.017704517704517704
late,9,9,151,0.480459180770785,29,0.41379310344827586,0.19205298013245034
late,16,2,361,0.8889314295665107,26,0.8461538461538461,0.07202216066481995
late,1,12,3643,0.46499069093045786,24,0.625,0.006587976942080703
late,0,11,715,0.7522706431930929,24,0.6666666666666666,0.033566433566433566
late,16,5,361,0.8971331127368735,24,0.9583333333333334,0.0664819944598338
late,10,7,2915,0.43388809956971003,23,0.43478260869565216,0.007890222984562607
late,10,9,2915,0.4410873143913375,23,0.43478260869565216,0.007890222984562607
late,13,12,1790,0.4077940859508796,23,0.34782608695652173,0.012849162011173185
late,0,3,715,0.8744230531605508,23,0.9130434782608695,0.032167832167832165
late,16,3,361,0.9195409058145287,23,1.0,0.06371191135734072
late,2,14,1449,0.23137686323237283,22,0.3181818181818182,0.01518288474810214
late,12,6,935,0.49549192128588626,22,0.5454545454545454,0.023529411764705882
late,0,4,715,0.8553803690899541,22,0.9090909090909091,0.03076923076923077
late,5,12,1002,0.42122210096842577,21,0.47619047619047616,0.020958083832335328
late,16,13,361,0.7443510779733511,21,0.8095238095238095,0.05817174515235457
late,2,3,1449,0.557685164499626,20,0.65,0.013802622498274672
late,3,6,288,0.5081592547382167,20,0.3,0.06944444444444445
late,3,5,288,0.4974689654036932,18,0.2777777777777778,0.0625
late,9,5,151,0.5109315324508661,17,0.5294117647058824,0.11258278145695365
late,2,12,1449,0.425936983068999,16,0.25,0.011042097998619738
late,16,7,361,0.8765900943798303,16,0.875,0.0443213296398892
late,7,3,432,0.5815678366490228,15,0.7333333333333333,0.034722222222222224
late,3,11,288,0.4086128949301574,15,0.4666666666666667,0.052083333333333336
late,8,2,85,0.4748758600533643,15,0.26666666666666666,0.17647058823529413
late,10,4,2915,0.4905633903493213,14,0.6428571428571429,0.004802744425385935
late,13,10,1790,0.3527591367618176,14,0.2857142857142857,0.00782122905027933
late,9,12,151,0.49702284409891156,14,0.6428571428571429,0.09271523178807947
late,8,13,85,0.2787622724312372,14,0.21428571428571427,0.16470588235294117
late,12,9,935,0.4644895591855767,13,0.5384615384615384,0.013903743315508022
late,0,12,715,0.7855973936374953,13,1.0,0.01818181818181818
late,16,11,361,0.8081377213024064,13,0.6923076923076923,0.036011080332409975
late,17,6,112,0.915778329645251,13,1.0,0.11607142857142858
late,8,5,85,0.49404917760814665,13,0.6923076923076923,0.15294117647058825
late,8,1,85,0.5021194542560734,12,0.5833333333333334,0.1411764705882353
late,15,9,1638,0.847433377205068,11,1.0,0.006715506715506716
late,9,1,151,0.47428298169908145,11,0.8181818181818182,0.0728476821192053
late,10,11,2915,0.4378222073051114,10,0.6,0.003430531732418525
late,6,10,1794,0.37383338615291567,10,0.5,0.005574136008918618
late,4,3,820,0.5219387435959743,10,0.8,0.012195121951219513
late,17,10,112,0.8003120522486613,10,0.8,0.08928571428571429
late,18,1,41,0.892408143480783,10,1.0,0.24390243902439024
late,10,14,2915,0.19762842116678508,9,0.1111111111111111,0.0030874785591766723
late,6,14,1794,0.16833899459522453,9,0.1111111111111111,0.005016722408026756
late,15,8,1638,0.8033679988897942,9,0.7777777777777778,0.005494505494505495
late,18,10,41,0.8374647904643051,9,1.0,0.21951219512195122
late,1,8,3643,0.3705492514002501,8,0.375,0.0021959923140269007
late,6,9,1794,0.42864873964255434,8,0.875,0.004459308807134894
late,4,10,820,0.33245385041189124,8,0.25,0.00975609756097561
late,7,10,432,0.3708116167961278,8,0.625,0.018518518518518517
late,3,2,288,0.48679074495888996,8,0.5,0.027777777777777776
late,9,6,151,0.5497713604211971,8,0.625,0.052980132450331126
late,14,13,134,0.20954636271970092,8,0.125,0.05970149253731343
late,17,2,112,0.9001269635968059,8,0.875,0.07142857142857142
late,17,3,112,0.9192180032087119,8,0.625,0.07142857142857142
late,5,14,1002,0.18084052475097773,7,0.2857142857142857,0.006986027944111776
late,8,12,85,0.4514737607100053,7,0.42857142857142855,0.08235294117647059
late,10,8,2915,0.3622087035245452,6,0.3333333333333333,0.002058319039451115
late,6,12,1794,0.4293257932517798,6,0.3333333333333333,0.0033444816053511705
late,11,14,1525,0.1613904326140558,6,0.0,0.003934426229508197
late,5,10,1002,0.3541892961831882,6,0.3333333333333333,0.005988023952095809
late,3,12,288,0.44114953712302984,6,0.3333333333333333,0.020833333333333332
late,17,13,112,0.7683396299880997,6,0.8333333333333334,0.05357142857142857
late,8,6,85,0.518779931619935,6,0.5,0.07058823529411765
late,8,9,85,0.4185056354857503,6,0.3333333333333333,0.07058823529411765
late,1,7,3643,0.4330351078624537,5,0.4,0.001372495196266813
late,9,10,151,0.45100360277236384,5,0.6,0.033112582781456956
late,14,1,134,0.39598019583609073,5,0.6,0.03731343283582089
late,14,12,134,0.34589577646448233,5,0.4,0.03731343283582089
late,17,5,112,0.9090420285938274,5,0.8,0.044642857142857144
late,18,6,41,0.9211670035764757,5,1.0,0.12195121951219512
late,1,9,3643,0.3905595640852366,4,0.25,0.0010979961570134504
late,6,8,1794,0.3134879751396918,4,0.5,0.002229654403567447
late,6,11,1794,0.4207904252365884,4,0.25,0.002229654403567447
late,2,10,1449,0.35174462824708885,4,0.25,0.0027605244996549345
late,5,9,1002,0.40358470251050765,4,0.75,0.003992015968063872
late,7,9,432,0.40318751536095787,4,0.25,0.009259259259259259
late,16,4,361,0.9030932679368926,4,1.0,0.0110803324099723
late,14,5,134,0.37816216618323545,4,0.0,0.029850746268656716
late,8,3,85,0.5768778196324436,4,1.0,0.047058823529411764
late,8,8,85,0.34488140108809845,4,0.0,0.047058823529411764
late,18,2,41,0.906222656952909,4,1.0,0.0975609756097561
late,11,8,1525,0.3876221697952094,3,0.0,0.0019672131147540984
late,2,9,1449,0.39936031275218303,3,1.0,0.002070393374741201
late,2,11,1449,0.41102053822288276,3,0.3333333333333333,0.002070393374741201
late,2,8,1449,0.29711410259953996,3,0.0,0.002070393374741201
late,5,11,1002,0.411374703951075,3,0.6666666666666666,0.0029940119760479044
late,4,14,820,0.1712566774647746,3,0.3333333333333333,0.003658536585365854
late,4,8,820,0.2876917643621761,3,0.0,0.003658536585365854
late,7,8,432,0.31949704542346313,3,0.0,0.006944444444444444
late,16,9,361,0.8520022698268243,3,1.0,0.008310249307479225
late,9,2,151,0.44920104306412817,3,0.0,0.019867549668874173
late,17,7,112,0.8860613112222853,3,1.0,0.026785714285714284
late,17,11,112,0.8211456886634247,3,1.0,0.026785714285714284
late,18,13,41,0.7798962636076765,3,0.6666666666666666,0.07317073170731707
late,18,5,41,0.9182752340872765,3,1.0,0.07317073170731707
late,18,8,41,0.8474941290381929,3,0.6666666666666666,0.07317073170731707
late,13,8,1790,0.3158732802515221,2,0.0,0.0011173184357541898
late,13,7,1790,0.41351272652099214,2,0.5,0.0011173184357541898
late,15,14,1638,0.6170193017724519,2,0.0,0.001221001221001221
late,11,12,1525,0.4815930584331428,2,0.0,0.0013114754098360656
late,5,8,1002,0.29470564770392305,2,0.0,0.001996007984031936
late,12,7,935,0.4549517878426196,2,0.5,0.0021390374331550803
late,12,8,935,0.38396876474797137,2,0.5,0.0021390374331550803
late,16,12,361,0.8339561769049542,2,1.0,0.00554016620498615
late,3,14,288,0.20648187548236574,2,0.0,0.006944444444444444
late,3,10,288,0.3833014915264568,2,1.0,0.006944444444444444
late,9,8,151,0.40082120806105354,2,0.5,0.013245033112582781
late,14,6,134,0.4152428599818308,2,0.5,0.014925373134328358
late,14,3,134,0.4382657102389744,2,0.5,0.014925373134328358
late,17,4,112,0.910664842541918,2,1.0,0.017857142857142856
late,8,10,85,0.39198985944052156,2,0.0,0.023529411764705882
late,8,14,85,0.1942189903437383,2,0.0,0.023529411764705882
late,18,3,41,0.93410106129883,2,1.0,0.04878048780487805
late,18,9,41,0.8848239556432331,2,1.0,0.04878048780487805
late,6,4,1794,0.500676130790717,1,0.0,0.0005574136008918618
late,6,7,1794,0.4137795130028538,1,1.0,0.0005574136008918618
late,13,16,1790,0.18141307553187155,1,0.0,0.0005586592178770949
late,13,9,1790,0.41064097604315414,1,1.0,0.0005586592178770949
late,11,9,1525,0.44889754696833567,1,0.0,0.0006557377049180328
late,5,7,1002,0.39005104714409616,1,1.0,0.000998003992015968
late,12,11,935,0.44026830547164814,1,0.0,0.0010695187165775401
late,4,11,820,0.38205890006240784,1,1.0,0.0012195121951219512
late,0,14,715,0.5105704446561284,1,0.0,0.0013986013986013986
late,0,8,715,0.7127644087726261,1,1.0,0.0013986013986013986
late,7,12,432,0.44764481574685344,1,1.0,0.0023148148148148147
late,16,8,361,0.8093493800476311,1,1.0,0.002770083102493075
late,3,9,288,0.44144114697661063,1,1.0,0.003472222222222222
late,9,14,151,0.21100523842791413,1,0.0,0.006622516556291391
late,17,12,112,0.8452790395690961,1,1.0,0.008928571428571428
