phase,A1_actionId,C_actionId,n_context,B1_playerId,A1_spinId,C_spinId,EV,count,train_winrate,usage_rate
receive,1,1,12,3,1,1,0.585469909183088,1,0.0,0.08333333333333333
receive,1,2,12,3,1,1,0.5275898933994975,1,1.0,0.08333333333333333
receive,1,3,12,3,1,2,0.5960111311239681,1,1.0,0.08333333333333333
receive,1,5,12,3,1,1,0.5229845347109896,1,0.0,0.08333333333333333
receive,1,6,12,3,1,3,0.540922141827017,5,0.4,0.4166666666666667
receive,1,13,12,3,1,3,0.38833610300666704,3,0.3333333333333333,0.25
receive,4,2,1,3,1,1,0.49113076659087085,1,0.0,1.0
receive,6,6,2,3,2,2,0.5481812215601273,1,0.0,0.5
receive,6,9,2,3,2,2,0.5157780106378188,1,0.0,0.5
receive,6,1,15,3,3,1,0.6103994659959364,2,0.5,0.13333333333333333
receive,6,2,15,3,3,1,0.5502484251581637,4,0.5,0.26666666666666666
receive,6,5,15,3,3,1,0.5279843381771288,1,1.0,0.06666666666666667
receive,6,6,15,3,3,3,0.5505310571594336,3,0.6666666666666666,0.2
receive,6,9,15,3,3,3,0.5077823490242481,1,1.0,0.06666666666666667
receive,6,13,15,3,3,3,0.3683128661519867,4,0.0,0.26666666666666666
receive,7,1,9,3,1,1,0.6135830246320556,1,1.0,0.1111111111111111
receive,7,2,9,3,1,1,0.5471014703266225,1,1.0,0.1111111111111111
receive,7,3,9,3,1,2,0.5601035430671311,1,0.0,0.1111111111111111
receive,7,6,9,3,1,2,0.5513008033464867,1,1.0,0.1111111111111111
receive,7,6,9,3,1,3,0.5519883986070272,2,0.5,0.2222222222222222
receive,7,9,9,3,1,2,0.5165522164530549,1,0.0,0.1111111111111111
receive,7,13,9,3,1,3,0.43210257733004614,2,1.0,0.2222222222222222
receive,7,2,9,3,3,1,0.5472470982592139,2,0.5,0.2222222222222222
receive,7,6,9,3,3,2,0.5481171455184081,3,0.3333333333333333,0.3333333333333333
receive,7,6,9,3,3,3,0.5488055685588547,3,0.0,0.3333333333333333
receive,7,13,9,3,3,3,0.39656127588938905,1,0.0,0.1111111111111111
receive,9,1,10,3,2,1,0.6138391860705673,1,1.0,0.1
receive,9,5,10,3,2,1,0.53347061138614,1,1.0,0.1
receive,9,7,10,3,2,1,0.49198255515518163,1,1.0,0.1
receive,9,7,10,3,2,3,0.49065984296882015,1,1.0,0.1
receive,9,10,10,3,2,3,0.4886853473575041,1,1.0,0.1
receive,9,13,10,3,2,3,0.45441594266859564,5,0.0,0.5
receive,9,13,1,3,3,3,0.41046031110655934,1,1.0,1.0
receive,10,1,25,3,2,1,0.6032521977001678,1,0.0,0.04
receive,10,2,25,3,2,1,0.5420730309879218,2,0.5,0.08
receive,10,3,25,3,2,2,0.6029715193979375,1,0.0,0.04
receive,10,5,25,3,2,1,0.5301093272641624,1,1.0,0.04
receive,10,6,25,3,2,2,0.5429804677589416,1,0.0,0.04
receive,10,6,25,3,2,3,0.5436033210344615,4,0.75,0.16
receive,10,7,25,3,2,1,0.489984630259958,1,0.0,0.04
receive,10,7,25,3,2,3,0.48032423967662097,1,0.0,0.04
receive,10,10,25,3,2,2,0.5005282914199336,1,0.0,0.04
receive,10,13,25,3,2,3,0.4456014916283902,12,0.5833333333333334,0.48
receive,10,1,5,3,3,1,0.5988261094815895,1,1.0,0.2
receive,10,6,5,3,3,3,0.5364263437144746,2,0.0,0.4
receive,10,13,5,3,3,3,0.40114989096031,2,0.0,0.4
receive,11,2,2,3,2,1,0.5575112103220166,1,1.0,0.5
receive,11,10,2,3,2,2,0.5089856001563784,1,1.0,0.5
receive,11,1,3,3,3,1,0.6063574703334554,1,1.0,0.3333333333333333
receive,11,2,3,3,3,1,0.5498829849301594,1,0.0,0.3333333333333333
receive,11,6,3,3,3,3,0.5539676602775622,1,1.0,0.3333333333333333
receive,8,1,3,4,3,1,0.6542015416088135,2,0.5,0.6666666666666666
receive,8,12,3,4,3,2,0.5516764950713843,1,1.0,0.3333333333333333
receive,10,1,1,4,2,1,0.6694826753467339,1,0.0,1.0
receive,12,1,9,4,2,1,0.6050015814711563,1,1.0,0.1111111111111111
receive,12,2,9,4,2,1,0.5530675469540107,1,1.0,0.1111111111111111
receive,12,12,9,4,2,2,0.5233188174476923,5,0.4,0.5555555555555556
receive,12,13,9,4,2,3,0.4206083448403621,2,0.5,0.2222222222222222
receive,12,1,4,4,3,1,0.6008366538707612,2,0.5,0.5
receive,12,12,4,4,3,2,0.5215515477719768,1,1.0,0.25
receive,12,13,4,4,3,3,0.36017926482725265,1,1.0,0.25
receive,1,1,2,5,1,1,0.5973110239055988,1,0.0,0.5
receive,1,10,2,5,1,2,0.5019416296666195,1,1.0,0.5
receive,4,1,1,5,1,1,0.5982525107405865,1,1.0,1.0
receive,6,1,2,5,3,1,0.6097029679448023,2,1.0,1.0
receive,10,1,11,5,2,1,0.6158958687367331,2,1.0,0.18181818181818182
receive,10,3,11,5,2,3,0.6304311779523071,1,0.0,0.09090909090909091
receive,10,5,11,5,2,1,0.5456278472674648,3,0.6666666666666666,0.2727272727272727
receive,10,6,11,5,2,3,0.5588532792070526,2,0.5,0.18181818181818182
receive,10,13,11,5,2,3,0.45915620049027345,3,0.0,0.2727272727272727
receive,1,6,1,6,1,3,0.5207576277434005,1,0.0,1.0
receive,6,13,1,6,2,3,0.3386152049266919,1,0.0,1.0
receive,6,13,1,6,3,0,0.018291296277445565,1,0.0,1.0
receive,7,13,2,6,3,0,0.0192456552407739,1,0.0,0.5
receive,7,13,2,6,3,3,0.3426844051960838,1,1.0,0.5
receive,10,12,7,6,2,2,0.47740722004172875,1,0.0,0.14285714285714285
receive,10,13,7,6,2,0,0.019107611699610994,1,0.0,0.14285714285714285
receive,10,13,7,6,2,3,0.38345377325787117,5,0.2,0.7142857142857143
receive,10,6,2,6,5,3,0.49754865321719066,1,1.0,0.5
receive,10,13,2,6,5,3,0.37770538735488407,1,0.0,0.5
receive,11,13,2,6,2,3,0.30395783664218595,2,0.0,1.0
receive,1,13,1,7,1,3,0.43479897841050186,1,1.0,1.0
receive,4,2,4,7,1,1,0.5360403249569693,3,0.6666666666666666,0.75
receive,4,14,4,7,1,1,0.2856152605647184,1,0.0,0.25
receive,10,1,10,7,2,1,0.6254877505790772,3,0.3333333333333333,0.3
receive,10,2,10,7,2,1,0.5621272184843538,3,0.6666666666666666,0.3
receive,10,11,10,7,2,2,0.5219674642430295,1,0.0,0.1
receive,10,13,10,7,2,0,0.02300607672455706,2,0.0,0.2
receive,10,13,10,7,2,3,0.453671576132581,1,1.0,0.1
receive,11,1,1,7,2,1,0.6005182499317451,1,1.0,1.0
receive,1,1,19,8,1,1,0.5698519456716606,5,0.6,0.2631578947368421
receive,1,2,19,8,1,1,0.5086577842309465,1,1.0,0.05263157894736842
receive,1,5,19,8,1,1,0.5031397512654753,7,0.5714285714285714,0.3684210526315789
receive,1,6,19,8,1,3,0.5229907888556821,4,0.0,0.21052631578947367
receive,1,13,19,8,1,3,0.3755190558715478,2,0.5,0.10526315789473684
receive,4,1,7,8,1,1,0.571822364853146,2,0.5,0.2857142857142857
receive,4,5,7,8,1,1,0.4862195595656412,3,0.6666666666666666,0.42857142857142855
receive,4,6,7,8,1,3,0.5061885133676737,1,0.0,0.14285714285714285
receive,4,13,7,8,1,3,0.3534022170037367,1,0.0,0.14285714285714285
receive,6,13,1,8,3,3,0.34569557761306685,1,0.0,1.0
receive,10,1,11,8,2,1,0.5875932299458536,2,0.5,0.18181818181818182
receive,10,2,11,8,2,1,0.5238033960576987,2,0.0,0.18181818181818182
receive,10,5,11,8,2,1,0.5105464866266085,2,1.0,0.18181818181818182
receive,10,6,11,8,2,3,0.524067124167801,1,1.0,0.09090909090909091
receive,10,13,11,8,2,3,0.4142417179234314,4,0.5,0.36363636363636365
receive,10,13,1,8,3,3,0.2914174829082339,1,1.0,1.0
receive,10,2,1,8,5,1,0.4839930054729333,1,0.0,1.0
receive,11,1,13,8,2,1,0.5569779431661483,6,0.3333333333333333,0.46153846153846156
receive,11,2,13,8,2,1,0.49852443268722585,2,0.5,0.15384615384615385
receive,11,5,13,8,2,1,0.49330285480275354,1,1.0,0.07692307692307693
receive,11,10,13,8,2,2,0.45722997098723234,4,0.75,0.3076923076923077
receive,1,3,1,9,4,3,0.5819010097889628,1,0.0,1.0
receive,1,2,1,10,1,1,0.48998212352070103,1,0.0,1.0
receive,4,1,3,10,4,1,0.6027960685268844,1,1.0,0.3333333333333333
receive,4,13,3,10,4,3,0.34718383772554057,2,0.0,0.6666666666666666
receive,7,1,10,10,1,1,0.5848077256390518,3,0.6666666666666666,0.3
receive,7,13,10,10,1,3,0.39716473285453274,7,0.5714285714285714,0.7
receive,10,1,2,10,2,1,0.5587368139903475,1,1.0,0.5
receive,10,13,2,10,2,3,0.3808061256284836,1,0.0,0.5
receive,10,1,5,10,3,1,0.5679131165495631,2,1.0,0.4
receive,10,13,5,10,3,0,0.019089756074295278,1,0.0,0.2
receive,10,13,5,10,3,3,0.29556898530779335,2,1.0,0.4
receive,11,1,4,10,2,1,0.5392870833501702,2,0.5,0.5
receive,11,7,4,10,2,1,0.4402442592830348,1,0.0,0.25
receive,11,13,4,10,2,3,0.31713323951169614,1,0.0,0.25
receive,11,1,2,10,3,1,0.5960789747491813,1,0.0,0.5
receive,11,13,2,10,3,3,0.28883583399374335,1,0.0,0.5
receive,1,1,20,11,1,1,0.49748668549456543,9,0.2222222222222222,0.45
receive,1,2,20,11,1,1,0.4425991910978178,1,0.0,0.05
receive,1,3,20,11,1,3,0.5236468710871055,1,1.0,0.05
receive,1,6,20,11,1,3,0.44557215418383167,1,1.0,0.05
receive,1,11,20,11,1,2,0.389358844234375,2,0.0,0.1
receive,1,13,20,11,1,3,0.2909992583751309,6,0.3333333333333333,0.3
receive,4,1,12,11,1,1,0.4976236403369399,5,0.4,0.4166666666666667
receive,4,3,12,11,1,3,0.4605646574633404,1,0.0,0.08333333333333333
receive,4,11,12,11,1,3,0.35766300979524907,2,0.5,0.16666666666666666
receive,4,13,12,11,1,3,0.2703396299839357,3,0.3333333333333333,0.25
receive,4,14,12,11,1,1,0.19016143779549233,1,0.0,0.08333333333333333
receive,6,13,1,11,3,0,0.010737477589513243,1,0.0,1.0
receive,7,13,1,11,3,3,0.23522678775432143,1,1.0,1.0
receive,10,1,55,11,2,0,0.011603970184554691,1,0.0,0.01818181818181818
receive,10,1,55,11,2,1,0.503597161907381,32,0.53125,0.5818181818181818
receive,10,2,55,11,2,1,0.44218357736109787,1,0.0,0.01818181818181818
receive,10,5,55,11,2,1,0.4294217987788815,1,1.0,0.01818181818181818
receive,10,7,55,11,2,1,0.39195421152918236,1,0.0,0.01818181818181818
receive,10,10,55,11,2,2,0.4010746875547736,5,0.2,0.09090909090909091
receive,10,10,55,11,2,3,0.37869324793884646,2,0.5,0.03636363636363636
receive,10,11,55,11,2,3,0.3782067894528877,1,1.0,0.01818181818181818
receive,10,13,55,11,2,3,0.31462520961106977,11,0.09090909090909091,0.2
receive,10,2,3,11,3,1,0.44524658243521326,1,1.0,0.3333333333333333
receive,10,13,3,11,3,3,0.24256414479391197,1,0.0,0.3333333333333333
receive,10,14,3,11,3,3,0.17853136866238087,1,0.0,0.3333333333333333
receive,11,1,9,11,2,1,0.4673850950061546,5,0.6,0.5555555555555556
receive,11,6,9,11,2,3,0.42351453978644105,1,0.0,0.1111111111111111
receive,11,7,9,11,2,1,0.3800490101200039,1,1.0,0.1111111111111111
receive,11,13,9,11,2,0,0.010347016275489044,1,0.0,0.1111111111111111
receive,11,13,9,11,2,3,0.2719049673584844,1,1.0,0.1111111111111111
receive,11,1,5,11,3,1,0.4629119841609316,1,1.0,0.2
receive,11,13,5,11,3,0,0.01053165718405793,1,0.0,0.2
receive,11,13,5,11,3,3,0.20809486129303972,2,0.0,0.4
receive,11,14,5,11,3,3,0.16441375376656592,1,1.0,0.2
receive,1,2,2,12,1,1,0.3759394295469569,1,0.0,0.5
receive,1,6,2,12,1,3,0.3865851468570599,1,1.0,0.5
receive,4,5,3,12,1,1,0.33343337951622826,1,0.0,0.3333333333333333
receive,4,6,3,12,1,3,0.362887819687088,1,0.0,0.3333333333333333
receive,4,13,3,12,1,0,0.007833517340329227,1,0.0,0.3333333333333333
receive,4,6,1,12,4,3,0.40299272544405446,1,0.0,1.0
receive,6,13,1,12,2,3,0.22931527082887435,1,0.0,1.0
receive,6,6,1,12,3,3,0.39854305380910515,1,0.0,1.0
receive,7,5,1,12,3,0,0.007835465950966743,1,0.0,1.0
receive,10,1,19,12,2,0,0.007931739066221783,1,0.0,0.05263157894736842
receive,10,1,19,12,2,1,0.44996634414393344,4,0.25,0.21052631578947367
receive,10,1,19,12,2,4,0.5011940819071314,1,1.0,0.05263157894736842
receive,10,2,19,12,2,1,0.38517066984353315,3,0.0,0.15789473684210525
receive,10,3,19,12,2,3,0.42211330401450087,1,1.0,0.05263157894736842
receive,10,5,19,12,2,1,0.37293563951008896,1,1.0,0.05263157894736842
receive,10,6,19,12,2,3,0.3849075177458316,4,0.5,0.21052631578947367
receive,10,13,19,12,2,3,0.27130818417537556,4,0.25,0.21052631578947367
receive,10,13,1,12,5,3,0.33626296410068335,1,0.0,1.0
receive,11,1,3,12,2,1,0.43325012494156806,2,0.5,0.6666666666666666
receive,11,6,3,12,2,3,0.38300423074900464,1,0.0,0.3333333333333333
receive,1,2,4,13,1,1,0.48103461066913766,1,0.0,0.25
receive,1,5,4,13,1,1,0.4625958883083606,2,0.5,0.5
receive,1,6,4,13,1,3,0.48727478189381535,1,0.0,0.25
receive,4,1,13,13,1,1,0.5410877576168507,1,1.0,0.07692307692307693
receive,4,2,13,13,1,1,0.47328848135760804,1,0.0,0.07692307692307693
receive,4,5,13,13,1,1,0.453562614196139,1,0.0,0.07692307692307693
receive,4,6,13,13,1,3,0.472940732529116,7,0.2857142857142857,0.5384615384615384
receive,4,13,13,13,1,3,0.3180647267783599,3,0.3333333333333333,0.23076923076923078
receive,7,1,1,13,1,1,0.5389881089289051,1,0.0,1.0
receive,10,2,6,13,2,1,0.48068050748320706,2,1.0,0.3333333333333333
receive,10,13,6,13,2,3,0.3415297162751078,4,0.25,0.6666666666666666
receive,11,1,14,13,2,1,0.5252571770075869,4,1.0,0.2857142857142857
receive,11,6,14,13,2,3,0.47422220362179796,2,0.0,0.14285714285714285
receive,11,10,14,13,2,2,0.42322577853500437,3,0.3333333333333333,0.21428571428571427
receive,11,10,14,13,2,3,0.39452214555716136,1,0.0,0.07142857142857142
receive,11,11,14,13,2,2,0.42901671333679253,2,0.0,0.14285714285714285
receive,11,13,14,13,2,3,0.31261547733471456,2,0.0,0.14285714285714285
receive,11,1,2,13,3,1,0.4926404908404235,2,0.5,1.0
receive,6,2,11,14,3,1,0.4734346139117115,3,0.3333333333333333,0.2727272727272727
receive,6,6,11,14,3,3,0.4772935389226472,6,0.3333333333333333,0.5454545454545454
receive,6,13,11,14,3,3,0.29979077124736137,2,0.5,0.18181818181818182
receive,7,2,9,14,3,1,0.4839066959470919,6,0.16666666666666666,0.6666666666666666
receive,7,13,9,14,3,3,0.3318045347741007,3,0.3333333333333333,0.3333333333333333
receive,10,6,5,14,2,3,0.44627724677292446,1,0.0,0.2
receive,10,7,5,14,2,3,0.37759173186778805,1,1.0,0.2
receive,10,10,5,14,2,2,0.39850152789221516,2,0.0,0.4
receive,10,13,5,14,2,3,0.3374465640301004,1,0.0,0.2
receive,10,2,5,14,3,1,0.4639775827913488,1,0.0,0.2
receive,10,10,5,14,3,2,0.41267353599719947,1,1.0,0.2
receive,10,13,5,14,3,3,0.321909423827315,3,0.0,0.6
receive,10,13,1,14,5,3,0.4537780982933664,1,1.0,1.0
receive,11,10,1,14,3,2,0.3946396019394629,1,0.0,1.0
receive,1,1,2,15,1,1,0.5792551082828139,1,1.0,0.5
receive,1,11,2,15,1,2,0.4867945358207673,1,1.0,0.5
receive,4,3,3,15,4,3,0.616411932850576,2,1.0,0.6666666666666666
receive,4,6,3,15,4,3,0.5829147740732471,1,1.0,0.3333333333333333
receive,6,1,1,15,2,1,0.5954089586608412,1,1.0,1.0
receive,6,1,2,15,3,1,0.6017917832813249,1,1.0,0.5
receive,6,6,2,15,3,0,0.021791878035656534,1,0.0,0.5
receive,10,3,4,15,2,3,0.5879678255844467,1,1.0,0.25
receive,10,6,4,15,2,3,0.5353002135564952,2,0.5,0.5
receive,10,13,4,15,2,3,0.4129136596053445,1,1.0,0.25
receive,11,1,2,15,2,1,0.6063505474759426,1,1.0,0.5
receive,11,13,2,15,2,3,0.3730622480768354,1,1.0,0.5
receive,12,1,1,15,2,1,0.5663817729459757,1,0.0,1.0
receive,4,2,2,16,4,1,0.576024298745388,1,1.0,0.5
receive,4,6,2,16,4,3,0.5837023305506195,1,1.0,0.5
receive,7,5,1,16,1,1,0.5499653568267271,1,1.0,1.0
receive,10,2,3,16,2,1,0.5610690972155968,1,0.0,0.3333333333333333
receive,10,13,3,16,2,3,0.44934714210796683,2,0.0,0.6666666666666666
receive,11,1,8,16,2,1,0.5709248432370266,2,1.0,0.25
receive,11,10,8,16,2,2,0.4794263596577788,1,0.0,0.125
receive,11,11,8,16,2,2,0.48502213066648164,3,0.6666666666666666,0.375
receive,11,13,8,16,2,3,0.3531012500130997,2,1.0,0.25
receive,11,1,4,16,3,1,0.5649800025987676,2,1.0,0.5
receive,11,5,4,16,3,1,0.49684270385697576,1,0.0,0.25
receive,11,13,4,16,3,3,0.27637975351127936,1,0.0,0.25
receive,1,1,2,17,1,1,0.4782941154297834,1,0.0,0.5
receive,1,2,2,17,1,1,0.41859054481115265,1,1.0,0.5
receive,6,2,5,17,3,1,0.4342672331730692,4,0.5,0.8
receive,6,13,5,17,3,3,0.2676880500280393,1,0.0,0.2
receive,7,1,6,17,1,1,0.4944350194618055,1,0.0,0.16666666666666666
receive,7,2,6,17,1,1,0.4369587649471794,3,1.0,0.5
receive,7,6,6,17,1,3,0.4415982385151562,1,1.0,0.16666666666666666
receive,7,13,6,17,1,3,0.31739318611393114,1,0.0,0.16666666666666666
receive,10,13,2,17,2,3,0.3503033128263334,2,1.0,1.0
receive,10,13,1,17,3,3,0.27905337926102336,1,0.0,1.0
receive,1,1,5,18,1,1,0.6366648163715118,1,0.0,0.2
receive,1,2,5,18,1,1,0.575812093999251,3,1.0,0.6
receive,1,13,5,18,1,3,0.4489274922254679,1,1.0,0.2
receive,4,2,2,18,1,1,0.5661262995444876,1,0.0,0.5
receive,4,13,2,18,1,3,0.4113645910220433,1,0.0,0.5
receive,7,13,1,18,1,3,0.483772449727282,1,1.0,1.0
receive,10,2,6,18,2,1,0.5761628182442433,4,0.75,0.6666666666666666
receive,10,4,6,18,2,1,0.6078450976013902,1,1.0,0.16666666666666666
receive,10,13,6,18,2,3,0.47482930558486025,1,0.0,0.16666666666666666
receive,1,1,5,19,1,1,0.45397865677538307,2,0.0,0.4
receive,1,2,5,19,1,1,0.3935544368426857,1,0.0,0.2
receive,1,6,5,19,1,3,0.40443555479058685,1,0.0,0.2
receive,1,10,5,19,1,3,0.348892076373572,1,1.0,0.2
receive,4,1,28,19,1,1,0.45661968561203464,3,0.0,0.10714285714285714
receive,4,2,28,19,1,1,0.39147133230065984,10,0.5,0.35714285714285715
receive,4,6,28,19,1,3,0.38797452278197936,7,0.2857142857142857,0.25
receive,4,13,28,19,1,3,0.24256460609874092,8,0.125,0.2857142857142857
receive,7,13,3,19,1,3,0.2920650200707755,3,0.3333333333333333,1.0
receive,10,1,12,19,2,1,0.4638054648675556,2,0.5,0.16666666666666666
receive,10,2,12,19,2,1,0.40285736901843744,1,0.0,0.08333333333333333
receive,10,6,12,19,2,3,0.4030985183254538,4,0.5,0.3333333333333333
receive,10,10,12,19,2,2,0.36792140764528874,1,1.0,0.08333333333333333
receive,10,11,12,19,2,2,0.3645054611713146,1,0.0,0.08333333333333333
receive,10,13,12,19,2,3,0.3048488561313301,3,0.0,0.25
receive,10,1,1,19,3,1,0.4620179987531678,1,1.0,1.0
receive,10,1,2,19,5,1,0.4401188807525179,1,1.0,0.5
receive,10,11,2,19,5,2,0.3941531551314099,1,1.0,0.5
receive,11,1,25,19,2,1,0.4421340702897386,5,0.4,0.2
receive,11,2,25,19,2,1,0.3839662032596691,4,0.5,0.16
receive,11,4,25,19,2,1,0.40008318367833084,1,0.0,0.04
receive,11,6,25,19,2,3,0.3924338513869323,1,0.0,0.04
receive,11,7,25,19,2,1,0.3459180272187169,2,0.5,0.08
receive,11,10,25,19,2,2,0.34682665222305276,3,0.6666666666666666,0.12
receive,11,11,25,19,2,2,0.352771290568324,4,0.25,0.16
receive,11,11,25,19,2,3,0.32564633749945654,1,0.0,0.04
receive,11,13,25,19,2,3,0.25215983352451293,4,0.25,0.16
receive,11,1,12,19,3,1,0.43489271109964117,4,0.5,0.3333333333333333
receive,11,2,12,19,3,1,0.37913917016074933,1,0.0,0.08333333333333333
receive,11,4,12,19,3,1,0.39261337459188783,1,1.0,0.08333333333333333
receive,11,5,12,19,3,1,0.36585079792126374,1,0.0,0.08333333333333333
receive,11,7,12,19,3,1,0.3370467738431735,1,0.0,0.08333333333333333
receive,11,10,12,19,3,2,0.3380080389628966,1,1.0,0.08333333333333333
receive,11,13,12,19,3,3,0.20151161190246192,3,0.0,0.25
receive,1,2,6,20,1,1,0.4845220603554101,3,0.6666666666666666,0.5
receive,1,5,6,20,1,1,0.467867232725739,1,0.0,0.16666666666666666
receive,1,13,6,20,1,3,0.3071577904869118,2,0.0,0.3333333333333333
receive,7,2,3,20,1,1,0.5159499916730298,1,0.0,0.3333333333333333
receive,7,5,3,20,1,1,0.4967382009144076,1,1.0,0.3333333333333333
receive,7,13,3,20,1,3,0.382862273859677,1,0.0,0.3333333333333333
receive,10,1,7,20,2,1,0.5745230924276975,2,0.5,0.2857142857142857
receive,10,2,7,20,2,1,0.5202010342652812,3,0.3333333333333333,0.42857142857142855
receive,10,5,7,20,2,1,0.4994474023483514,1,1.0,0.14285714285714285
receive,10,6,7,20,2,3,0.5105051284473753,1,0.0,0.14285714285714285
receive,11,1,12,20,2,1,0.5384709728680203,6,0.3333333333333333,0.5
receive,11,2,12,20,2,1,0.48375519435599196,1,0.0,0.08333333333333333
receive,11,10,12,20,2,2,0.446437502827006,1,1.0,0.08333333333333333
receive,11,11,12,20,2,2,0.4516298519618429,2,1.0,0.16666666666666666
receive,11,12,12,20,2,2,0.46385599409262745,1,0.0,0.08333333333333333
receive,11,14,12,20,2,1,0.22699703401922708,1,0.0,0.08333333333333333
receive,1,1,58,21,1,1,0.4762716268457916,14,0.5714285714285714,0.2413793103448276
receive,1,2,58,21,1,0,0.008833354872130666,1,0.0,0.017241379310344827
receive,1,2,58,21,1,1,0.41580043313678366,5,0.0,0.08620689655172414
receive,1,5,58,21,1,1,0.40658774341022186,15,0.4,0.25862068965517243
receive,1,6,58,21,1,3,0.42688075376784385,14,0.5714285714285714,0.2413793103448276
receive,1,13,58,21,1,0,0.009357308150369848,1,0.0,0.017241379310344827
receive,1,13,58,21,1,3,0.28204795408447514,8,0.375,0.13793103448275862
receive,4,1,14,21,1,1,0.47700361129776375,7,0.14285714285714285,0.5
receive,4,5,14,21,1,1,0.38862762045858645,3,1.0,0.21428571428571427
receive,4,6,14,21,1,3,0.4080983768844047,1,0.0,0.07142857142857142
receive,4,10,14,21,1,3,0.3432268586705822,1,0.0,0.07142857142857142
receive,4,13,14,21,1,0,0.009639091774601401,1,0.0,0.07142857142857142
receive,4,14,14,21,1,1,0.1810607335688064,1,0.0,0.07142857142857142
receive,6,6,3,21,2,3,0.42420092882903165,1,1.0,0.3333333333333333
receive,6,12,3,21,2,2,0.34812320833702287,1,0.0,0.3333333333333333
receive,6,12,3,21,2,3,0.35496617407207537,1,0.0,0.3333333333333333
receive,6,1,12,21,3,1,0.49211098282545246,5,0.4,0.4166666666666667
receive,6,5,12,21,3,1,0.4049247046706474,1,0.0,0.08333333333333333
receive,6,6,12,21,3,3,0.4308413691286513,1,0.0,0.08333333333333333
receive,6,13,12,21,3,3,0.24433620422151991,5,0.2,0.4166666666666667
receive,7,1,37,21,1,1,0.49289679169734624,8,0.5,0.21621621621621623
receive,7,2,37,21,1,1,0.43228402083092055,1,0.0,0.02702702702702703
receive,7,5,37,21,1,0,0.00970003939124204,1,0.0,0.02702702702702703
receive,7,5,37,21,1,1,0.41732451087223993,13,0.5384615384615384,0.35135135135135137
receive,7,6,37,21,1,3,0.43566100883269443,4,0.25,0.10810810810810811
receive,7,13,37,21,1,0,0.009696181450635416,1,0.0,0.02702702702702703
receive,7,13,37,21,1,3,0.3068835099510694,9,0.1111111111111111,0.24324324324324326
receive,7,13,2,21,3,3,0.21995220517419994,2,0.0,1.0
receive,8,10,3,21,2,2,0.37775075664007335,1,0.0,0.3333333333333333
receive,8,12,3,21,2,2,0.3815754142675636,2,0.0,0.6666666666666666
receive,8,12,1,21,3,2,0.37620389228430373,1,0.0,1.0
receive,9,9,2,21,2,2,0.43523107733303956,1,1.0,0.5
receive,9,10,2,21,2,2,0.4188974497603685,1,0.0,0.5
receive,10,1,118,21,2,1,0.48601004180220764,9,0.7777777777777778,0.07627118644067797
receive,10,2,118,21,2,1,0.4224422601260918,13,0.46153846153846156,0.11016949152542373
receive,10,3,118,21,2,3,0.47153046532140486,1,1.0,0.00847457627118644
