phase,A1_actionId,C_actionId,n_context,EV,count,train_winrate,usage_rate
receive,8,2,63,0.47664008099311317,6,0.16666666666666666,0.09523809523809523
receive,8,3,63,0.5719772685642133,4,1.0,0.06349206349206349
receive,8,5,63,0.49923031269518364,8,0.625,0.12698412698412698
receive,8,6,63,0.5255766909421956,4,0.5,0.06349206349206349
receive,8,8,63,0.3654439986706585,3,0.0,0.047619047619047616
receive,8,9,63,0.4344055884610808,7,0.2857142857142857,0.1111111111111111
receive,8,10,63,0.4075453790894737,4,0.25,0.06349206349206349
receive,8,11,63,0.4362935019980944,1,1.0,0.015873015873015872
receive,8,12,63,0.4600787953957003,7,0.14285714285714285,0.1111111111111111
receive,8,13,63,0.3703551494476184,9,0.4444444444444444,0.14285714285714285
receive,8,14,63,0.2577479741268103,1,0.0,0.015873015873015872
receive,9,1,112,0.47689634498604383,10,0.7,0.08928571428571429
receive,9,2,112,0.4328346246339477,1,1.0,0.008928571428571428
receive,9,3,112,0.5496519620947248,6,0.5,0.05357142857142857
receive,9,5,112,0.5013641940483851,14,0.5714285714285714,0.125
receive,9,6,112,0.5358312499468999,8,0.75,0.07142857142857142
receive,9,7,112,0.4625500566837371,2,1.0,0.017857142857142856
receive,9,8,112,0.3893414571079452,1,0.0,0.008928571428571428
receive,9,9,112,0.46757584361670945,21,0.5238095238095238,0.1875
receive,9,10,112,0.43886016584863563,8,0.625,0.07142857142857142
receive,9,12,112,0.47351921291190896,15,0.4,0.13392857142857142
receive,9,13,112,0.3899465309516947,25,0.28,0.22321428571428573
receive,9,14,112,0.2722056570338975,1,0.0,0.008928571428571428
receive,10,1,3564,0.43814351265202245,527,0.5142314990512334,0.1478675645342312
receive,10,2,3564,0.4012164920141862,498,0.4457831325301205,0.13973063973063973
receive,10,3,3564,0.5040671801433922,69,0.4782608695652174,0.01936026936026936
receive,10,4,3564,0.4616941808545775,18,0.5,0.005050505050505051
receive,10,5,3564,0.4414931551730029,249,0.4497991967871486,0.06986531986531987
receive,10,6,3564,0.4763723018327868,314,0.4554140127388535,0.08810325476992144
receive,10,7,3564,0.3991327545395287,29,0.3448275862068966,0.00813692480359147
receive,10,8,3564,0.3253851207736888,10,0.5,0.0028058361391694723
receive,10,9,3564,0.4133668512330299,30,0.43333333333333335,0.008417508417508417
receive,10,10,3564,0.38457253380016754,386,0.4689119170984456,0.10830527497194165
receive,10,11,3564,0.4114333599252031,21,0.5714285714285714,0.005892255892255892
receive,10,12,3564,0.44645670896848516,215,0.4558139534883721,0.06032547699214366
receive,10,13,3564,0.3677249923843905,1181,0.31583403895004236,0.3313692480359147
receive,10,14,3564,0.2595793351122324,17,0.17647058823529413,0.004769921436588103
receive,11,1,2028,0.46144810804501846,819,0.5262515262515263,0.40384615384615385
receive,11,2,2028,0.4027665628345696,170,0.38235294117647056,0.08382642998027613
receive,11,3,2028,0.4912292322638259,13,0.5384615384615384,0.00641025641025641
receive,11,4,2028,0.4519415196786372,58,0.46551724137931033,0.028599605522682446
receive,11,5,2028,0.4438633228678961,73,0.3972602739726027,0.03599605522682446
receive,11,6,2028,0.49222184880060993,101,0.45544554455445546,0.04980276134122288
receive,11,7,2028,0.4143758881332273,82,0.43902439024390244,0.04043392504930966
receive,11,8,2028,0.35429561212708144,4,0.25,0.0019723865877712033
receive,11,9,2028,0.4079558001051418,2,0.0,0.0009861932938856016
receive,11,10,2028,0.3821667994571594,193,0.46113989637305697,0.09516765285996055
receive,11,11,2028,0.41086177827371534,159,0.4591194968553459,0.07840236686390532
receive,11,12,2028,0.446344912107093,5,0.2,0.002465483234714004
receive,11,13,2028,0.3443522994347184,343,0.23323615160349853,0.16913214990138067
receive,11,14,2028,0.19942592689305466,6,0.16666666666666666,0.0029585798816568047
receive,12,1,462,0.40802613794192844,12,0.6666666666666666,0.025974025974025976
receive,12,2,462,0.3794616884270241,18,0.3333333333333333,0.03896103896103896
receive,12,3,462,0.4937102582583162,14,0.5714285714285714,0.030303030303030304
receive,12,5,462,0.4261208225220552,26,0.38461538461538464,0.05627705627705628
receive,12,6,462,0.4733431129626472,3,0.3333333333333333,0.006493506493506494
receive,12,8,462,0.3665643816223333,2,1.0,0.004329004329004329
receive,12,9,462,0.44498030505384634,4,0.75,0.008658008658008658
receive,12,10,462,0.39568238795277244,90,0.5333333333333333,0.19480519480519481
receive,12,12,462,0.4450592916481851,246,0.3983739837398374,0.5324675324675324
receive,12,13,462,0.35255745490932194,40,0.225,0.08658008658008658
receive,12,14,462,0.2523188435965666,7,0.14285714285714285,0.015151515151515152
