phase,A1_actionId,C_actionId,n_context,A1_playerId,EV,count,train_winrate,usage_rate
late,1,10,59,3,0.3850062075592666,3,0.0,0.05084745762711865
late,1,13,59,3,0.23417724612747243,6,0.0,0.1016949152542373
late,2,2,8,3,0.4950674325062104,2,0.0,0.25
late,2,3,8,3,0.49744296718644015,1,1.0,0.125
late,2,6,8,3,0.4359624559243054,2,0.5,0.25
late,2,13,8,3,0.20944282047643406,3,0.3333333333333333,0.375
late,3,3,1,3,0.5606150403610752,1,0.0,1.0
late,4,13,2,3,0.20000088438794278,2,0.5,1.0
late,5,1,18,3,0.4938217309855484,8,0.625,0.4444444444444444
late,5,2,18,3,0.4720984588927987,2,0.0,0.1111111111111111
late,5,5,18,3,0.44686867761904087,3,0.6666666666666666,0.16666666666666666
late,5,6,18,3,0.43913999420864813,3,0.3333333333333333,0.16666666666666666
late,5,13,18,3,0.21583276063281462,2,0.0,0.1111111111111111
late,6,1,18,3,0.5032541876033337,1,1.0,0.05555555555555555
late,6,2,18,3,0.4804525575831783,3,0.3333333333333333,0.16666666666666666
late,6,6,18,3,0.43701374291546297,8,0.5,0.4444444444444444
late,6,13,18,3,0.18576676039980658,6,0.16666666666666666,0.3333333333333333
late,7,2,6,3,0.4801143086607175,2,0.5,0.3333333333333333
late,7,6,6,3,0.44674772880656843,1,0.0,0.16666666666666666
late,7,13,6,3,0.20981218829782552,3,0.6666666666666666,0.5
late,10,1,38,3,0.49473249128318963,15,0.5333333333333333,0.39473684210526316
late,10,2,38,3,0.47233883487491246,3,0.0,0.07894736842105263
late,10,5,38,3,0.44446710779883053,1,1.0,0.02631578947368421
late,10,6,38,3,0.4452503888444952,6,0.8333333333333334,0.15789473684210525
late,10,10,38,3,0.39705876789336597,3,0.3333333333333333,0.07894736842105263
late,10,13,38,3,0.24260186773266865,10,0.2,0.2631578947368421
late,11,1,12,3,0.5219437577583801,7,0.42857142857142855,0.5833333333333334
late,11,6,12,3,0.47126820037617095,2,0.5,0.16666666666666666
late,11,13,12,3,0.23925810284641025,3,0.0,0.25
late,13,2,12,3,0.42180865980324395,4,0.25,0.3333333333333333
late,13,3,12,3,0.42029838318824303,1,0.0,0.08333333333333333
late,13,6,12,3,0.3885340632464929,2,0.5,0.16666666666666666
late,13,13,12,3,0.1679848682837086,4,0.0,0.3333333333333333
late,13,14,12,3,0.13796433003561523,1,0.0,0.08333333333333333
late,14,2,3,3,0.40031616111337476,2,0.5,0.6666666666666666
late,14,14,3,3,0.1715018691760528,1,0.0,0.3333333333333333
late,15,1,12,3,0.8795076279929304,8,0.875,0.6666666666666666
late,15,5,12,3,0.8426019607221645,1,1.0,0.08333333333333333
late,15,6,12,3,0.8449943143914956,1,1.0,0.08333333333333333
late,15,13,12,3,0.6025968338333677,2,0.5,0.16666666666666666
late,16,1,2,3,0.8652152757399134,1,1.0,0.5
late,16,2,2,3,0.8408080515759327,1,1.0,0.5
late,18,1,5,3,0.882898085146395,1,1.0,0.2
late,18,2,5,3,0.8608233503549844,1,1.0,0.2
late,18,5,5,3,0.8581760042855289,1,1.0,0.2
late,18,10,5,3,0.7811195738337771,1,1.0,0.2
late,18,13,5,3,0.7278253286823417,1,1.0,0.2
late,1,1,10,4,0.4517883811559275,3,0.3333333333333333,0.3
late,1,2,10,4,0.4335034444226138,3,0.0,0.3
late,1,10,10,4,0.3200725126282783,3,0.3333333333333333,0.3
late,1,11,10,4,0.32443465920262177,1,0.0,0.1
late,2,3,1,4,0.5174696497530643,1,1.0,1.0
late,3,3,3,4,0.5327046779677772,1,1.0,0.3333333333333333
late,3,11,3,4,0.3271691933179351,1,1.0,0.3333333333333333
late,3,14,3,4,0.16113146700800343,1,0.0,0.3333333333333333
late,10,1,13,4,0.4116688649189161,6,0.3333333333333333,0.46153846153846156
late,10,10,13,4,0.3353548153008494,3,0.3333333333333333,0.23076923076923078
late,10,13,13,4,0.16266315927538308,4,0.0,0.3076923076923077
late,11,1,1,4,0.4202603817445116,1,0.0,1.0
late,13,13,2,4,0.12004384973678178,1,0.0,0.5
late,13,14,2,4,0.09654929862308873,1,0.0,0.5
late,14,14,1,4,0.11132213638229892,1,0.0,1.0
late,15,1,5,4,0.8674194928505582,2,1.0,0.4
late,15,10,5,4,0.6951589337733649,2,1.0,0.4
late,15,14,5,4,0.4041411942183125,1,0.0,0.2
late,1,6,2,5,0.4247531214742092,1,1.0,0.5
late,1,9,2,5,0.4028720340518969,1,0.0,0.5
late,8,13,1,5,0.20452012897366456,1,0.0,1.0
late,9,1,21,5,0.49929628526100683,2,0.5,0.09523809523809523
late,9,3,21,5,0.459208144974584,1,0.0,0.047619047619047616
late,9,9,21,5,0.42910583942653335,13,0.3076923076923077,0.6190476190476191
late,9,10,21,5,0.4007109768657332,1,0.0,0.047619047619047616
late,9,13,21,5,0.24792353423223462,4,0.5,0.19047619047619047
late,10,1,3,5,0.47802783286350997,1,0.0,0.3333333333333333
late,10,5,3,5,0.42761886413596306,1,1.0,0.3333333333333333
late,10,9,3,5,0.40245742859864325,1,1.0,0.3333333333333333
late,12,9,2,5,0.39219313183643345,1,0.0,0.5
late,12,13,2,5,0.18372868375078505,1,0.0,0.5
late,13,3,2,5,0.4725561025526186,2,0.0,1.0
late,15,1,2,5,0.8937837292391151,1,1.0,0.5
late,15,8,2,5,0.7778802725455465,1,1.0,0.5
late,1,3,4,6,0.5367298885445679,4,0.25,1.0
late,3,3,9,6,0.578676628851695,7,0.8571428571428571,0.7777777777777778
late,3,5,9,6,0.5109777031089634,1,0.0,0.1111111111111111
late,3,13,9,6,0.2178373664018706,1,0.0,0.1111111111111111
late,4,5,4,6,0.45774571966085753,1,1.0,0.25
late,4,13,4,6,0.21135561163862715,3,0.0,0.75
late,5,5,1,6,0.46216198721236473,1,0.0,1.0
late,6,3,3,6,0.48642516843643197,1,0.0,0.3333333333333333
late,6,5,3,6,0.4719324094088185,1,0.0,0.3333333333333333
late,6,13,3,6,0.2156483969364906,1,0.0,0.3333333333333333
late,10,3,3,6,0.517283192802553,1,0.0,0.3333333333333333
late,10,5,3,6,0.48047610812903074,1,0.0,0.3333333333333333
late,10,13,3,6,0.26585259371823383,1,0.0,0.3333333333333333
late,13,1,4,6,0.5165073198681382,1,1.0,0.25
late,13,3,4,6,0.4931935724251205,1,0.0,0.25
late,13,13,4,6,0.18105872405236997,2,0.5,0.5
late,14,3,1,6,0.4730704762081295,1,1.0,1.0
late,15,1,6,6,0.9051046993591338,3,1.0,0.5
late,15,3,6,6,0.8892195253720713,2,1.0,0.3333333333333333
late,15,7,6,6,0.8586855960017292,1,1.0,0.16666666666666666
late,17,1,1,6,0.9385999044405525,1,1.0,1.0
late,0,1,5,7,0.857895681478068,3,1.0,0.6
late,0,2,5,7,0.8463985932914921,1,1.0,0.2
late,0,10,5,7,0.7164930850764799,1,1.0,0.2
late,1,2,6,7,0.3804608149541484,2,0.0,0.3333333333333333
late,1,13,6,7,0.16753320860605694,4,0.0,0.6666666666666666
late,2,1,5,7,0.43564135379475466,1,1.0,0.2
late,2,2,5,7,0.42872691130837426,2,0.5,0.4
late,2,13,5,7,0.19306075467643852,2,0.0,0.4
late,4,1,3,7,0.514839666685151,1,0.0,0.3333333333333333
late,4,2,3,7,0.49932230443450526,2,0.5,0.6666666666666666
late,6,14,1,7,0.15355350231892467,1,0.0,1.0
late,7,2,1,7,0.5823533266545294,1,1.0,1.0
late,9,2,1,7,0.4655004199866858,1,0.0,1.0
late,10,1,6,7,0.37146708907307513,1,0.0,0.16666666666666666
late,10,2,6,7,0.35946657887185673,2,0.5,0.3333333333333333
late,10,13,6,7,0.18920604733494129,3,0.0,0.5
late,11,11,2,7,0.45209611124441224,2,1.0,1.0
late,13,1,4,7,0.5330363726099118,1,1.0,0.25
late,13,13,4,7,0.22131956063883637,3,0.3333333333333333,0.75
late,14,14,2,7,0.22562981770182317,2,0.0,1.0
late,1,1,15,8,0.5567672703617484,2,0.5,0.13333333333333333
late,1,2,15,8,0.5360454682482291,2,0.5,0.13333333333333333
late,1,5,15,8,0.49970575988004456,2,0.5,0.13333333333333333
late,1,6,15,8,0.49784596119857444,3,0.3333333333333333,0.2
late,1,13,15,8,0.2633227737091925,6,0.5,0.4
late,2,1,2,8,0.5494359530292949,1,1.0,0.5
late,2,13,2,8,0.2418138755905338,1,0.0,0.5
late,3,3,1,8,0.616853544542238,1,0.0,1.0
late,5,5,4,8,0.49015986755536994,1,0.0,0.25
late,5,13,4,8,0.24375621463035396,3,0.0,0.75
late,6,1,17,8,0.5367525940875654,2,0.0,0.11764705882352941
late,6,2,17,8,0.513793152750914,2,0.0,0.11764705882352941
late,6,5,17,8,0.4789288161447959,3,0.6666666666666666,0.17647058823529413
late,6,6,17,8,0.4745601471151609,5,0.4,0.29411764705882354
late,6,13,17,8,0.21180684691592896,5,0.4,0.29411764705882354
late,7,13,2,8,0.2717641618625501,2,0.0,1.0
late,10,1,19,8,0.5204792849562878,1,1.0,0.05263157894736842
late,10,2,19,8,0.5015578496057219,2,0.0,0.10526315789473684
late,10,5,19,8,0.45960073710228583,1,1.0,0.05263157894736842
late,10,6,19,8,0.4603561703041982,4,0.25,0.21052631578947367
late,10,13,19,8,0.2592158833936764,11,0.45454545454545453,0.5789473684210527
late,11,1,2,8,0.5416294217086345,1,0.0,0.5
late,11,6,2,8,0.4847428028499382,1,1.0,0.5
late,12,2,1,8,0.43798958092519036,1,0.0,1.0
late,13,1,36,8,0.5116549778757595,3,0.3333333333333333,0.08333333333333333
late,13,2,36,8,0.4860270818254892,2,0.0,0.05555555555555555
late,13,5,36,8,0.4531381529806278,3,0.3333333333333333,0.08333333333333333
late,13,6,36,8,0.4548046104635156,15,0.4,0.4166666666666667
late,13,13,36,8,0.21239533940322594,13,0.3076923076923077,0.3611111111111111
late,14,14,1,8,0.2144366823301853,1,0.0,1.0
late,15,1,8,8,0.9085012836360762,3,1.0,0.375
late,15,5,8,8,0.8769688042859785,1,1.0,0.125
late,15,6,8,8,0.8783683459451046,1,1.0,0.125
late,15,11,8,8,0.7852249665424965,2,1.0,0.25
late,15,13,8,8,0.7288457161452928,1,1.0,0.125
late,16,1,3,8,0.8855759211721458,2,0.5,0.6666666666666666
late,16,2,3,8,0.8629167638021169,1,1.0,0.3333333333333333
late,10,6,1,9,0.48041463885165514,1,1.0,1.0
late,15,5,1,9,0.8638533114514002,1,1.0,1.0
late,1,1,9,10,0.5672880327039448,6,0.5,0.6666666666666666
late,1,2,9,10,0.5514011565222126,1,0.0,0.1111111111111111
late,1,9,9,10,0.49624631958842574,1,0.0,0.1111111111111111
late,1,13,9,10,0.2805443947049675,1,0.0,0.1111111111111111
late,2,1,2,10,0.5682926979225484,1,1.0,0.5
late,2,9,2,10,0.4705720343152025,1,1.0,0.5
late,5,2,1,10,0.4982378460011886,1,0.0,1.0
late,6,9,2,10,0.46510552656708704,2,0.5,1.0
late,9,1,21,10,0.5432575897552004,2,1.0,0.09523809523809523
late,9,2,21,10,0.5202033363791156,2,0.0,0.09523809523809523
late,9,5,21,10,0.49260887204170345,6,0.5,0.2857142857142857
late,9,9,21,10,0.4656195848261717,1,1.0,0.047619047619047616
late,9,13,21,10,0.24130662696834113,10,0.3,0.47619047619047616
late,10,13,2,10,0.27157596693794944,2,0.5,1.0
late,11,1,3,10,0.5363588560036633,2,0.5,0.6666666666666666
late,11,9,3,10,0.42295728670716065,1,0.0,0.3333333333333333
late,13,1,7,10,0.3979977717528591,1,1.0,0.14285714285714285
late,13,2,7,10,0.3786905503523616,1,0.0,0.14285714285714285
late,13,13,7,10,0.17203139790671435,5,0.2,0.7142857142857143
late,15,1,6,10,0.9143697211665277,2,1.0,0.3333333333333333
late,15,2,6,10,0.8897892958397579,2,1.0,0.3333333333333333
late,15,9,6,10,0.8332493774589613,2,1.0,0.3333333333333333
late,1,1,18,11,0.6435332059842689,6,0.8333333333333334,0.3333333333333333
late,1,2,18,11,0.6290713201262597,2,0.5,0.1111111111111111
late,1,3,18,11,0.6409856065497468,4,1.0,0.2222222222222222
late,1,12,18,11,0.5128395457283643,2,0.5,0.1111111111111111
late,1,13,18,11,0.30044870499334314,3,0.3333333333333333,0.16666666666666666
late,1,14,18,11,0.2668688154951577,1,0.0,0.05555555555555555
late,2,1,15,11,0.634991581273609,4,0.75,0.26666666666666666
late,2,2,15,11,0.6240058005900097,3,0.0,0.2
late,2,3,15,11,0.6365856720758857,1,1.0,0.06666666666666667
late,2,5,15,11,0.5701095859147098,2,1.0,0.13333333333333333
late,2,12,15,11,0.5051535340117136,4,0.25,0.26666666666666666
late,2,14,15,11,0.2969934860068732,1,0.0,0.06666666666666667
late,3,3,1,11,0.6876382592862854,1,1.0,1.0
late,5,2,4,11,0.426906141423486,2,0.5,0.5
late,5,12,4,11,0.36352594962379836,2,0.5,0.5
late,6,1,1,11,0.6484030965788156,1,1.0,1.0
late,8,1,10,11,0.5395792152700971,1,1.0,0.1
late,8,2,10,11,0.5144691483223196,6,0.16666666666666666,0.6
late,8,5,10,11,0.4956540501480681,1,1.0,0.1
late,8,12,10,11,0.44026674829545415,2,1.0,0.2
late,9,10,1,11,0.476751567191488,1,1.0,1.0
late,10,1,13,11,0.617235929184355,2,0.5,0.15384615384615385
late,10,2,13,11,0.596541313403454,3,1.0,0.23076923076923078
late,10,3,13,11,0.5940094073302198,1,1.0,0.07692307692307693
late,10,12,13,11,0.5183865939782889,3,0.6666666666666666,0.23076923076923078
late,10,13,13,11,0.30084127786948733,4,0.25,0.3076923076923077
late,11,1,2,11,0.6022875609381668,2,1.0,1.0
late,12,1,92,11,0.5726342505356505,12,0.5833333333333334,0.13043478260869565
late,12,2,92,11,0.5513718527148932,13,0.38461538461538464,0.14130434782608695
late,12,5,92,11,0.5182423445667134,3,1.0,0.03260869565217391
late,12,8,92,11,0.42525415679054746,1,1.0,0.010869565217391304
late,12,10,92,11,0.48466388746625827,2,0.5,0.021739130434782608
late,12,12,92,11,0.48957026605041204,32,0.46875,0.34782608695652173
late,12,13,92,11,0.2781933315086504,17,0.23529411764705882,0.18478260869565216
late,12,14,92,11,0.22788482939118201,12,0.16666666666666666,0.13043478260869565
late,13,1,24,11,0.557031909904876,4,0.5,0.16666666666666666
late,13,2,24,11,0.5321884186589412,8,0.5,0.3333333333333333
late,13,3,24,11,0.5474460491777614,1,1.0,0.041666666666666664
late,13,12,24,11,0.4378254775328594,6,0.16666666666666666,0.25
late,13,13,24,11,0.22542754579851532,1,1.0,0.041666666666666664
late,13,14,24,11,0.18619152451004736,4,0.25,0.16666666666666666
late,14,2,11,11,0.4530917019814996,3,0.3333333333333333,0.2727272727272727
late,14,12,11,11,0.3753439590594514,4,0.25,0.36363636363636365
late,14,14,11,11,0.18243667445095302,4,0.0,0.36363636363636365
late,15,1,24,11,0.9333891728089142,7,0.8571428571428571,0.2916666666666667
late,15,2,24,11,0.915068317601237,5,0.8,0.20833333333333334
late,15,3,24,11,0.9135623521843272,1,1.0,0.041666666666666664
late,15,8,24,11,0.8500984311586426,2,1.0,0.08333333333333333
late,15,10,24,11,0.8415327424331306,2,1.0,0.08333333333333333
late,15,12,24,11,0.8478414351173859,7,1.0,0.2916666666666667
late,18,1,2,11,0.9268700019526959,1,1.0,0.5
late,18,2,2,11,0.910198259759283,1,1.0,0.5
late,1,1,13,12,0.5990454285794847,2,0.5,0.15384615384615385
late,1,5,13,12,0.5547290466044521,5,0.4,0.38461538461538464
late,1,13,13,12,0.3249512638819131,6,0.16666666666666666,0.46153846153846156
late,3,3,1,12,0.6814282811230273,1,1.0,1.0
late,4,5,2,12,0.5846149608784359,1,1.0,0.5
late,4,6,2,12,0.5742746660917007,1,1.0,0.5
late,5,1,6,12,0.5303794582492487,1,0.0,0.16666666666666666
late,5,5,6,12,0.4775686479156654,2,1.0,0.3333333333333333
late,5,13,6,12,0.2594741302934868,2,0.5,0.3333333333333333
late,5,14,6,12,0.2094246561855756,1,1.0,0.16666666666666666
late,6,1,1,12,0.6018429744395667,1,1.0,1.0
late,7,3,3,12,0.6902339587371458,1,1.0,0.3333333333333333
late,7,10,3,12,0.5377900201999273,1,0.0,0.3333333333333333
late,7,13,3,12,0.36092244195412354,1,1.0,0.3333333333333333
late,10,1,12,12,0.6342979295597979,3,0.3333333333333333,0.25
late,10,5,12,12,0.5918120005604006,3,0.6666666666666666,0.25
late,10,6,12,12,0.5927791987407902,1,1.0,0.08333333333333333
late,10,13,12,12,0.35087036010389555,5,0.2,0.4166666666666667
late,11,1,2,12,0.6599378707270129,1,0.0,0.5
late,11,6,2,12,0.6028735709014927,1,1.0,0.5
late,12,14,1,12,0.24217753544148105,1,0.0,1.0
late,13,5,2,12,0.546426807509713,2,1.0,1.0
late,14,14,2,12,0.2684956953910939,2,0.0,1.0
late,15,1,16,12,0.9369970093717882,13,1.0,0.8125
late,15,5,16,12,0.9172770239247472,1,1.0,0.0625
late,15,6,16,12,0.9183352597678666,1,1.0,0.0625
late,15,10,16,12,0.8522578910802169,1,1.0,0.0625
late,1,1,15,13,0.5269910323329668,9,0.4444444444444444,0.6
late,1,2,15,13,0.5081613597987874,1,0.0,0.06666666666666667
late,1,5,15,13,0.47643675237739147,1,0.0,0.06666666666666667
late,1,6,15,13,0.4774382222520536,2,0.5,0.13333333333333333
late,1,13,15,13,0.24538575786023295,2,0.5,0.13333333333333333
late,2,1,13,13,0.512686530558735,6,0.6666666666666666,0.46153846153846156
late,2,2,13,13,0.49315634825527277,6,0.3333333333333333,0.46153846153846156
late,2,13,13,13,0.22923872481390142,1,0.0,0.07692307692307693
late,5,1,3,13,0.49846000783030964,1,0.0,0.3333333333333333
late,5,2,3,13,0.47081051863492746,2,0.0,0.6666666666666666
late,6,1,3,13,0.4820826615014464,2,0.5,0.6666666666666666
late,6,2,3,13,0.4528735257015044,1,1.0,0.3333333333333333
late,7,6,1,13,0.5064711227429669,1,1.0,1.0
late,10,1,12,13,0.5283555507706693,2,0.5,0.16666666666666666
late,10,2,12,13,0.5075570685310767,3,0.3333333333333333,0.25
late,10,6,12,13,0.4627283437943999,2,0.0,0.16666666666666666
late,10,13,12,13,0.245403942234631,5,0.4,0.4166666666666667
late,11,1,15,13,0.5489907783550999,6,0.8333333333333334,0.4
late,11,4,15,13,0.5384050095422406,1,1.0,0.06666666666666667
late,11,5,15,13,0.49543402786072904,2,0.0,0.13333333333333333
late,11,7,15,13,0.46056132461190186,1,1.0,0.06666666666666667
late,11,10,15,13,0.4384798172158486,1,1.0,0.06666666666666667
late,11,13,15,13,0.22839456365157984,4,0.25,0.26666666666666666
late,13,1,8,13,0.5010043376675019,1,0.0,0.125
late,13,2,8,13,0.4733796160761691,2,0.0,0.25
late,13,5,8,13,0.4458247021921787,1,1.0,0.125
late,13,13,8,13,0.20011439885210222,4,0.0,0.5
late,14,6,3,13,0.38290420247560064,1,0.0,0.3333333333333333
late,14,14,3,13,0.15350157856153232,2,0.0,0.6666666666666666
late,15,1,15,13,0.8924293838467702,2,1.0,0.13333333333333333
late,15,2,15,13,0.8634712399868874,5,1.0,0.3333333333333333
late,15,4,15,13,0.8777331419013094,4,1.0,0.26666666666666666
late,15,5,15,13,0.8635780839028924,1,1.0,0.06666666666666667
late,15,6,15,13,0.8651434763978121,1,1.0,0.06666666666666667
late,15,7,15,13,0.8560428078628688,1,1.0,0.06666666666666667
late,15,10,15,13,0.7705135455053893,1,0.0,0.06666666666666667
late,0,1,10,14,0.9037725582586777,4,1.0,0.4
late,0,2,10,14,0.8931635026744991,3,1.0,0.3
late,0,5,10,14,0.9033909937561815,1,1.0,0.1
late,0,6,10,14,0.9019379893451867,2,1.0,0.2
late,1,1,8,14,0.6071775698773635,2,0.5,0.25
late,1,2,8,14,0.5829098681858431,3,0.3333333333333333,0.375
late,1,6,8,14,0.561260086414457,1,1.0,0.125
late,1,13,8,14,0.3216130826736636,2,0.5,0.25
late,2,2,14,14,0.5875471014635832,6,0.5,0.42857142857142855
late,2,5,14,14,0.5452890210121487,4,0.5,0.2857142857142857
late,2,6,14,14,0.5336149894345078,2,0.5,0.14285714285714285
late,2,13,14,14,0.29596968080059594,2,0.5,0.14285714285714285
late,4,2,1,14,0.5399645154625494,1,0.0,1.0
late,5,2,6,14,0.6379242747358136,2,1.0,0.3333333333333333
late,5,6,6,14,0.5802463003714113,3,0.6666666666666666,0.5
late,5,13,6,14,0.31251066286504625,1,0.0,0.16666666666666666
late,6,2,12,14,0.5791582863123181,7,0.7142857142857143,0.5833333333333334
late,6,5,12,14,0.5558371661073555,2,1.0,0.16666666666666666
late,6,6,12,14,0.551579906773468,2,0.5,0.16666666666666666
late,6,13,12,14,0.2817812710355109,1,0.0,0.08333333333333333
late,7,2,4,14,0.592185905403105,3,0.6666666666666666,0.75
late,7,6,4,14,0.5577154953176713,1,0.0,0.25
late,10,1,10,14,0.6311953788851306,3,0.6666666666666666,0.3
late,10,2,10,14,0.6100487357274672,1,0.0,0.1
late,10,6,10,14,0.5787430298076799,1,0.0,0.1
late,10,10,10,14,0.5072825152455003,1,0.0,0.1
late,10,13,10,14,0.34432627749084715,4,0.0,0.4
late,1,1,3,15,0.5273604085572815,1,1.0,0.3333333333333333
late,1,3,3,15,0.5232232629429752,1,1.0,0.3333333333333333
late,1,13,3,15,0.22516117915436942,1,0.0,0.3333333333333333
late,2,12,1,15,0.3635581500909527,1,0.0,1.0
late,3,13,1,15,0.18537284381232386,1,0.0,1.0
late,5,12,2,15,0.37134515260397416,1,0.0,0.5
late,5,13,2,15,0.2018103867021412,1,0.0,0.5
late,6,1,3,15,0.3243374609843828,1,0.0,0.3333333333333333
late,6,2,3,15,0.30634366003092833,1,0.0,0.3333333333333333
late,6,13,3,15,0.12259284569664632,1,1.0,0.3333333333333333
late,7,1,1,15,0.44344620316188077,1,0.0,1.0
late,10,10,3,15,0.41511897032145967,1,0.0,0.3333333333333333
late,10,12,3,15,0.4270119395833502,2,0.0,0.6666666666666666
late,12,1,8,15,0.37596601478350566,2,1.0,0.25
late,12,12,8,15,0.3072914922827714,5,0.2,0.625
late,12,14,8,15,0.12239009859332582,1,0.0,0.125
late,13,1,1,15,0.4402406218406629,1,1.0,1.0
late,14,1,2,15,0.2754836501827968,1,0.0,0.5
late,14,12,2,15,0.17545285974137426,1,1.0,0.5
late,15,1,2,15,0.8592628123979457,1,0.0,0.5
late,15,12,2,15,0.7409073835591049,1,0.0,0.5
late,17,6,1,15,0.8681667646218756,1,1.0,1.0
late,1,1,8,16,0.5126735428438578,3,1.0,0.375
late,1,2,8,16,0.49200140528416453,1,1.0,0.125
late,1,5,8,16,0.454645431581429,1,1.0,0.125
late,1,6,8,16,0.4540414123697306,2,0.5,0.25
late,1,13,8,16,0.22182064524402728,1,0.0,0.125
late,2,2,2,16,0.4760861493601763,2,0.0,1.0
late,4,6,1,16,0.4909138375430935,1,1.0,1.0
late,6,2,7,16,0.48684303263802287,2,0.0,0.2857142857142857
late,6,13,7,16,0.19146909078621585,5,0.0,0.7142857142857143
late,7,2,4,16,0.507396987927715,1,1.0,0.25
late,7,5,4,16,0.47360624545880486,1,0.0,0.25
late,7,13,4,16,0.25247036726891126,2,0.0,0.5
late,10,2,5,16,0.47065665730064843,2,0.5,0.4
late,10,5,5,16,0.43580932409924494,1,0.0,0.2
late,10,13,5,16,0.2100638676700563,2,0.0,0.4
late,11,1,5,16,0.41661612700772654,3,0.3333333333333333,0.6
late,11,10,5,16,0.3352570107613293,1,1.0,0.2
late,11,13,5,16,0.15855295644789702,1,1.0,0.2
