A1_actionId,A1_spinId,C_actionId,C_spinId,EV,count,usage_rate
0,5,1,1,0.8363579009373082,77,0.2026315789473684
0,5,1,2,0.971350354576187,7,0.018421052631578946
0,5,1,3,0.9631666575671028,46,0.12105263157894737
0,5,2,0,0.9780511759868359,5,0.013157894736842105
0,5,2,1,0.8306656605968449,58,0.15263157894736842
0,5,2,3,0.9625959451438741,19,0.05
0,5,3,3,0.9547899759599099,4,0.010526315789473684
0,5,4,0,0.9853049278173976,2,0.005263157894736842
0,5,4,1,0.8690215139715702,11,0.02894736842105263
0,5,5,1,0.8503159833307518,8,0.021052631578947368
0,5,5,3,0.9509316789396673,10,0.02631578947368421
0,5,6,1,0.890747785629644,29,0.07631578947368421
0,5,7,1,0.8333491859322192,9,0.02368421052631579
0,5,10,1,0.8509385442569316,42,0.11052631578947368
0,5,10,2,0.8442685188345707,7,0.018421052631578946
0,5,10,3,0.9034646665354692,2,0.005263157894736842
0,5,11,1,0.8167006537832286,15,0.039473684210526314
0,5,11,3,0.8669610378502501,1,0.002631578947368421
0,5,12,1,0.9262225115460403,8,0.021052631578947368
0,5,13,1,0.7108439392227109,16,0.042105263157894736
0,5,13,3,0.6070010813615804,4,0.010526315789473684
1,1,1,0,0.6377870484062826,107,0.023830734966592427
1,1,1,1,0.4547130469972503,1264,0.2815144766146993
1,1,1,2,0.8874428227066219,102,0.02271714922048998
1,1,1,3,0.8987243509528327,261,0.05812917594654789
1,1,1,5,0.9059788558301937,5,0.0011135857461024498
1,1,2,0,0.6204236053701578,45,0.01002227171492205
1,1,2,1,0.4611940659778456,418,0.0930957683741648
1,1,2,3,0.867273524635933,48,0.010690423162583519
1,1,3,0,0.7619667785523823,29,0.0064587973273942095
1,1,3,1,0.5202625228300987,62,0.013808463251670379
1,1,3,2,0.761985662198635,48,0.010690423162583519
1,1,3,3,0.5789262770270521,182,0.04053452115812917
1,1,5,0,0.5437666537823487,31,0.0069042316258351895
1,1,5,1,0.4477586443411613,336,0.07483296213808463
1,1,5,2,0.709886577211305,5,0.0011135857461024498
1,1,5,3,0.5611239947378173,76,0.016926503340757237
1,1,6,0,0.5737528749725017,27,0.0060133630289532294
1,1,6,1,0.49301293426391063,342,0.07616926503340757
1,1,6,2,0.6574671004009547,13,0.0028953229398663697
1,1,6,3,0.5469747235719242,120,0.026726057906458798
1,1,8,3,0.40650967486457706,5,0.0011135857461024498
1,1,9,2,0.4049642342156321,5,0.0011135857461024498
1,1,10,0,0.5473134728517964,2,0.00044543429844097997
1,1,10,1,0.5180337164882269,13,0.0028953229398663697
1,1,10,2,0.26703853579607145,49,0.01091314031180401
1,1,10,3,0.3676449051494396,12,0.0026726057906458797
1,1,10,4,0.36301919998347787,1,0.00022271714922048998
1,1,11,1,0.6627862464919854,12,0.0026726057906458797
1,1,11,2,0.37945242778195365,51,0.01135857461024499
1,1,11,3,0.4897534818663575,11,0.0024498886414253897
1,1,12,1,0.7889177825567477,10,0.0022271714922048997
1,1,12,2,0.36963905578298867,15,0.0033407572383073497
1,1,12,3,0.5221006901659171,7,0.0015590200445434299
1,1,13,0,0.1815118133108521,96,0.021380846325167038
1,1,13,1,0.3879452037568932,298,0.06636971046770601
1,1,13,2,0.29134101643268995,5,0.0011135857461024498
1,1,13,3,0.1123667623275129,342,0.07616926503340757
1,1,14,1,0.23472744663665818,24,0.005345211581291759
1,1,14,3,0.11705032210434348,11,0.0024498886414253897
1,3,1,1,0.42398012117732176,3,0.6
1,3,3,2,0.6967555077712012,1,0.2
1,3,13,0,0.1325738755397098,1,0.2
1,4,1,1,0.5047310544716167,2,0.3333333333333333
1,4,3,1,0.6011817746704342,1,0.16666666666666666
1,4,3,2,0.7813199553473176,1,0.16666666666666666
1,4,3,3,0.63043079075599,2,0.3333333333333333
2,1,1,0,0.5441994703403202,28,0.015891032917139614
2,1,1,1,0.44008051338697496,272,0.1543700340522134
2,1,1,3,0.9006978895805445,66,0.03745743473325766
2,1,2,0,0.5207242046497517,60,0.0340522133938706
2,1,2,1,0.43764958589959824,722,0.4097616345062429
2,1,2,3,0.8760665298171557,80,0.04540295119182747
2,1,3,0,0.6950713457231414,2,0.0011350737797956867
2,1,3,3,0.5740394628375161,12,0.00681044267877412
2,1,5,0,0.4465925607361568,4,0.0022701475595913734
2,1,5,1,0.4315029411743874,57,0.03234960272417707
2,1,5,3,0.5447664701356582,14,0.007945516458569807
2,1,6,0,0.46648537480276836,7,0.003972758229284903
2,1,6,1,0.4662941494730195,71,0.04029511918274688
2,1,6,3,0.5202051471464313,48,0.02724177071509648
2,1,9,2,0.30877511124316037,1,0.0005675368898978433
2,1,10,2,0.23355213143063194,2,0.0011350737797956867
2,1,11,2,0.3042846266575824,2,0.0011350737797956867
2,1,12,1,0.7673274635130992,3,0.00170261066969353
2,1,12,2,0.2955123420029243,11,0.006242905788876277
2,1,12,3,0.4755477423265083,6,0.00340522133938706
2,1,13,0,0.12294360787477025,14,0.007945516458569807
2,1,13,1,0.3584452725875657,120,0.0681044267877412
2,1,13,3,0.0981105306684581,140,0.07945516458569807
2,1,14,1,0.29107687831051027,20,0.011350737797956867
2,3,2,1,0.42874102655720103,5,0.625
2,3,5,3,0.5065053748691609,3,0.375
3,1,1,3,0.9132924393576308,1,0.025
3,1,2,1,0.4643374990658142,4,0.1
3,1,3,1,0.5601292062801716,29,0.725
3,1,6,1,0.4650276130765456,6,0.15
3,2,1,1,0.38455011847225623,1,0.045454545454545456
3,2,3,2,0.6285237295450835,13,0.5909090909090909
3,2,3,3,0.5372395790385329,4,0.18181818181818182
3,2,5,3,0.4772037955251069,1,0.045454545454545456
3,2,13,3,0.12955139207437774,3,0.13636363636363635
3,3,1,0,0.5348707491930882,1,0.004032258064516129
3,3,1,1,0.3989791031650718,27,0.10887096774193548
3,3,1,2,0.833563244796973,13,0.05241935483870968
3,3,2,1,0.4273289049508655,2,0.008064516129032258
3,3,2,3,0.8491477453931402,2,0.008064516129032258
3,3,3,0,0.788196064656818,16,0.06451612903225806
3,3,3,1,0.5872321829358849,11,0.04435483870967742
3,3,3,2,0.7195520834232972,15,0.06048387096774194
3,3,3,3,0.5487605032595133,95,0.38306451612903225
3,3,5,0,0.4964736881732522,4,0.016129032258064516
3,3,5,1,0.4497250958456382,3,0.012096774193548387
3,3,5,2,0.6054782868559553,2,0.008064516129032258
3,3,5,3,0.47147254771321995,10,0.04032258064516129
3,3,5,5,0.46352788042595466,1,0.004032258064516129
3,3,6,3,0.46965438948470745,6,0.024193548387096774
3,3,10,0,0.6088334989602954,1,0.004032258064516129
3,3,11,2,0.3543319889085624,11,0.04435483870967742
3,3,12,2,0.37133614037817436,2,0.008064516129032258
3,3,13,2,0.32975572183078583,6,0.024193548387096774
3,3,13,3,0.11457156777299708,18,0.07258064516129033
3,3,14,3,0.13556114553720056,2,0.008064516129032258
4,1,1,0,0.5736685976574447,9,0.011152416356877323
4,1,1,1,0.46658720961853173,132,0.16356877323420074
4,1,1,3,0.90275936603964,12,0.01486988847583643
4,1,2,0,0.5188293137779074,10,0.012391573729863693
4,1,2,1,0.4329247247374839,108,0.13382899628252787
4,1,2,3,0.8681909952161881,7,0.008674101610904586
4,1,3,3,0.5622804486873414,3,0.0037174721189591076
4,1,5,0,0.4532118200722197,9,0.011152416356877323
4,1,5,1,0.4214861078859103,93,0.11524163568773234
4,1,5,3,0.548739407329134,13,0.0161090458488228
4,1,6,0,0.4899720065117834,8,0.009913258983890954
4,1,6,1,0.4658457624365721,137,0.1697645600991326
4,1,6,3,0.5363643370063255,28,0.03469640644361834
4,1,8,3,0.349844686761268,3,0.0037174721189591076
4,1,10,1,0.5231546817249015,2,0.0024783147459727386
4,1,10,5,0.45448618156969794,1,0.0012391573729863693
4,1,13,0,0.1086153179859949,26,0.0322180916976456
4,1,13,1,0.3186915294725577,78,0.09665427509293681
4,1,13,3,0.08538767709736762,124,0.1536555142503098
4,1,14,1,0.2607529511027549,4,0.004956629491945477
4,3,3,3,0.5107354794880488,1,0.16666666666666666
4,3,10,3,0.39144462506536654,1,0.16666666666666666
4,3,13,3,0.1034152868523929,4,0.6666666666666666
4,4,1,0,0.5739436210823539,6,0.037267080745341616
4,4,1,1,0.43300958073054463,33,0.20496894409937888
4,4,2,1,0.4347173244562148,15,0.09316770186335403
4,4,2,3,0.7984451969363644,3,0.018633540372670808
4,4,3,3,0.5917689731297827,4,0.024844720496894408
4,4,5,1,0.48290055219592537,20,0.12422360248447205
4,4,5,3,0.5441455945144248,4,0.024844720496894408
4,4,6,0,0.6420981208909925,3,0.018633540372670808
4,4,6,1,0.6001515792189739,28,0.17391304347826086
4,4,13,0,0.1794330828457617,6,0.037267080745341616
4,4,13,1,0.518590739986477,4,0.024844720496894408
4,4,13,3,0.08319853936828005,35,0.21739130434782608
4,5,1,1,0.3705075976980298,3,1.0
5,1,1,0,0.5904007763688864,12,0.011741682974559686
5,1,1,1,0.4836113922604022,182,0.1780821917808219
5,1,1,2,0.8494464361740393,4,0.003913894324853229
5,1,1,3,0.9118152763877431,19,0.018590998043052837
5,1,2,0,0.5567401083664879,20,0.019569471624266144
5,1,2,1,0.4697756662511342,109,0.10665362035225048
5,1,2,3,0.8919476134197152,10,0.009784735812133072
5,1,3,0,0.7162747936544662,1,0.0009784735812133072
5,1,3,1,0.5206903300922865,13,0.012720156555772993
5,1,3,3,0.6173057255541713,11,0.010763209393346379
5,1,5,0,0.5087590084395873,9,0.008806262230919765
5,1,5,1,0.4765081927306369,270,0.26418786692759294
5,1,5,3,0.6015561304057906,20,0.019569471624266144
5,1,6,0,0.540019693791158,8,0.007827788649706457
5,1,6,1,0.5132394387579383,92,0.09001956947162426
5,1,6,3,0.5773849275942501,28,0.0273972602739726
5,1,12,2,0.3046483359839966,13,0.012720156555772993
5,1,13,0,0.13188710129452608,23,0.022504892367906065
5,1,13,1,0.33955480973368046,106,0.10371819960861056
5,1,13,2,0.2113716645922975,2,0.0019569471624266144
5,1,13,3,0.08970477368175103,70,0.0684931506849315
5,2,3,3,0.5366556156315928,3,0.375
5,2,6,5,0.44918918034391503,1,0.125
5,2,13,2,0.18353530475673174,3,0.375
5,2,13,3,0.0949280914916341,1,0.125
5,3,1,0,0.5199852763621681,3,0.023255813953488372
5,3,1,1,0.4062795563184869,12,0.09302325581395349
5,3,3,0,0.7130214174401802,3,0.023255813953488372
5,3,3,3,0.5366039130574969,15,0.11627906976744186
5,3,5,0,0.48878029376041626,8,0.06201550387596899
5,3,5,1,0.43884908510520515,8,0.06201550387596899
5,3,5,3,0.4944112175192867,27,0.20930232558139536
5,3,6,1,0.5196816931639056,3,0.023255813953488372
5,3,6,3,0.49604184405355967,16,0.12403100775193798
5,3,9,5,0.4210851141477529,1,0.007751937984496124
5,3,10,3,0.39528440779610696,2,0.015503875968992248
5,3,11,3,0.4048460417905946,1,0.007751937984496124
5,3,12,0,0.5880807418512608,1,0.007751937984496124
5,3,12,2,0.3015398336975848,7,0.05426356589147287
5,3,12,3,0.4666322332224563,2,0.015503875968992248
5,3,13,0,0.11994420510764348,5,0.03875968992248062
5,3,13,3,0.0959758873361048,15,0.11627906976744186
5,4,5,5,0.6214468073071413,1,1.0
6,1,1,0,0.5982146697019279,16,0.011420413990007138
6,1,1,1,0.4694859199288754,136,0.09707351891506068
6,1,1,3,0.9041699506568388,23,0.01641684511063526
6,1,2,0,0.5514309805929944,28,0.01998572448251249
6,1,2,1,0.44318183756250157,175,0.12491077801570306
6,1,2,3,0.8970781767198281,39,0.027837259100642397
6,1,3,1,0.4736633202422058,29,0.02069950035688794
6,1,3,3,0.6518906341919062,8,0.005710206995003569
6,1,5,0,0.4997274832877063,20,0.014275517487508922
6,1,5,1,0.4383720269478908,141,0.1006423982869379
6,1,5,3,0.6353863643280937,14,0.009992862241256246
6,1,6,0,0.5461097153661277,30,0.021413276231263382
6,1,6,1,0.49210011026009526,404,0.2883654532476802
6,1,6,3,0.6318835391553643,49,0.03497501784439686
6,1,13,0,0.12646869977118277,14,0.009992862241256246
6,1,13,1,0.3290059346853219,134,0.09564596716630978
6,1,13,2,0.21624844200285495,1,0.0007137758743754461
6,1,13,3,0.10063333010155004,132,0.09421841541755889
6,1,14,1,0.20286975614887842,8,0.005710206995003569
6,2,1,2,0.7756867508485946,4,0.056338028169014086
6,2,1,3,0.8672576383078462,3,0.04225352112676056
6,2,3,1,0.45795762853365557,7,0.09859154929577464
6,2,5,1,0.4018923890195789,3,0.04225352112676056
6,2,5,3,0.5343357200450161,6,0.08450704225352113
6,2,6,1,0.49391981958029774,7,0.09859154929577464
6,2,6,2,0.47453667791959675,16,0.22535211267605634
6,2,6,3,0.5544811568834981,7,0.09859154929577464
6,2,9,1,0.6514966152944415,3,0.04225352112676056
6,2,12,2,0.30603984224622904,6,0.08450704225352113
6,2,13,0,0.1206318871053248,2,0.028169014084507043
6,2,13,3,0.13508549769153125,7,0.09859154929577464
6,3,1,1,0.4335795440942679,33,0.05246422893481717
6,3,1,2,0.7937525198377156,15,0.02384737678855326
6,3,1,3,0.8571323396320732,18,0.028616852146263912
6,3,2,1,0.4014463368206189,97,0.15421303656597773
6,3,2,3,0.8448983749494074,28,0.04451510333863275
6,3,3,1,0.5016986632141266,3,0.0047694753577106515
6,3,3,2,0.6092267706704076,11,0.017488076311605722
6,3,3,3,0.5616424852854882,38,0.06041335453100159
6,3,5,0,0.509292732483676,7,0.011128775834658187
6,3,5,1,0.4392377205012827,23,0.03656597774244833
6,3,5,3,0.5219578600930804,48,0.07631160572337042
6,3,6,0,0.5714522114234608,5,0.00794912559618442
6,3,6,1,0.5321956615630239,28,0.04451510333863275
6,3,6,2,0.5148018839422893,3,0.0047694753577106515
6,3,6,3,0.5340406975606766,137,0.2178060413354531
6,3,7,3,0.47577205504122616,1,0.001589825119236884
6,3,10,2,0.29853067726509386,4,0.006359300476947536
6,3,11,2,0.3045003321411649,1,0.001589825119236884
6,3,13,0,0.14889847867224,12,0.019077901430842606
6,3,13,1,0.5509035983607952,18,0.028616852146263912
6,3,13,2,0.3200894481124647,3,0.0047694753577106515
6,3,13,3,0.122741473279982,96,0.15262321144674085
6,5,6,2,0.5693647886581248,1,1.0
7,1,1,0,0.5620878989039776,6,0.015424164524421594
7,1,1,1,0.47558531488438976,37,0.09511568123393316
7,1,1,3,0.9140385013955521,10,0.02570694087403599
7,1,2,0,0.5318064161734952,3,0.007712082262210797
7,1,2,1,0.46468923760759756,70,0.17994858611825193
7,1,2,3,0.9123362356400022,10,0.02570694087403599
7,1,3,1,0.51245912261378,4,0.010282776349614395
7,1,3,3,0.6883854313328708,5,0.012853470437017995
7,1,5,0,0.4623994934849422,9,0.02313624678663239
7,1,5,1,0.44558073907801415,50,0.12853470437017994
7,1,5,3,0.646696480478816,2,0.005141388174807198
7,1,6,1,0.4951963138847871,74,0.19023136246786632
7,1,6,3,0.6393254076681132,4,0.010282776349614395
7,1,9,1,0.6189176734314656,1,0.002570694087403599
7,1,13,0,0.10794856629041143,9,0.02313624678663239
7,1,13,1,0.34130109836922423,49,0.12596401028277635
7,1,13,3,0.11022927197702123,46,0.11825192802056556
7,2,13,3,0.145966224799011,2,1.0
7,3,1,1,0.40705495488330523,8,0.08247422680412371
7,3,2,1,0.3828080048076568,19,0.1958762886597938
7,3,2,3,0.8723962998884122,10,0.10309278350515463
7,3,5,3,0.5666652875416034,4,0.041237113402061855
7,3,6,1,0.513358651108467,4,0.041237113402061855
7,3,6,3,0.5634987488713841,9,0.09278350515463918
7,3,8,3,0.43035951726438276,1,0.010309278350515464
7,3,12,3,0.5388612189733989,1,0.010309278350515464
7,3,13,0,0.1055992527615212,4,0.041237113402061855
7,3,13,1,0.508850600581401,12,0.12371134020618557
7,3,13,3,0.1279408483355971,25,0.25773195876288657
8,1,1,1,0.4634121831927907,6,0.2857142857142857
8,1,1,3,0.9145913400770818,1,0.047619047619047616
8,1,2,0,0.5373483704656671,1,0.047619047619047616
8,1,2,1,0.4616514914003065,8,0.38095238095238093
8,1,5,1,0.4457889925928133,1,0.047619047619047616
8,1,8,1,0.3898075987242564,2,0.09523809523809523
8,1,8,3,0.4859644747390392,1,0.047619047619047616
8,1,14,3,0.12785453705297317,1,0.047619047619047616
8,2,1,1,0.4241816854605784,1,1.0
8,3,1,1,0.4191910029697152,2,0.09090909090909091
8,3,2,1,0.39840867063471175,8,0.36363636363636365
8,3,5,1,0.44743250843128896,3,0.13636363636363635
8,3,8,3,0.4540224564368497,1,0.045454545454545456
8,3,12,2,0.31067465973669817,2,0.09090909090909091
8,3,13,3,0.13642768511409403,3,0.13636363636363635
8,3,14,0,0.08577009535087901,2,0.09090909090909091
8,3,14,3,0.1334163016877331,1,0.045454545454545456
8,4,2,1,0.44146412814750063,1,0.2
8,4,2,3,0.8521690182380611,1,0.2
8,4,5,2,0.5909585530433988,1,0.2
8,4,6,1,0.6043388707506674,1,0.2
8,4,13,2,0.31001950984662235,1,0.2
9,1,3,2,0.5987535865918362,1,1.0
9,2,1,1,0.4411401811977179,7,0.05785123966942149
9,2,1,3,0.8954350775234291,5,0.04132231404958678
9,2,2,1,0.4000924781736429,3,0.024793388429752067
9,2,3,0,0.7300794863690295,3,0.024793388429752067
9,2,3,2,0.552732101630856,7,0.05785123966942149
9,2,3,3,0.6378916997962792,20,0.1652892561983471
9,2,5,1,0.4376936206263243,7,0.05785123966942149
9,2,5,3,0.6137106695508961,4,0.03305785123966942
9,2,6,1,0.52698600198348,1,0.008264462809917356
9,2,6,2,0.45658548649463926,4,0.03305785123966942
9,2,6,3,0.6363616481323573,3,0.024793388429752067
9,2,8,1,0.44269652840906154,1,0.008264462809917356
9,2,9,1,0.6553292002929851,7,0.05785123966942149
9,2,9,2,0.32341289409156954,18,0.1487603305785124
9,2,9,3,0.5850980721167093,2,0.01652892561983471
9,2,10,4,0.4660412537465014,1,0.008264462809917356
9,2,12,1,0.8173043118606981,6,0.049586776859504134
9,2,12,2,0.33381815959511507,6,0.049586776859504134
9,2,13,0,0.12249265839717301,1,0.008264462809917356
9,2,13,2,0.2720946032543948,6,0.049586776859504134
9,2,13,3,0.17527767126741228,9,0.0743801652892562
9,3,9,0,0.5333991647774958,1,0.09090909090909091
9,3,9,1,0.6056376640851396,1,0.09090909090909091
9,3,13,0,0.0867235592198483,2,0.18181818181818182
9,3,13,1,0.4947202213105939,2,0.18181818181818182
9,3,13,3,0.11501550773006344,5,0.45454545454545453
9,5,3,3,0.7201296893306105,4,0.4444444444444444
9,5,6,1,0.5758216344811837,3,0.3333333333333333
9,5,13,3,0.22785441861244835,2,0.2222222222222222
10,1,1,1,0.40335730051170515,3,0.07894736842105263
10,1,2,1,0.41842840318278407,11,0.2894736842105263
10,1,3,3,0.6366913867531314,2,0.05263157894736842
10,1,5,1,0.4252550973128275,1,0.02631578947368421
10,1,10,1,0.5790492072473007,3,0.07894736842105263
10,1,13,1,0.30848560733656566,18,0.47368421052631576
10,2,1,0,0.5191812665448895,27,0.008794788273615635
10,2,1,1,0.3692090496913666,322,0.10488599348534201
10,2,1,2,0.7787061290355609,68,0.02214983713355049
10,2,1,3,0.8641715178811197,91,0.02964169381107492
10,2,1,5,0.823320849686295,5,0.0016286644951140066
10,2,2,0,0.5117894080272755,45,0.014657980456026058
10,2,2,1,0.3604511505545047,406,0.13224755700325733
10,2,2,3,0.8624857656600192,59,0.019218241042345277
10,2,3,0,0.7368686163435024,19,0.006188925081433224
10,2,3,1,0.4843296542838299,16,0.005211726384364821
10,2,3,2,0.5638999615928919,26,0.008469055374592834
10,2,3,3,0.5753214346291469,105,0.03420195439739414
10,2,4,1,0.4498767668663497,14,0.004560260586319218
10,2,4,3,0.5719590803180997,3,0.000977198697068404
10,2,5,0,0.5147583318875012,15,0.004885993485342019
10,2,5,1,0.416988477037575,141,0.045928338762214985
10,2,5,3,0.5397622020143685,57,0.018566775244299675
10,2,6,0,0.5734254157924311,11,0.0035830618892508143
10,2,6,1,0.5083389479272469,161,0.05244299674267101
10,2,6,2,0.4585203637937243,10,0.003257328990228013
10,2,6,3,0.5637853734075212,71,0.023127035830618894
10,2,7,1,0.444683449995654,22,0.0071661237785016286
10,2,7,3,0.5144446698032997,4,0.0013029315960912053
10,2,8,3,0.4554868701519194,4,0.0013029315960912053
10,2,9,1,0.6438490008716851,4,0.0013029315960912053
10,2,9,2,0.336323026031683,10,0.003257328990228013
10,2,9,3,0.5252868253073302,3,0.000977198697068404
10,2,10,0,0.5776720666693992,4,0.0013029315960912053
10,2,10,1,0.6374319772265241,69,0.02247557003257329
10,2,10,2,0.33132458016980704,156,0.050814332247557006
10,2,10,3,0.5051832327834169,57,0.018566775244299675
10,2,11,1,0.6659020027153024,3,0.000977198697068404
10,2,11,2,0.32296986973792274,10,0.003257328990228013
10,2,12,0,0.5829746604971793,4,0.0013029315960912053
10,2,12,1,0.8209125092863083,39,0.012703583061889252
10,2,12,2,0.3440591365011757,88,0.028664495114006514
10,2,12,3,0.5798563420362095,30,0.009771986970684038
10,2,13,0,0.11703797864912277,77,0.0250814332247557
10,2,13,1,0.46736713616780795,370,0.12052117263843648
10,2,13,2,0.2759223162752559,19,0.006188925081433224
10,2,13,3,0.14172435172404646,425,0.13843648208469056
10,3,1,1,0.3181045946187143,24,0.06818181818181818
10,3,1,3,0.8318142560001515,5,0.014204545454545454
10,3,2,0,0.42228783112086193,5,0.014204545454545454
10,3,2,1,0.30295846133415205,54,0.1534090909090909
10,3,2,3,0.8354122141936922,14,0.03977272727272727
10,3,3,1,0.42933416209879316,1,0.002840909090909091
10,3,3,3,0.5368063025510103,4,0.011363636363636364
10,3,5,1,0.36624767416441617,19,0.05397727272727273
10,3,6,1,0.4489885452050003,22,0.0625
10,3,6,3,0.5058075518967364,6,0.017045454545454544
10,3,7,1,0.36537622176055623,4,0.011363636363636364
10,3,10,1,0.5317002604082923,2,0.005681818181818182
10,3,12,1,0.764049626673533,2,0.005681818181818182
10,3,12,3,0.4770849944214839,4,0.011363636363636364
10,3,13,0,0.07706406873038746,19,0.05397727272727273
10,3,13,1,0.4400568583116509,37,0.10511363636363637
10,3,13,2,0.24347640032329138,2,0.005681818181818182
10,3,13,3,0.09230475512662721,128,0.36363636363636365
10,4,3,3,0.6230493228028162,3,0.15
10,4,5,1,0.4219154358617947,2,0.1
10,4,6,3,0.5876950586115615,1,0.05
10,4,9,1,0.6269547453432456,1,0.05
10,4,9,2,0.3015879670213113,4,0.2
10,4,10,1,0.6022194457206063,1,0.05
10,4,12,1,0.8058225355018849,1,0.05
10,4,13,3,0.1022919939942528,7,0.35
10,5,1,1,0.3438876012825966,9,0.1
10,5,1,3,0.7974613325348171,4,0.044444444444444446
10,5,2,1,0.3347230769042324,19,0.2111111111111111
10,5,3,3,0.6198147129502696,6,0.06666666666666667
10,5,5,1,0.38901129700595144,6,0.06666666666666667
10,5,5,2,0.45085180544343706,1,0.011111111111111112
10,5,6,1,0.4870655195879065,6,0.06666666666666667
10,5,7,3,0.5260216824184868,1,0.011111111111111112
10,5,10,1,0.5344686183922269,2,0.022222222222222223
10,5,12,1,0.7947578568953334,4,0.044444444444444446
10,5,12,2,0.36755581998585707,6,0.06666666666666667
10,5,13,1,0.50624931844726,11,0.12222222222222222
10,5,13,2,0.3165302549235832,1,0.011111111111111112
10,5,13,3,0.199788576327174,14,0.15555555555555556
11,1,5,0,0.5028468690591852,1,0.3333333333333333
11,1,13,1,0.3029438741357873,2,0.6666666666666666
11,2,1,0,0.5899639488615134,47,0.03284416491963662
11,2,1,1,0.43749778739663064,455,0.31795946890286514
11,2,1,2,0.8263274340761566,22,0.015373864430468204
11,2,1,3,0.8900665326268404,91,0.06359189378057302
11,2,2,0,0.5602207537433195,9,0.006289308176100629
11,2,2,1,0.4037837334976473,131,0.09154437456324249
11,2,2,3,0.8711389856688315,24,0.016771488469601678
11,2,3,1,0.5524014772265919,8,0.005590496156533892
11,2,3,2,0.642758932324071,9,0.006289308176100629
11,2,3,3,0.6522204744358082,17,0.011879804332634521
11,2,4,1,0.5058523396738843,38,0.026554856743535988
11,2,4,3,0.6415806486652087,6,0.0041928721174004195
11,2,4,4,0.3978269213715693,7,0.004891684136967156
11,2,5,0,0.5619374422014971,4,0.002795248078266946
11,2,5,1,0.47413226953187865,45,0.031446540880503145
11,2,5,2,0.5845157753498279,2,0.001397624039133473
11,2,5,3,0.6121545260107105,11,0.007686932215234102
11,2,6,0,0.617920484245121,8,0.005590496156533892
11,2,6,1,0.5675261474428303,60,0.041928721174004195
11,2,6,3,0.6413411528441632,14,0.009783368273934312
11,2,7,1,0.4702171422893024,59,0.04122990915443746
11,2,7,2,0.42198459026160623,1,0.0006988120195667365
11,2,8,3,0.5057831943663528,1,0.0006988120195667365
11,2,10,0,0.6028991592619828,3,0.0020964360587002098
11,2,10,1,0.665889330540687,44,0.030747728860936407
11,2,10,2,0.3777372867868819,30,0.020964360587002098
11,2,10,3,0.5320908736770781,10,0.0069881201956673656
11,2,11,1,0.6834018894662153,21,0.014675052410901468
11,2,11,2,0.3667386188565051,34,0.023759608665269043
11,2,12,3,0.5912686389755589,1,0.0006988120195667365
11,2,13,0,0.14513635366951777,25,0.017470300489168415
