phase,A1_actionId,C_actionId,n_context,A1_playerId,A1_spinId,C_spinId,EV,count,train_winrate,usage_rate
receive,1,1,2,10,1,1,0.5155639239263239,1,0.0,0.5
receive,1,9,2,10,1,2,0.4405061524522225,1,0.0,0.5
receive,9,1,6,10,2,1,0.5001698089497394,2,1.0,0.3333333333333333
receive,9,2,6,10,2,1,0.4591669117901143,1,1.0,0.16666666666666666
receive,9,5,6,10,2,1,0.4408864369792978,1,0.0,0.16666666666666666
receive,9,13,6,10,2,3,0.32016613101132047,2,0.5,0.3333333333333333
receive,9,5,13,10,3,1,0.43763815667038247,4,0.5,0.3076923076923077
receive,9,9,13,10,3,2,0.4288499654183324,1,1.0,0.07692307692307693
receive,9,9,13,10,3,3,0.42793190952515897,1,1.0,0.07692307692307693
receive,9,13,13,10,3,3,0.2663774869802328,7,0.14285714285714285,0.5384615384615384
receive,10,13,1,10,2,3,0.33885637041351546,1,1.0,1.0
receive,11,9,1,10,2,3,0.4115332056261461,1,0.0,1.0
receive,11,1,3,10,3,1,0.4959424178128434,2,0.5,0.6666666666666666
receive,11,9,3,10,3,3,0.3911986866878722,1,0.0,0.3333333333333333
receive,1,1,8,11,1,1,0.5655936697769064,1,1.0,0.125
receive,1,2,8,11,1,1,0.5308766360567633,1,0.0,0.125
receive,1,3,8,11,1,3,0.5991143863694653,1,1.0,0.125
receive,1,12,8,11,1,2,0.4507478236931592,2,0.0,0.25
receive,1,13,8,11,1,3,0.3324548470005785,2,0.0,0.25
receive,1,14,8,11,1,3,0.3144643271258884,1,0.0,0.125
receive,6,12,1,11,2,2,0.4709989458378789,1,0.0,1.0
receive,6,1,1,11,3,1,0.6342561525099426,1,1.0,1.0
receive,7,2,1,11,3,1,0.514060237411224,1,1.0,1.0
receive,8,1,10,11,3,1,0.5829158734931129,2,0.5,0.2
receive,8,2,10,11,3,1,0.5397678685738885,2,0.0,0.2
receive,8,5,10,11,3,1,0.5256083243960901,1,0.0,0.1
receive,8,10,10,11,3,2,0.45774347084909656,1,0.0,0.1
receive,8,12,10,11,3,2,0.4763860090809183,1,1.0,0.1
receive,8,13,10,11,3,3,0.36212523455987694,2,0.5,0.2
receive,8,14,10,11,3,3,0.3043437063808768,1,0.0,0.1
receive,9,1,3,11,2,1,0.5803814225652949,1,1.0,0.3333333333333333
receive,9,12,3,11,2,2,0.5085259334273728,2,0.5,0.6666666666666666
receive,9,10,2,11,3,3,0.45482088745758453,1,1.0,0.5
receive,9,14,2,11,3,1,0.21571449748876878,1,0.0,0.5
receive,10,1,17,11,2,1,0.5599093561998293,1,0.0,0.058823529411764705
receive,10,5,17,11,2,1,0.5010323156022851,1,0.0,0.058823529411764705
receive,10,12,17,11,2,2,0.48873953035151013,3,0.3333333333333333,0.17647058823529413
receive,10,12,17,11,2,3,0.48428083868753335,1,0.0,0.058823529411764705
receive,10,12,17,11,2,5,0.5296716789043213,1,1.0,0.058823529411764705
receive,10,13,17,11,2,3,0.3827542591786068,8,0.125,0.47058823529411764
receive,10,14,17,11,2,1,0.31911208518595663,1,0.0,0.058823529411764705
receive,10,14,17,11,2,3,0.3334144225622796,1,1.0,0.058823529411764705
receive,10,2,10,11,3,1,0.502698768020608,2,0.5,0.2
receive,10,8,10,11,3,3,0.3772081996475954,1,1.0,0.1
receive,10,12,10,11,3,2,0.44760075318501197,2,0.0,0.2
receive,10,12,10,11,3,3,0.4444480611708431,2,1.0,0.2
receive,10,13,10,11,3,3,0.2818570163977979,2,1.0,0.2
receive,10,14,10,11,3,3,0.23410808893859078,1,0.0,0.1
receive,10,3,1,11,5,3,0.5060995650365588,1,1.0,1.0
receive,11,1,2,11,3,1,0.5787701466823731,2,1.0,1.0
receive,12,1,35,11,2,1,0.5183187626113481,1,1.0,0.02857142857142857
receive,12,2,35,11,2,1,0.474453780277245,1,1.0,0.02857142857142857
receive,12,5,35,11,2,1,0.4517856168372315,2,0.5,0.05714285714285714
receive,12,8,35,11,2,3,0.3886335545321899,1,1.0,0.02857142857142857
receive,12,10,35,11,2,3,0.45137198928303063,1,1.0,0.02857142857142857
receive,12,12,35,11,2,2,0.46139478118396765,20,0.35,0.5714285714285714
receive,12,12,35,11,2,3,0.45558640515373666,1,1.0,0.02857142857142857
receive,12,12,35,11,2,5,0.4490820045926068,1,1.0,0.02857142857142857
receive,12,13,35,11,2,3,0.34813618568140015,7,0.42857142857142855,0.2
receive,12,1,21,11,3,1,0.527686215293155,3,0.6666666666666666,0.14285714285714285
receive,12,2,21,11,3,1,0.48316925103616154,4,0.25,0.19047619047619047
receive,12,12,21,11,3,2,0.44704273373505726,1,1.0,0.047619047619047616
receive,12,12,21,11,3,3,0.4420919219531396,1,0.0,0.047619047619047616
receive,12,13,21,11,3,3,0.2910470699863192,9,0.4444444444444444,0.42857142857142855
receive,12,14,21,11,3,1,0.21365347148648473,1,0.0,0.047619047619047616
receive,12,14,21,11,3,3,0.24317525523115885,2,0.0,0.09523809523809523
receive,1,1,3,12,1,1,0.6051187846513356,1,1.0,0.3333333333333333
receive,1,5,3,12,1,1,0.5463879492499891,1,0.0,0.3333333333333333
receive,1,13,3,12,1,3,0.41030643260980226,1,0.0,0.3333333333333333
receive,4,5,4,12,1,1,0.5162023571136761,2,0.5,0.5
receive,4,6,4,12,1,3,0.5236842358482329,1,1.0,0.25
receive,4,13,4,12,1,3,0.3574709706206406,1,1.0,0.25
receive,6,1,1,12,2,1,0.5870685801712899,1,1.0,1.0
receive,6,13,1,12,3,3,0.3747637957187996,1,1.0,1.0
receive,7,3,4,12,3,3,0.6736983755569446,1,1.0,0.25
receive,7,5,4,12,3,1,0.5862373189829061,1,0.0,0.25
receive,7,10,4,12,3,2,0.5180606085864056,1,0.0,0.25
receive,7,13,4,12,3,3,0.42287191250702316,1,1.0,0.25
receive,10,1,13,12,2,1,0.5901454866862113,5,0.4,0.38461538461538464
receive,10,5,13,12,2,1,0.53014960169121,2,1.0,0.15384615384615385
receive,10,6,13,12,2,3,0.5482558155196033,1,1.0,0.07692307692307693
receive,10,13,13,12,2,3,0.4026876823622851,5,0.4,0.38461538461538464
receive,10,5,2,12,5,1,0.5166806426803116,1,0.0,0.5
receive,10,13,2,12,5,3,0.42123566490971676,1,0.0,0.5
receive,11,1,1,12,2,1,0.6030973987147165,1,0.0,1.0
receive,1,1,6,13,1,1,0.4795383335177961,2,0.5,0.3333333333333333
receive,1,2,6,13,1,1,0.4444560580702655,1,0.0,0.16666666666666666
receive,1,5,6,13,1,1,0.4181668766799836,1,0.0,0.16666666666666666
receive,1,13,6,13,1,3,0.27230947541148237,2,0.5,0.3333333333333333
receive,4,1,2,13,1,1,0.46431318907452546,1,0.0,0.5
receive,4,6,2,13,1,3,0.40993582662869243,1,1.0,0.5
receive,7,6,1,13,1,3,0.4601630391190804,1,1.0,1.0
receive,10,1,18,13,2,1,0.46179590868179043,2,0.5,0.1111111111111111
receive,10,2,18,13,2,1,0.4202900764038123,6,0.3333333333333333,0.3333333333333333
receive,10,6,18,13,2,3,0.41739050319931786,3,0.0,0.16666666666666666
receive,10,13,18,13,2,3,0.2900713357474537,7,0.2857142857142857,0.3888888888888889
receive,11,1,18,13,2,1,0.4820376403445646,8,0.625,0.4444444444444444
receive,11,2,18,13,2,1,0.4417755266107275,1,0.0,0.05555555555555555
receive,11,5,18,13,2,1,0.42727938004200117,1,0.0,0.05555555555555555
receive,11,6,18,13,2,3,0.45105394000275173,1,0.0,0.05555555555555555
receive,11,10,18,13,2,2,0.40062359410914267,2,1.0,0.1111111111111111
receive,11,11,18,13,2,2,0.40823980882157934,1,0.0,0.05555555555555555
receive,11,13,18,13,2,3,0.3020725569858051,3,0.0,0.16666666666666666
receive,11,14,18,13,2,1,0.2045186304715284,1,0.0,0.05555555555555555
receive,11,13,3,13,3,3,0.23275266936981945,3,0.3333333333333333,1.0
receive,1,1,11,14,1,1,0.563972203675016,2,0.5,0.18181818181818182
receive,1,2,11,14,1,1,0.5220535956352576,6,0.3333333333333333,0.5454545454545454
receive,1,6,11,14,1,3,0.5241769954205224,1,0.0,0.09090909090909091
receive,1,13,11,14,1,3,0.3602384575556867,2,0.5,0.18181818181818182
receive,4,1,4,14,1,1,0.5478238959420838,1,1.0,0.25
receive,4,2,4,14,1,1,0.49995976521377333,2,0.5,0.5
receive,4,6,4,14,1,3,0.5003621877889781,1,1.0,0.25
receive,6,2,3,14,3,1,0.553348724695249,1,1.0,0.3333333333333333
receive,6,6,3,14,3,3,0.5453971861442134,2,0.5,0.6666666666666666
receive,7,2,5,14,3,1,0.5356007266904289,3,0.6666666666666666,0.6
receive,7,6,5,14,3,3,0.543046173783206,2,0.0,0.4
receive,10,2,10,14,2,1,0.521550124388569,1,0.0,0.1
receive,10,6,10,14,2,3,0.5318379541705693,4,0.75,0.4
receive,10,10,10,14,2,2,0.477036330995778,1,0.0,0.1
receive,10,10,10,14,2,3,0.46959411870525597,1,0.0,0.1
receive,10,13,10,14,2,3,0.4056466943840274,3,0.0,0.3
receive,6,13,1,15,3,3,0.23600442264082033,1,1.0,1.0
receive,10,12,2,15,3,2,0.31731605055466167,2,0.5,1.0
receive,10,1,4,15,5,1,0.39681507539535976,1,0.0,0.25
receive,10,12,4,15,5,2,0.3755171088401691,3,0.3333333333333333,0.75
receive,12,2,2,15,2,1,0.3389711284996396,1,0.0,0.5
receive,12,10,2,15,2,2,0.33236415253007684,1,1.0,0.5
receive,12,1,2,15,3,1,0.38977847039644237,1,1.0,0.5
receive,12,12,2,15,3,3,0.3168939009569781,1,1.0,0.5
receive,12,12,2,15,5,2,0.3607288528860438,2,0.0,1.0
receive,1,1,4,16,1,1,0.440247386459067,1,0.0,0.25
receive,1,2,4,16,1,1,0.39903753206392,1,1.0,0.25
receive,1,6,4,16,1,3,0.39173905115899293,1,1.0,0.25
receive,1,13,4,16,1,3,0.2370673270182127,1,0.0,0.25
receive,4,6,1,16,1,3,0.39187522578249223,1,0.0,1.0
receive,4,6,2,16,4,3,0.4474702932000165,2,0.5,1.0
receive,7,5,4,16,1,1,0.41694976048859206,1,0.0,0.25
receive,7,6,4,16,1,3,0.42729047541708565,1,0.0,0.25
receive,7,13,4,16,1,3,0.2889312440257628,2,0.0,0.5
receive,10,2,2,16,2,1,0.3956041056331563,1,1.0,0.5
receive,10,5,2,16,2,1,0.37375223771011323,1,0.0,0.5
receive,10,13,2,16,3,3,0.19480907366466998,2,0.0,1.0
receive,11,1,5,16,2,0,0.010163942548640819,1,0.0,0.2
receive,11,1,5,16,2,1,0.45936967611365215,2,1.0,0.4
receive,11,10,5,16,2,2,0.3868159787794263,1,1.0,0.2
receive,11,11,5,16,2,2,0.38851477922998157,1,1.0,0.2
receive,11,1,1,16,3,1,0.5031520670188085,1,0.0,1.0
receive,1,2,1,17,1,1,0.44231155128411453,1,0.0,1.0
receive,7,2,1,17,1,1,0.5741664359094943,1,1.0,1.0
receive,10,2,11,17,2,1,0.44152572593839784,4,0.75,0.36363636363636365
receive,10,5,11,17,2,1,0.43120352352174274,1,1.0,0.09090909090909091
receive,10,6,11,17,2,3,0.4475913098997666,1,0.0,0.09090909090909091
receive,10,7,11,17,2,1,0.398976249451214,1,0.0,0.09090909090909091
receive,10,13,11,17,2,3,0.32942004983763934,4,0.5,0.36363636363636365
receive,11,6,2,17,3,3,0.46184813171978,1,1.0,0.5
receive,11,13,2,17,3,3,0.2877125046821483,1,0.0,0.5
receive,1,2,2,18,1,1,0.3231776414444576,1,0.0,0.5
receive,1,13,2,18,1,3,0.20721797320456223,1,0.0,0.5
receive,4,1,3,18,1,1,0.32054224785649993,2,0.0,0.6666666666666666
receive,4,13,3,18,1,3,0.13889842322636944,1,0.0,0.3333333333333333
receive,10,1,6,18,2,1,0.35659692093518225,2,0.0,0.3333333333333333
receive,10,13,6,18,2,3,0.22037351581556117,4,0.0,0.6666666666666666
receive,1,1,8,19,1,1,0.5278365105511111,1,1.0,0.125
receive,1,2,8,19,1,1,0.48838766327716654,3,0.3333333333333333,0.375
receive,1,6,8,19,1,3,0.48072180097541956,3,0.3333333333333333,0.375
receive,1,14,8,19,1,1,0.26476967006560653,1,0.0,0.125
receive,4,1,23,19,1,1,0.526677512430299,2,0.5,0.08695652173913043
receive,4,2,23,19,1,1,0.48480604157948504,6,0.3333333333333333,0.2608695652173913
receive,4,3,23,19,1,3,0.4928606812454008,1,1.0,0.043478260869565216
receive,4,6,23,19,1,3,0.4785310251041018,8,0.625,0.34782608695652173
receive,4,13,23,19,1,3,0.3139688855777711,5,0.4,0.21739130434782608
receive,4,14,23,19,1,1,0.25967255555028346,1,0.0,0.043478260869565216
receive,10,1,11,19,2,1,0.5374466598333346,1,1.0,0.09090909090909091
receive,10,2,11,19,2,1,0.4954048162046149,3,0.3333333333333333,0.2727272727272727
receive,10,4,11,19,2,1,0.5007763282764487,2,0.0,0.18181818181818182
receive,10,6,11,19,2,3,0.49603322418353096,1,1.0,0.09090909090909091
receive,10,7,11,19,2,1,0.4531959617337142,1,0.0,0.09090909090909091
receive,10,13,11,19,2,3,0.3644561877572637,3,0.0,0.2727272727272727
receive,10,1,4,19,3,1,0.5210577381287251,1,1.0,0.25
receive,10,2,4,19,3,1,0.47700630472091,1,1.0,0.25
receive,10,10,4,19,3,3,0.4119690500726081,1,1.0,0.25
receive,10,13,4,19,3,3,0.28728015563556464,1,0.0,0.25
receive,11,1,31,19,2,1,0.5427781146210445,7,0.7142857142857143,0.22580645161290322
receive,11,2,31,19,2,1,0.5021179152980103,10,0.4,0.3225806451612903
receive,11,4,31,19,2,1,0.5099991223151428,3,0.3333333333333333,0.0967741935483871
receive,11,6,31,19,2,3,0.5101562275384015,1,0.0,0.03225806451612903
receive,11,10,31,19,2,3,0.4434045380178857,1,0.0,0.03225806451612903
receive,11,11,31,19,2,2,0.4670930751679679,5,0.6,0.16129032258064516
receive,11,11,31,19,2,3,0.4490098759372549,1,1.0,0.03225806451612903
receive,11,13,31,19,2,3,0.3552187809142036,3,0.3333333333333333,0.0967741935483871
receive,11,1,16,19,3,1,0.5250321683935234,3,0.3333333333333333,0.1875
receive,11,2,16,19,3,1,0.4804364466176105,4,0.25,0.25
receive,11,6,16,19,3,3,0.49975165306730335,3,0.6666666666666666,0.1875
receive,11,10,16,19,3,2,0.41672610193102,1,1.0,0.0625
receive,11,13,16,19,3,3,0.2740688155033322,5,0.2,0.3125
receive,1,5,2,20,1,1,0.4342698459866349,1,0.0,0.5
receive,1,13,2,20,1,3,0.28483181307460437,1,0.0,0.5
receive,3,2,1,20,2,1,0.4689801764738333,1,0.0,1.0
receive,4,5,2,20,1,1,0.43727118026821366,1,1.0,0.5
receive,4,13,2,20,1,3,0.2587492250301429,1,1.0,0.5
receive,7,5,1,20,1,1,0.44057604426689795,1,0.0,1.0
receive,10,2,9,20,2,1,0.5023298819623657,4,0.5,0.4444444444444444
receive,10,5,9,20,2,1,0.4693889891556606,1,0.0,0.1111111111111111
receive,10,6,9,20,2,3,0.47900020961026324,1,1.0,0.1111111111111111
receive,10,13,9,20,2,3,0.3478934641613826,3,0.0,0.3333333333333333
receive,11,1,6,20,2,1,0.5291291229195252,3,0.6666666666666666,0.5
receive,11,2,6,20,2,1,0.4900649279798917,2,0.0,0.3333333333333333
receive,11,5,6,20,2,1,0.47821709880640806,1,1.0,0.16666666666666666
receive,11,13,1,20,3,3,0.2094414409908629,1,0.0,1.0
receive,1,1,44,21,1,1,0.5620417893860378,1,1.0,0.022727272727272728
receive,1,2,44,21,1,1,0.5235357414209282,4,0.5,0.09090909090909091
receive,1,3,44,21,1,2,0.5595813104011195,4,0.25,0.09090909090909091
receive,1,3,44,21,1,3,0.5606910633583907,1,1.0,0.022727272727272728
receive,1,5,44,21,1,1,0.5009426085799051,4,0.75,0.09090909090909091
receive,1,6,44,21,1,3,0.5191083977652623,18,0.6111111111111112,0.4090909090909091
receive,1,8,44,21,1,3,0.4188661699621638,1,0.0,0.022727272727272728
receive,1,13,44,21,1,0,0.018307989593699375,2,0.0,0.045454545454545456
receive,1,13,44,21,1,3,0.347645382801119,9,0.2222222222222222,0.20454545454545456
receive,3,3,1,21,3,3,0.5913119325435174,1,1.0,1.0
receive,4,1,14,21,1,1,0.5368960002976186,3,1.0,0.21428571428571427
receive,4,5,14,21,1,1,0.46685563799481944,1,0.0,0.07142857142857142
receive,4,6,14,21,1,3,0.4780807380417334,6,0.8333333333333334,0.42857142857142855
receive,4,10,14,21,1,2,0.40352493854453525,2,0.5,0.14285714285714285
receive,4,13,14,21,1,3,0.30560266746278947,2,0.0,0.14285714285714285
receive,4,1,8,21,4,1,0.5472036443764867,2,0.5,0.25
receive,4,3,8,21,4,2,0.5323325006958586,1,1.0,0.125
receive,4,5,8,21,4,1,0.47407807468015306,2,0.5,0.25
receive,4,6,8,21,4,3,0.49694330056855446,3,0.6666666666666666,0.375
receive,6,1,7,21,2,1,0.5572011236795541,3,0.0,0.42857142857142855
receive,6,3,7,21,2,3,0.5131951783345313,2,0.5,0.2857142857142857
receive,6,5,7,21,2,1,0.49792088641342136,1,0.0,0.14285714285714285
receive,6,6,7,21,2,2,0.509888159029381,1,1.0,0.14285714285714285
receive,6,1,45,21,3,1,0.5829505002361464,1,0.0,0.022222222222222223
receive,6,2,45,21,3,1,0.5462104345276624,2,0.5,0.044444444444444446
receive,6,3,45,21,3,2,0.5865105995644784,5,0.4,0.1111111111111111
receive,6,5,45,21,3,1,0.5246470439779511,8,0.375,0.17777777777777778
receive,6,6,45,21,3,3,0.5486302564847461,21,0.38095238095238093,0.4666666666666667
receive,6,13,45,21,3,3,0.341642215565428,8,0.25,0.17777777777777778
receive,7,2,27,21,1,1,0.5438470736128898,2,0.5,0.07407407407407407
receive,7,3,27,21,1,2,0.5577016761320699,3,0.3333333333333333,0.1111111111111111
receive,7,5,27,21,1,1,0.5294618934852616,1,0.0,0.037037037037037035
receive,7,6,27,21,1,3,0.5421310691786411,10,0.5,0.37037037037037035
receive,7,13,27,21,1,0,0.0182124395879792,1,0.0,0.037037037037037035
receive,7,13,27,21,1,3,0.3834816806322732,10,0.5,0.37037037037037035
receive,7,3,4,21,3,3,0.5881800549473877,1,1.0,0.25
receive,7,6,4,21,3,3,0.535124923276721,1,1.0,0.25
receive,7,10,4,21,3,2,0.4698302640587999,1,1.0,0.25
receive,7,13,4,21,3,3,0.3388517505043346,1,1.0,0.25
receive,8,1,2,21,2,1,0.6098326758160809,1,0.0,0.5
receive,8,5,2,21,2,1,0.5567861414224016,1,1.0,0.5
receive,8,6,3,21,3,3,0.5324530786823479,1,1.0,0.3333333333333333
receive,8,11,3,21,3,2,0.460231828985673,1,1.0,0.3333333333333333
