phase,A1_actionId,C_actionId,n_context,A1_spinId,C_spinId,EV,count,train_winrate,usage_rate
receive,4,1,1088,1,0,0.0013236578608456311,2,0.0,0.001838235294117647
receive,4,1,1088,1,1,0.4961335629906353,202,0.5297029702970297,0.18566176470588236
receive,4,2,1088,1,0,0.0012041116754043374,4,0.0,0.003676470588235294
receive,4,2,1088,1,1,0.445311855443499,157,0.37579617834394907,0.14430147058823528
receive,4,2,1088,1,3,0.3525011448410023,2,0.5,0.001838235294117647
receive,4,3,1088,1,1,0.46752602675155946,1,1.0,0.0009191176470588235
receive,4,3,1088,1,3,0.4989016466061834,2,0.5,0.001838235294117647
receive,4,5,1088,1,0,0.0011113888252401018,5,0.0,0.004595588235294118
receive,4,5,1088,1,1,0.41159147260792733,152,0.4144736842105263,0.13970588235294118
receive,4,5,1088,1,3,0.40314303705568705,13,0.5384615384615384,0.011948529411764705
receive,4,6,1088,1,0,0.001144979301990766,4,0.0,0.003676470588235294
receive,4,6,1088,1,1,0.41912428918016803,198,0.40404040404040403,0.18198529411764705
receive,4,6,1088,1,3,0.4391628656123801,45,0.4,0.04136029411764706
receive,4,7,1088,1,1,0.33296111139306833,1,0.0,0.0009191176470588235
receive,4,8,1088,1,1,0.2450991984662549,2,0.0,0.001838235294117647
receive,4,8,1088,1,3,0.2525241485310303,3,0.0,0.0027573529411764708
receive,4,9,1088,1,2,0.3557569250259466,1,1.0,0.0009191176470588235
receive,4,10,1088,1,2,0.3060910268262839,4,0.5,0.003676470588235294
receive,4,10,1088,1,3,0.2791532456773335,1,0.0,0.0009191176470588235
receive,4,10,1088,1,5,0.33640674863381465,1,0.0,0.0009191176470588235
receive,4,11,1088,1,2,0.3652847479232487,4,0.25,0.003676470588235294
receive,4,11,1088,1,3,0.3269367866711565,2,0.5,0.001838235294117647
receive,4,12,1088,1,2,0.3723282757176787,1,0.0,0.0009191176470588235
receive,4,13,1088,1,0,0.0010939604155351976,14,0.0,0.012867647058823529
receive,4,13,1088,1,1,0.28698030196103647,90,0.3333333333333333,0.08272058823529412
receive,4,13,1088,1,2,0.28443377726097424,1,0.0,0.0009191176470588235
receive,4,13,1088,1,3,0.26271415881455756,170,0.25882352941176473,0.15625
receive,4,14,1088,1,1,0.21004657017241773,4,0.0,0.003676470588235294
receive,4,14,1088,1,3,0.23516925197834845,2,0.5,0.001838235294117647
receive,4,1,4,2,1,0.48839394499444394,2,0.0,0.5
receive,4,6,4,2,1,0.4296683070783521,1,1.0,0.25
receive,4,6,4,2,2,0.4322326440337274,1,0.0,0.25
receive,4,1,16,3,1,0.5215799893550753,1,1.0,0.0625
receive,4,2,16,3,1,0.45243695612869833,4,0.75,0.25
receive,4,6,16,3,3,0.4951354010919424,2,0.5,0.125
receive,4,10,16,3,2,0.36938506592486964,2,0.0,0.125
receive,4,13,16,3,1,0.3220900897106047,1,0.0,0.0625
receive,4,13,16,3,3,0.2845821103911973,6,0.3333333333333333,0.375
receive,4,1,258,4,0,0.0013705831074035234,2,0.0,0.007751937984496124
receive,4,1,258,4,1,0.5424091806867809,48,0.5416666666666666,0.18604651162790697
receive,4,1,258,4,3,0.48886973359395824,1,1.0,0.003875968992248062
receive,4,1,258,4,4,0.721854446024732,1,1.0,0.003875968992248062
receive,4,2,258,4,0,0.001295046452850491,1,0.0,0.003875968992248062
receive,4,2,258,4,1,0.4928613665670395,26,0.6153846153846154,0.10077519379844961
receive,4,3,258,4,1,0.5410145479912849,1,1.0,0.003875968992248062
receive,4,3,258,4,3,0.5726053363492327,4,0.75,0.015503875968992248
receive,4,5,258,4,1,0.4736259143465411,31,0.41935483870967744,0.12015503875968993
receive,4,5,258,4,3,0.4552392866029151,4,0.5,0.015503875968992248
receive,4,6,258,4,0,0.0013373323327287643,2,0.0,0.007751937984496124
receive,4,6,258,4,1,0.48985238380594825,59,0.559322033898305,0.22868217054263565
receive,4,6,258,4,3,0.49475788064528947,16,0.375,0.06201550387596899
receive,4,8,258,4,1,0.3391199747454467,1,1.0,0.003875968992248062
receive,4,10,258,4,2,0.3852866874369744,3,0.0,0.011627906976744186
receive,4,11,258,4,2,0.41394894651798736,1,1.0,0.003875968992248062
receive,4,13,258,4,0,0.0011532301680282132,3,0.0,0.011627906976744186
receive,4,13,258,4,1,0.32540467074027307,5,0.6,0.01937984496124031
receive,4,13,258,4,3,0.2603927855095774,49,0.20408163265306123,0.18992248062015504
receive,4,1,8,5,1,0.4527761577839161,3,0.3333333333333333,0.375
receive,4,5,8,5,1,0.36632173625063313,2,0.5,0.25
receive,4,10,8,5,2,0.3831780206756025,2,0.5,0.25
receive,4,13,8,5,1,0.3612125667824758,1,1.0,0.125
receive,6,1,115,1,1,0.5252417066640319,12,0.4166666666666667,0.10434782608695652
receive,6,2,115,1,0,0.0013137853585708146,1,0.0,0.008695652173913044
receive,6,2,115,1,1,0.48287359564772064,17,0.4117647058823529,0.14782608695652175
receive,6,3,115,1,1,0.49604457810099545,5,0.4,0.043478260869565216
receive,6,5,115,1,1,0.45105946800115226,10,0.5,0.08695652173913043
receive,6,5,115,1,3,0.44425292335040895,2,0.0,0.017391304347826087
receive,6,6,115,1,1,0.4649224311047531,23,0.4782608695652174,0.2
receive,6,6,115,1,2,0.4651614550894932,1,1.0,0.008695652173913044
receive,6,6,115,1,3,0.48660122662062166,4,1.0,0.034782608695652174
receive,6,10,115,1,2,0.3470798209352084,2,0.0,0.017391304347826087
receive,6,11,115,1,2,0.4059869691776805,1,1.0,0.008695652173913044
receive,6,11,115,1,3,0.36873559486330687,1,0.0,0.008695652173913044
receive,6,13,115,1,1,0.31859083170941643,19,0.2631578947368421,0.16521739130434782
receive,6,13,115,1,2,0.31432770587621317,1,0.0,0.008695652173913044
receive,6,13,115,1,3,0.2935466121177036,15,0.2,0.13043478260869565
receive,6,14,115,1,1,0.20783526952981088,1,0.0,0.008695652173913044
receive,6,1,59,2,1,0.5241918964190421,13,0.5384615384615384,0.22033898305084745
receive,6,3,59,2,2,0.5304590621585988,1,1.0,0.01694915254237288
receive,6,3,59,2,3,0.5346873238079332,2,0.5,0.03389830508474576
receive,6,5,59,2,1,0.4458257644273096,3,0.6666666666666666,0.05084745762711865
receive,6,5,59,2,2,0.4336854880351284,2,0.5,0.03389830508474576
receive,6,5,59,2,3,0.4306738321118999,3,0.3333333333333333,0.05084745762711865
receive,6,6,59,2,1,0.4758264022152998,1,1.0,0.01694915254237288
receive,6,6,59,2,2,0.4758910442968499,6,0.6666666666666666,0.1016949152542373
receive,6,6,59,2,3,0.48945909442964664,3,0.6666666666666666,0.05084745762711865
receive,6,9,59,2,2,0.4435787911124163,2,0.5,0.03389830508474576
receive,6,9,59,2,5,0.6467892685318426,1,1.0,0.01694915254237288
receive,6,10,59,2,2,0.4041349871839374,6,0.3333333333333333,0.1016949152542373
receive,6,11,59,2,2,0.4249229644641044,2,0.0,0.03389830508474576
receive,6,12,59,2,2,0.4258529018996009,7,0.42857142857142855,0.11864406779661017
receive,6,12,59,2,4,0.5145321074574875,1,0.0,0.01694915254237288
receive,6,13,59,2,0,0.0011724804831051258,2,0.0,0.03389830508474576
receive,6,13,59,2,3,0.2964138416761623,4,0.0,0.06779661016949153
receive,6,1,177,3,1,0.5466065842520487,22,0.7727272727272727,0.12429378531073447
receive,6,2,177,3,1,0.49661219949437346,29,0.41379310344827586,0.1638418079096045
receive,6,3,177,3,2,0.5433827213400149,2,0.5,0.011299435028248588
receive,6,3,177,3,3,0.5565871528825038,5,0.8,0.02824858757062147
receive,6,5,177,3,1,0.47760696177468037,6,0.5,0.03389830508474576
receive,6,5,177,3,3,0.4723600670663178,9,0.5555555555555556,0.05084745762711865
receive,6,5,177,3,4,0.5634399748421799,1,1.0,0.005649717514124294
receive,6,6,177,3,0,0.0013857495883495229,1,0.0,0.005649717514124294
receive,6,6,177,3,1,0.49990687011324597,2,0.5,0.011299435028248588
receive,6,6,177,3,2,0.5012433085244596,1,1.0,0.005649717514124294
receive,6,6,177,3,3,0.5218642462703291,41,0.4146341463414634,0.23163841807909605
receive,6,8,177,3,1,0.32951060638469165,1,0.0,0.005649717514124294
receive,6,9,177,3,3,0.4504665206510161,1,1.0,0.005649717514124294
receive,6,10,177,3,2,0.40620596631502,13,0.46153846153846156,0.07344632768361582
receive,6,11,177,3,2,0.43365425558554616,2,0.0,0.011299435028248588
receive,6,12,177,3,2,0.441109515492355,1,0.0,0.005649717514124294
receive,6,13,177,3,0,0.0012231813877610573,2,0.0,0.011299435028248588
receive,6,13,177,3,1,0.3524555861489592,1,0.0,0.005649717514124294
receive,6,13,177,3,2,0.3387575658178729,1,1.0,0.005649717514124294
receive,6,13,177,3,3,0.30852476613771057,36,0.4166666666666667,0.2033898305084746
receive,6,6,3,4,2,0.5271976877719224,1,0.0,0.3333333333333333
receive,6,13,3,4,1,0.3614823891600789,1,1.0,0.3333333333333333
receive,6,13,3,4,3,0.2952644779154628,1,1.0,0.3333333333333333
receive,6,1,6,5,1,0.4939135801285026,1,0.0,0.16666666666666666
receive,6,5,6,5,1,0.43682769400094745,1,0.0,0.16666666666666666
receive,6,9,6,5,2,0.4654887001587485,1,1.0,0.16666666666666666
receive,6,9,6,5,5,0.6589892951628452,1,0.0,0.16666666666666666
receive,6,13,6,5,2,0.4047037459150755,1,0.0,0.16666666666666666
receive,6,13,6,5,3,0.38829926576593565,1,1.0,0.16666666666666666
receive,7,1,416,1,0,0.0014924419759173495,3,0.0,0.007211538461538462
receive,7,1,416,1,1,0.5452773638264435,42,0.5476190476190477,0.10096153846153846
receive,7,2,416,1,0,0.0014573580036358715,1,0.0,0.002403846153846154
receive,7,2,416,1,1,0.5143609003330805,81,0.5925925925925926,0.19471153846153846
receive,7,3,416,1,1,0.5464421392198358,4,0.25,0.009615384615384616
receive,7,3,416,1,2,0.587020676857096,1,1.0,0.002403846153846154
receive,7,3,416,1,3,0.5967962937435192,2,1.0,0.004807692307692308
receive,7,5,416,1,0,0.0013378390976660904,5,0.0,0.01201923076923077
receive,7,5,416,1,1,0.4819037818997345,63,0.42857142857142855,0.15144230769230768
receive,7,5,416,1,3,0.4974606119248325,2,0.5,0.004807692307692308
receive,7,6,416,1,0,0.0013490806206125706,1,0.0,0.002403846153846154
receive,7,6,416,1,1,0.48559268687401347,81,0.4567901234567901,0.19471153846153846
receive,7,6,416,1,2,0.5052710776558852,1,1.0,0.002403846153846154
receive,7,6,416,1,3,0.5291860127153595,9,0.7777777777777778,0.021634615384615384
receive,7,9,416,1,2,0.3952335533025221,4,0.25,0.009615384615384616
receive,7,10,416,1,2,0.36367572023045874,1,1.0,0.002403846153846154
receive,7,13,416,1,0,0.001326493956830087,6,0.0,0.014423076923076924
receive,7,13,416,1,1,0.34461897459911484,43,0.3023255813953488,0.10336538461538461
receive,7,13,416,1,2,0.3424758791481529,3,0.6666666666666666,0.007211538461538462
receive,7,13,416,1,3,0.32237486202136506,62,0.27419354838709675,0.14903846153846154
receive,7,14,416,1,1,0.23072621183147327,1,0.0,0.002403846153846154
receive,7,1,18,2,1,0.5392281928333975,5,0.8,0.2777777777777778
receive,7,2,18,2,1,0.5011462091899977,1,0.0,0.05555555555555555
receive,7,3,18,2,3,0.5847997261377222,1,1.0,0.05555555555555555
receive,7,4,18,2,1,0.4984858088573283,1,0.0,0.05555555555555555
receive,7,5,18,2,1,0.4757571242968801,1,0.0,0.05555555555555555
receive,7,5,18,2,3,0.4641082770249249,1,0.0,0.05555555555555555
receive,7,6,18,2,2,0.505328450878124,1,0.0,0.05555555555555555
receive,7,6,18,2,3,0.518586093720681,2,0.5,0.1111111111111111
receive,7,8,18,2,1,0.35907317306288117,1,0.0,0.05555555555555555
receive,7,10,18,2,2,0.42552997771553724,3,1.0,0.16666666666666666
receive,7,13,18,2,3,0.3257649064436864,1,0.0,0.05555555555555555
receive,7,1,134,3,0,0.0014467056658548376,1,0.0,0.007462686567164179
receive,7,1,134,3,1,0.5383807529467113,19,0.3684210526315789,0.1417910447761194
receive,7,2,134,3,1,0.501939630148354,28,0.5,0.208955223880597
receive,7,2,134,3,3,0.40861858704791193,1,0.0,0.007462686567164179
receive,7,3,134,3,2,0.5842565914972631,2,1.0,0.014925373134328358
receive,7,3,134,3,3,0.5921103080237433,4,0.75,0.029850746268656716
receive,7,5,134,3,0,0.0013521961905477722,1,0.0,0.007462686567164179
receive,7,5,134,3,1,0.4886678990094954,3,0.6666666666666666,0.022388059701492536
receive,7,5,134,3,3,0.48831863658552743,3,0.3333333333333333,0.022388059701492536
receive,7,6,134,3,1,0.5047950785371357,1,1.0,0.007462686567164179
receive,7,6,134,3,2,0.5108128833601044,2,0.5,0.014925373134328358
receive,7,6,134,3,3,0.5304099313181513,16,0.375,0.11940298507462686
receive,7,6,134,3,5,0.6708907308129282,1,1.0,0.007462686567164179
receive,7,8,134,3,1,0.3296022030034002,3,0.3333333333333333,0.022388059701492536
receive,7,8,134,3,3,0.3344967573794669,1,0.0,0.007462686567164179
receive,7,10,134,3,2,0.4140133586323744,4,0.5,0.029850746268656716
receive,7,12,134,3,2,0.4551097115354595,2,0.5,0.014925373134328358
receive,7,13,134,3,0,0.0013170256250481824,3,0.0,0.022388059701492536
receive,7,13,134,3,1,0.36891714439486484,3,0.0,0.022388059701492536
receive,7,13,134,3,2,0.35633833284308813,1,0.0,0.007462686567164179
receive,7,13,134,3,3,0.32415353898033433,35,0.34285714285714286,0.26119402985074625
receive,7,6,2,4,1,0.5260136933217505,1,0.0,0.5
receive,7,13,2,4,3,0.2875641644745375,1,0.0,0.5
receive,8,1,17,1,1,0.5405004373066654,1,1.0,0.058823529411764705
receive,8,2,17,1,1,0.49594469911548805,3,0.0,0.17647058823529413
receive,8,3,17,1,1,0.5153056671540073,1,1.0,0.058823529411764705
receive,8,3,17,1,2,0.5530364042603041,2,1.0,0.11764705882352941
receive,8,5,17,1,2,0.47695322075273694,1,1.0,0.058823529411764705
receive,8,5,17,1,3,0.48642136347682907,1,1.0,0.058823529411764705
receive,8,6,17,1,1,0.4803339979083744,1,1.0,0.058823529411764705
receive,8,6,17,1,2,0.4974884173319274,2,0.0,0.11764705882352941
receive,8,8,17,1,1,0.3098934791458716,1,0.0,0.058823529411764705
receive,8,8,17,1,3,0.32243973239926066,1,0.0,0.058823529411764705
receive,8,8,17,1,4,0.44974198641301616,1,0.0,0.058823529411764705
receive,8,9,17,1,5,0.5613244182842982,2,0.5,0.11764705882352941
receive,8,1,8,2,1,0.5456019286625569,1,0.0,0.125
receive,8,10,8,2,1,0.41739134555709656,1,0.0,0.125
receive,8,12,8,2,2,0.46017450932239246,4,0.0,0.5
receive,8,13,8,2,3,0.34578703605281147,1,0.0,0.125
receive,8,13,8,2,4,0.4596759207155609,1,1.0,0.125
receive,8,1,20,3,1,0.5362792216495713,4,0.5,0.2
receive,8,2,20,3,1,0.48263995599177756,2,0.0,0.1
receive,8,5,20,3,1,0.47869114019076997,1,1.0,0.05
receive,8,5,20,3,3,0.4812101253891588,1,0.0,0.05
receive,8,6,20,3,3,0.528038092432585,1,1.0,0.05
receive,8,9,20,3,2,0.4181027234598827,3,0.3333333333333333,0.15
receive,8,10,20,3,2,0.40400333223176776,1,0.0,0.05
receive,8,12,20,3,2,0.4449471697378856,2,0.5,0.1
receive,8,13,20,3,1,0.36181131827339763,2,0.5,0.1
receive,8,13,20,3,3,0.3184362962256401,2,0.5,0.1
receive,8,14,20,3,3,0.23048738766696983,1,0.0,0.05
receive,8,1,15,4,1,0.5759179420547184,2,0.0,0.13333333333333333
receive,8,2,15,4,1,0.5224939318368111,1,1.0,0.06666666666666667
receive,8,3,15,4,3,0.5987731706378933,1,1.0,0.06666666666666667
receive,8,5,15,4,1,0.5188619448754123,1,0.0,0.06666666666666667
receive,8,5,15,4,2,0.5064943173022786,1,0.0,0.06666666666666667
receive,8,5,15,4,3,0.5086026107044287,1,1.0,0.06666666666666667
receive,8,9,15,4,2,0.4498510525433833,1,0.0,0.06666666666666667
receive,8,9,15,4,5,0.6379301341134198,1,0.0,0.06666666666666667
receive,8,10,15,4,2,0.43220238967591285,2,0.5,0.13333333333333333
receive,8,11,15,4,2,0.46042484653982985,1,1.0,0.06666666666666667
receive,8,12,15,4,2,0.4770849731933476,1,0.0,0.06666666666666667
receive,8,13,15,4,1,0.38661315363057924,1,1.0,0.06666666666666667
receive,8,13,15,4,2,0.36814139771458365,1,0.0,0.06666666666666667
receive,8,1,3,5,1,0.6087723939343163,1,1.0,0.3333333333333333
receive,8,5,3,5,1,0.5766334513010974,1,1.0,0.3333333333333333
receive,8,13,3,5,2,0.4566719859614335,1,0.0,0.3333333333333333
receive,9,5,4,1,2,0.5076446109677765,1,1.0,0.25
receive,9,13,4,1,1,0.33247187361336805,1,0.0,0.25
receive,9,13,4,1,3,0.3110346506159081,2,0.0,0.5
receive,9,1,73,2,1,0.5485535488904283,9,0.6666666666666666,0.1232876712328767
receive,9,2,73,2,1,0.4931365728653232,1,1.0,0.0136986301369863
receive,9,3,73,2,0,0.001470611553318899,1,0.0,0.0136986301369863
receive,9,3,73,2,3,0.5468804161344725,3,0.6666666666666666,0.0410958904109589
receive,9,5,73,2,1,0.4942056234595127,4,0.5,0.0547945205479452
receive,9,5,73,2,2,0.48585770229529673,2,0.0,0.0273972602739726
receive,9,5,73,2,3,0.49566615330315716,1,1.0,0.0136986301369863
receive,9,6,73,2,2,0.5204016659253519,7,0.7142857142857143,0.0958904109589041
receive,9,7,73,2,1,0.44717538591605793,1,1.0,0.0136986301369863
receive,9,7,73,2,3,0.45022500264931387,1,1.0,0.0136986301369863
receive,9,8,73,2,1,0.3683565860012888,1,0.0,0.0136986301369863
receive,9,9,73,2,1,0.45107777199550425,1,0.0,0.0136986301369863
receive,9,9,73,2,2,0.455592472699998,12,0.3333333333333333,0.1643835616438356
receive,9,10,73,2,2,0.44063761480802516,3,0.3333333333333333,0.0410958904109589
receive,9,10,73,2,3,0.4050416636641436,1,1.0,0.0136986301369863
receive,9,10,73,2,4,0.5403303052992411,2,0.5,0.0273972602739726
receive,9,12,73,2,0,0.0013946775215251037,1,0.0,0.0136986301369863
receive,9,12,73,2,2,0.4736914421158616,12,0.4166666666666667,0.1643835616438356
receive,9,12,73,2,5,0.5686901204651371,1,0.0,0.0136986301369863
receive,9,13,73,2,1,0.40289585722924615,2,0.0,0.0273972602739726
receive,9,13,73,2,2,0.3946126587195113,1,0.0,0.0136986301369863
receive,9,13,73,2,3,0.3635927315854093,5,0.4,0.0684931506849315
receive,9,13,73,2,5,0.5447746103310076,1,0.0,0.0136986301369863
receive,9,3,21,3,3,0.5653895916549175,2,0.5,0.09523809523809523
receive,9,5,21,3,1,0.5049581094207554,4,0.5,0.19047619047619047
receive,9,9,21,3,2,0.46213592962456207,1,1.0,0.047619047619047616
receive,9,9,21,3,3,0.45094112682243964,2,1.0,0.09523809523809523
receive,9,9,21,3,5,0.6516164970401362,1,0.0,0.047619047619047616
receive,9,10,21,3,3,0.39564754659985496,1,1.0,0.047619047619047616
receive,9,13,21,3,1,0.3612392660047824,1,0.0,0.047619047619047616
receive,9,13,21,3,3,0.31116411646585834,8,0.375,0.38095238095238093
receive,9,14,21,3,1,0.2519891494027134,1,0.0,0.047619047619047616
receive,9,5,1,4,1,0.5510355346901569,1,1.0,1.0
receive,9,1,13,5,1,0.6055417433643833,1,1.0,0.07692307692307693
receive,9,5,13,5,1,0.5647511040648456,1,1.0,0.07692307692307693
receive,9,6,13,5,2,0.6029747395568904,1,1.0,0.07692307692307693
receive,9,9,13,5,2,0.5415360921116119,2,1.0,0.15384615384615385
receive,9,9,13,5,3,0.5471311433646221,1,1.0,0.07692307692307693
receive,9,9,13,5,5,0.7297994993908224,1,1.0,0.07692307692307693
receive,9,10,13,5,2,0.5290736960491265,1,1.0,0.07692307692307693
receive,9,12,13,5,2,0.5587660361640908,1,1.0,0.07692307692307693
receive,9,13,13,5,1,0.49682086514673085,2,1.0,0.15384615384615385
receive,9,13,13,5,2,0.4643637334499932,2,0.0,0.15384615384615385
receive,10,1,36,1,1,0.509673841282301,4,0.25,0.1111111111111111
receive,10,2,36,1,1,0.4708694558306722,5,0.4,0.1388888888888889
receive,10,5,36,1,2,0.4486889607794617,1,0.0,0.027777777777777776
receive,10,5,36,1,3,0.46677866908372423,1,1.0,0.027777777777777776
receive,10,7,36,1,1,0.38900760047247884,2,1.0,0.05555555555555555
receive,10,9,36,1,2,0.396003938751065,3,0.3333333333333333,0.08333333333333333
receive,10,10,36,1,2,0.3715448144547389,2,0.5,0.05555555555555555
receive,10,12,36,1,2,0.42967590335982636,1,1.0,0.027777777777777776
receive,10,13,36,1,1,0.3363261243839075,14,0.2857142857142857,0.3888888888888889
receive,10,13,36,1,2,0.33434538213131987,1,0.0,0.027777777777777776
receive,10,13,36,1,3,0.3140593837676475,2,0.0,0.05555555555555555
receive,10,1,2996,2,0,0.0014074095809720846,9,0.0,0.0030040053404539386
receive,10,1,2996,2,1,0.5148256653823011,469,0.5138592750533049,0.15654205607476634
receive,10,1,2996,2,2,0.3891206709508922,1,0.0,0.0003337783711615487
receive,10,1,2996,2,3,0.36189212168166185,2,0.0,0.0006675567423230974
receive,10,1,2996,2,4,0.6179368548060641,2,1.0,0.0006675567423230974
receive,10,2,2996,2,0,0.0012967057613182766,11,0.0,0.003671562082777036
receive,10,2,2996,2,1,0.46925321260410935,380,0.47368421052631576,0.1268357810413885
receive,10,2,2996,2,2,0.35493233842516103,1,0.0,0.0003337783711615487
receive,10,2,2996,2,3,0.33670836112325275,6,0.16666666666666666,0.0020026702269692926
receive,10,2,2996,2,4,0.5915136633102557,1,0.0,0.0003337783711615487
receive,10,3,2996,2,1,0.5118424086952563,7,0.7142857142857143,0.002336448598130841
receive,10,3,2996,2,2,0.5080692702277831,6,0.6666666666666666,0.0020026702269692926
receive,10,3,2996,2,3,0.5275742945226851,41,0.43902439024390244,0.013684913217623497
receive,10,3,2996,2,5,0.7654937319173197,1,1.0,0.0003337783711615487
receive,10,4,2996,2,1,0.47605238957297413,12,0.5,0.004005340453938585
receive,10,4,2996,2,4,0.5731301256086815,6,0.5,0.0020026702269692926
receive,10,5,2996,2,0,0.00126412050686622,3,0.0,0.0010013351134846463
receive,10,5,2996,2,1,0.45885319641164973,169,0.48520710059171596,0.05640854472630174
receive,10,5,2996,2,2,0.4373805030613862,4,0.5,0.0013351134846461949
receive,10,5,2996,2,3,0.45396230979993596,31,0.45161290322580644,0.01034712950600801
receive,10,6,2996,2,0,0.00136535029815059,1,0.0,0.0003337783711615487
receive,10,6,2996,2,1,0.48250083620234274,160,0.44375,0.0534045393858478
receive,10,6,2996,2,2,0.47606158647285957,9,0.3333333333333333,0.0030040053404539386
receive,10,6,2996,2,3,0.5094254919645886,95,0.5368421052631579,0.03170894526034713
receive,10,7,2996,2,1,0.4095763183131654,18,0.2777777777777778,0.006008010680907877
receive,10,7,2996,2,2,0.4089452842992143,1,0.0,0.0003337783711615487
receive,10,7,2996,2,3,0.408291240037545,6,0.3333333333333333,0.0020026702269692926
receive,10,8,2996,2,0,0.0010598974575181312,1,0.0,0.0003337783711615487
