phase,A1_actionId,C_actionId,EV,A1_playerId,A1_spinId,C_spinId,count,train_winrate,usage_rate
late,6,6,0.6072120668697827,64,3,3,24,0.5833333333333334,0.5853658536585366
late,11,1,0.5433498913062914,128,2,1,24,0.6666666666666666,0.5106382978723404
late,1,6,0.5271532294901109,128,1,1,23,0.4782608695652174,0.11165048543689321
late,6,13,0.30121029171984315,21,1,1,23,0.34782608695652173,0.22549019607843138
late,11,1,0.5168729061156058,70,2,1,23,0.7391304347826086,0.40350877192982454
late,6,6,0.5147781564061382,150,1,1,23,0.6521739130434783,0.696969696969697
late,12,12,0.5327331522145831,49,2,2,23,0.5217391304347826,0.4423076923076923
late,10,13,0.28470484282734215,136,2,1,23,0.43478260869565216,0.12994350282485875
late,5,1,0.5580786787468102,136,1,1,23,0.34782608695652173,0.26436781609195403
late,12,12,0.5312456349798723,11,2,2,23,0.391304347826087,0.39655172413793105
late,1,2,0.5618700724196473,129,1,1,22,0.4090909090909091,0.25
late,12,12,0.5974865526947609,82,2,2,22,0.6818181818181818,0.24444444444444444
late,11,1,0.5140297357521485,72,2,1,22,0.45454545454545453,0.4489795918367347
late,2,2,0.5573440346170132,148,1,1,22,0.9090909090909091,0.88
late,6,3,0.6077703642261126,21,1,1,22,0.5,0.21568627450980393
late,13,13,0.26238230953733477,136,1,1,22,0.36363636363636365,0.41509433962264153
late,13,13,0.20787685131613337,96,3,3,22,0.22727272727272727,0.2558139534883721
late,11,1,0.5583405028159717,129,2,1,22,0.6818181818181818,0.3188405797101449
late,4,5,0.5015739621147921,96,1,1,22,0.2727272727272727,0.14666666666666667
late,1,2,0.5158596926851938,70,1,1,22,0.5454545454545454,0.21359223300970873
late,6,6,0.5261114038017435,128,1,1,21,0.5714285714285714,0.3181818181818182
late,2,13,0.2543576405221159,136,1,1,21,0.09523809523809523,0.08171206225680934
late,1,1,0.5036331431959951,73,1,1,21,0.5714285714285714,0.5384615384615384
late,6,2,0.5187009694042284,133,3,1,21,0.42857142857142855,0.42857142857142855
late,13,13,0.2109241169779835,128,3,3,21,0.2857142857142857,0.3230769230769231
late,10,13,0.23957960125226396,128,2,3,21,0.3333333333333333,0.2625
late,1,6,0.48017215049339235,72,1,1,21,0.6666666666666666,0.21649484536082475
late,1,1,0.6592944447470721,57,1,1,21,0.7619047619047619,0.29577464788732394
late,13,2,0.4995047410513512,136,1,1,21,0.5714285714285714,0.39622641509433965
late,6,6,0.47821124232962625,72,1,1,20,0.25,0.4166666666666667
late,11,1,0.6170645048486829,64,2,1,20,0.6,0.6060606060606061
late,4,2,0.531763462506578,96,1,1,20,0.45,0.13333333333333333
late,6,1,0.5517335506117782,128,1,1,20,0.45,0.30303030303030304
late,10,1,0.5427566459206481,128,2,1,20,0.4,0.25
late,1,3,0.6394542224945255,64,1,3,20,0.8,0.16260162601626016
late,6,13,0.2276846207651554,96,1,3,19,0.15789473684210525,0.25
late,2,2,0.5042075087954537,133,1,1,19,0.42105263157894735,0.5277777777777778
late,6,6,0.5425810428969723,144,1,1,19,0.5263157894736842,0.37254901960784315
late,1,5,0.5271271935414581,96,1,1,19,0.3684210526315789,0.0572289156626506
late,1,6,0.5586453684857284,21,1,1,19,0.3684210526315789,0.1919191919191919
late,1,2,0.5592002537331733,122,1,1,19,0.47368421052631576,0.2289156626506024
late,13,2,0.48129805210047655,133,3,1,18,0.2777777777777778,0.6428571428571429
late,5,5,0.43920255200358244,115,1,1,18,0.4444444444444444,0.4864864864864865
late,10,1,0.5897910791959108,64,2,1,18,0.6666666666666666,0.23376623376623376
late,1,1,0.5650199604229426,117,1,1,18,0.7777777777777778,0.72
late,5,5,0.6109835464572311,57,1,1,18,0.5555555555555556,0.6666666666666666
late,10,13,0.2265940892804304,96,2,3,18,0.2222222222222222,0.15
late,12,3,0.6397868317665871,82,2,3,18,0.5555555555555556,0.2
late,11,2,0.5381278771791496,129,2,1,18,0.3888888888888889,0.2608695652173913
late,1,3,0.5795922613255305,136,1,3,18,0.7222222222222222,0.05504587155963303
late,6,2,0.529314960600076,136,3,1,17,0.47058823529411764,0.34
late,12,10,0.5781261781515746,82,2,2,17,0.7647058823529411,0.18888888888888888
late,0,1,0.8746390976569597,96,5,1,17,0.8235294117647058,0.3469387755102041
late,1,6,0.5235991105782035,136,1,1,17,0.5294117647058824,0.05198776758409786
late,2,2,0.5466309439618063,122,1,1,17,0.47058823529411764,0.4722222222222222
late,4,1,0.5530603078592362,101,1,1,17,0.6470588235294118,0.53125
late,1,6,0.5294295422151256,96,1,1,17,0.5294117647058824,0.05120481927710843
late,12,12,0.4230887857898848,139,2,2,17,0.23529411764705882,0.4473684210526316
late,11,1,0.5498825698680245,136,2,1,16,0.5,0.37209302325581395
late,13,1,0.5124184711232123,128,3,1,16,0.5,0.24615384615384617
late,1,1,0.5868724633775316,19,1,1,16,0.6875,0.5161290322580645
late,12,12,0.47471733687449497,37,2,2,16,0.4375,0.3018867924528302
late,10,2,0.5086387002888894,70,2,1,16,0.25,0.36363636363636365
late,12,12,0.6327513559289114,155,2,5,16,0.5,0.11510791366906475
late,13,13,0.2698633700173423,64,3,3,16,0.375,0.4444444444444444
late,10,1,0.5628965695157456,144,2,1,16,0.75,0.3137254901960784
late,1,13,0.2038633854526456,72,1,3,16,0.0,0.16494845360824742
late,6,5,0.5283438626993282,144,1,1,16,0.5,0.3137254901960784
late,4,13,0.1976306141958092,72,1,3,16,0.25,0.2857142857142857
late,2,2,0.551726625623899,129,1,1,16,0.5625,0.38095238095238093
late,2,2,0.5711888197265221,59,1,1,16,0.5625,0.8421052631578947
late,6,6,0.5116678196083633,136,1,1,15,0.8,0.36585365853658536
late,1,1,0.549311235301733,69,1,1,15,0.5333333333333333,0.32608695652173914
late,1,3,0.6756296518956689,57,1,3,15,0.8,0.2112676056338028
late,3,3,0.6943582226189239,64,3,3,15,0.7333333333333333,0.625
late,2,1,0.5649288292746102,129,1,1,15,0.6666666666666666,0.35714285714285715
late,1,5,0.5427065048278031,101,1,1,15,0.5333333333333333,0.13157894736842105
late,12,12,0.4252020321699017,156,2,2,15,0.26666666666666666,0.3333333333333333
late,1,1,0.4921422929005437,90,1,1,15,0.5333333333333333,0.625
late,5,5,0.5556156179043423,64,1,1,15,0.4666666666666667,0.375
late,10,2,0.5247316020986501,128,2,1,15,0.4,0.1875
late,10,1,0.49341673233376454,3,2,1,15,0.5333333333333333,0.4411764705882353
late,1,1,0.5634063717676404,109,1,1,15,0.6666666666666666,0.6521739130434783
late,1,1,0.5424613850705859,138,1,1,15,0.8,0.5769230769230769
late,10,13,0.2782616951049377,64,2,3,14,0.2857142857142857,0.18181818181818182
late,1,5,0.6235106570522816,57,1,1,14,0.7142857142857143,0.19718309859154928
late,13,13,0.26645471965780027,76,1,1,14,0.42857142857142855,0.4117647058823529
late,4,1,0.5092486486405073,72,1,1,14,0.7142857142857143,0.25
late,11,2,0.49742378590159475,70,2,1,14,0.5,0.24561403508771928
late,1,13,0.3019540351470429,153,1,3,14,0.35714285714285715,0.20588235294117646
late,2,2,0.454551392992448,92,1,1,14,0.14285714285714285,0.6363636363636364
late,1,2,0.5755246936302416,132,1,1,14,0.6428571428571429,0.15730337078651685
late,13,6,0.45794304010030534,72,3,1,14,0.5,0.22580645161290322
late,1,1,0.5309479726566578,107,1,1,14,0.7857142857142857,0.34146341463414637
late,1,5,0.45142511316914125,115,1,1,14,0.5,0.1728395061728395
late,4,1,0.5479886103523639,96,1,1,14,0.5,0.09333333333333334
late,3,1,0.5892881240728871,96,3,1,14,0.35714285714285715,0.5833333333333334
late,5,5,0.469646390648616,70,1,1,14,0.5714285714285714,0.3783783783783784
late,10,2,0.4789446530991823,72,2,1,13,0.38461538461538464,0.26
late,5,2,0.49995921060171167,70,1,1,13,0.6153846153846154,0.35135135135135137
late,1,1,0.5478526282931533,54,1,1,13,0.46153846153846156,0.6842105263157895
late,9,9,0.45245073176514405,5,2,2,13,0.3076923076923077,0.6190476190476191
late,12,12,0.45475508774100104,78,2,2,13,0.5384615384615384,0.30952380952380953
late,1,3,0.6094850404327853,21,1,1,13,0.5384615384615384,0.13131313131313133
late,1,6,0.5569489891595556,144,1,1,13,0.5384615384615384,0.15294117647058825
late,5,1,0.5833609994464839,111,1,1,13,0.6153846153846154,0.9285714285714286
late,10,13,0.26625367294398117,101,2,3,13,0.15384615384615385,0.2826086956521739
late,13,2,0.5627561792369492,153,3,1,13,0.5384615384615384,0.18840579710144928
late,10,10,0.4993092086706362,116,2,2,13,0.3076923076923077,0.65
late,10,13,0.1972923529783153,72,2,3,13,0.15384615384615385,0.26
late,10,10,0.4379406541136094,105,2,2,13,0.5384615384615384,0.3170731707317073
late,2,2,0.5395458183044936,50,1,1,13,0.5384615384615384,0.52
late,10,6,0.5299175869957875,128,2,1,13,0.38461538461538464,0.1625
late,2,2,0.49553773927346256,72,1,1,13,0.38461538461538464,0.325
late,2,2,0.5686436340451144,101,1,1,13,0.38461538461538464,0.3611111111111111
late,10,10,0.4229283087517907,146,2,2,13,0.6923076923076923,0.325
late,10,2,0.48510985992893424,107,2,1,12,0.5,0.48
late,1,5,0.5559677535024415,144,1,1,12,0.3333333333333333,0.1411764705882353
late,10,2,0.44047663149881733,90,2,1,12,0.3333333333333333,0.46153846153846156
late,10,2,0.5724735366896722,64,2,1,12,0.5833333333333334,0.15584415584415584
late,10,1,0.4371439307112981,94,2,1,12,0.4166666666666667,0.42857142857142855
late,10,2,0.5256344039171867,122,2,1,12,0.3333333333333333,0.2727272727272727
late,6,5,0.546176918300682,64,1,1,12,0.75,0.16666666666666666
late,2,1,0.5564021965460376,128,1,1,12,0.4166666666666667,0.3157894736842105
late,0,1,0.8730823111570971,128,5,1,12,0.75,0.5454545454545454
late,2,2,0.5418138993127669,128,1,1,12,0.4166666666666667,0.3157894736842105
late,1,5,0.58604008174374,64,1,1,12,0.5833333333333334,0.0975609756097561
late,13,13,0.18204035559818635,115,1,1,12,0.25,0.46153846153846156
late,7,2,0.5361324268857254,136,1,1,12,0.5833333333333334,0.375
late,1,13,0.284591150767733,96,1,1,12,0.5,0.03614457831325301
late,1,3,0.5128035837693588,115,1,3,12,0.5,0.14814814814814814
late,4,6,0.573636991455863,96,4,1,12,0.75,0.2857142857142857
late,11,1,0.6049279833418096,101,2,1,12,0.8333333333333334,0.2727272727272727
late,6,6,0.5295101154919232,106,1,1,12,0.3333333333333333,0.46153846153846156
late,10,13,0.31653966835256797,21,2,1,12,0.4166666666666667,0.1935483870967742
late,11,2,0.5227065453209925,96,2,1,12,0.25,0.11764705882352941
late,1,1,0.5871464725120994,88,1,1,12,0.6666666666666666,0.75
late,5,2,0.5420843140233613,136,1,1,12,0.3333333333333333,0.13793103448275862
late,12,12,0.5581871345871312,155,5,2,12,0.75,0.5
late,13,5,0.4765445307506306,96,3,1,12,0.16666666666666666,0.13953488372093023
late,4,2,0.5212452689972896,136,1,1,12,0.5,0.5
late,10,13,0.23191465344135434,122,2,3,12,0.25,0.2727272727272727
late,6,13,0.21441475275548286,133,3,3,12,0.25,0.24489795918367346
late,10,13,0.25439440271501707,144,2,3,12,0.5,0.23529411764705882
late,1,5,0.5095638963513724,69,1,1,12,0.9166666666666666,0.2608695652173913
late,1,1,0.5948463683952433,21,1,1,12,0.6666666666666666,0.12121212121212122
late,1,2,0.57456576829977,19,1,1,11,0.5454545454545454,0.3548387096774194
late,12,12,0.5738986852796836,51,2,2,11,0.6363636363636364,0.5
late,10,3,0.4882524017187172,105,2,2,11,0.2727272727272727,0.2682926829268293
late,0,2,0.8634664519088582,96,5,1,11,1.0,0.22448979591836735
late,10,1,0.47674201914258213,32,2,1,11,0.5454545454545454,0.3142857142857143
late,1,3,0.5550687074038088,32,1,3,11,0.8181818181818182,0.5238095238095238
late,12,12,0.4525577621947491,102,2,2,11,0.45454545454545453,0.34375
late,10,13,0.22064633334177342,128,3,3,11,0.18181818181818182,0.3235294117647059
late,11,13,0.2113962300405039,96,2,3,11,0.36363636363636365,0.10784313725490197
late,10,10,0.4292006635105254,32,2,2,11,0.36363636363636365,0.3142857142857143
late,2,2,0.5001991369321027,107,1,1,11,0.45454545454545453,0.6111111111111112
late,1,13,0.2583977632243383,132,1,3,11,0.36363636363636365,0.12359550561797752
late,10,2,0.5168103068456428,157,2,1,11,0.6363636363636364,0.3235294117647059
late,11,1,0.550716189803366,157,2,1,11,0.8181818181818182,0.2619047619047619
late,10,13,0.2865355643031376,153,2,3,11,0.2727272727272727,0.55
late,2,13,0.21464989233258194,133,1,3,11,0.2727272727272727,0.3055555555555556
late,13,2,0.43699890053373247,92,3,1,11,0.18181818181818182,0.5238095238095238
late,6,6,0.513887712749945,72,3,3,11,0.7272727272727273,0.44
late,2,13,0.22480029170368573,136,1,3,11,0.2727272727272727,0.042801556420233464
late,6,6,0.5277340001136497,133,3,3,11,0.8181818181818182,0.22448979591836735
late,6,6,0.5389842544528992,101,1,1,11,0.45454545454545453,0.3333333333333333
late,1,3,0.6143821694488416,144,1,3,11,0.6363636363636364,0.12941176470588237
late,1,1,0.5009278246412783,92,1,1,11,0.5454545454545454,0.34375
late,1,13,0.30548957907028124,21,1,1,11,0.18181818181818182,0.1111111111111111
late,12,3,0.5585527559519409,155,2,3,11,0.6363636363636364,0.07913669064748201
late,10,13,0.26803027088523484,96,2,1,11,0.18181818181818182,0.09166666666666666
late,1,1,0.5514056153325396,62,1,1,11,0.18181818181818182,0.5
late,6,6,0.47560947703809187,71,1,1,11,0.5454545454545454,0.7333333333333333
late,13,13,0.21363891912097083,150,3,3,11,0.2727272727272727,0.36666666666666664
late,1,6,0.5866405599137728,64,1,1,11,0.5454545454545454,0.08943089430894309
late,12,1,0.5130633318337499,37,2,1,11,0.2727272727272727,0.20754716981132076
late,11,13,0.1974472858672303,128,3,3,11,0.0,0.18333333333333332
late,5,5,0.5669415370568432,112,1,1,10,0.7,0.3225806451612903
late,10,13,0.2513763873036532,73,2,1,10,0.4,0.47619047619047616
late,1,1,0.48694693374336473,143,1,1,10,0.3,0.625
late,6,2,0.5180231670088868,136,1,1,10,0.6,0.24390243902439024
late,2,2,0.4816186807879044,81,1,1,10,0.3,0.5555555555555556
late,10,13,0.33737705440111376,112,2,1,10,0.2,0.3448275862068966
late,6,13,0.2717496388923115,64,1,3,10,0.4,0.1388888888888889
late,13,2,0.49169462602786573,122,3,1,10,0.3,0.43478260869565216
late,6,1,0.5503557060603818,136,3,1,10,0.8,0.2
late,1,1,0.584508034055598,25,1,1,10,0.7,0.7692307692307693
late,10,13,0.3236159494710574,64,2,1,10,0.2,0.12987012987012986
late,1,13,0.3093265619644928,111,1,1,10,0.4,0.14084507042253522
late,13,2,0.4980857562848,129,3,1,10,0.4,0.4166666666666667
late,1,6,0.5963655721620937,153,1,1,10,0.5,0.14705882352941177
late,2,5,0.48224046147518207,136,1,1,10,0.6,0.038910505836575876
late,11,1,0.5837838366073181,144,2,1,10,0.8,0.35714285714285715
late,1,13,0.2682696311803335,157,1,1,10,0.3,0.16393442622950818
late,13,2,0.4894776871812738,128,3,1,10,0.4,0.15384615384615385
late,10,5,0.5158526001114611,136,2,1,10,0.4,0.05649717514124294
late,2,2,0.5357715776366979,157,1,1,10,0.4,0.5263157894736842
late,12,12,0.37243322934017753,164,2,2,10,0.2,0.5882352941176471
late,1,5,0.5537590939274349,21,1,1,10,0.6,0.10101010101010101
late,1,5,0.48722355991869215,70,1,1,10,0.3,0.0970873786407767
late,1,13,0.24948126538377954,150,1,3,10,0.4,0.3333333333333333
late,12,12,0.4567328143685109,91,2,2,10,0.4,0.5
late,13,13,0.2423191204689355,144,3,3,10,0.3,0.38461538461538464
late,6,6,0.5624465795143224,53,2,2,10,0.7,0.4
late,11,13,0.22548012034378712,106,2,3,10,0.2,0.38461538461538464
late,1,13,0.24432489247925387,106,1,3,10,0.1,0.30303030303030304
late,12,13,0.20967494855476493,78,2,3,10,0.0,0.23809523809523808
late,6,2,0.474731642003444,70,1,1,10,0.4,0.3125
late,10,2,0.5622206393952014,101,2,1,10,0.7,0.21739130434782608
late,1,1,0.5274139787819847,34,1,1,10,0.6,0.5263157894736842
late,10,13,0.2689264815351128,157,2,1,10,0.6,0.29411764705882354
late,6,6,0.5139866212162852,96,1,1,10,0.4,0.13157894736842105
late,1,6,0.5233951791798487,136,1,3,10,0.7,0.03058103975535168
late,10,5,0.4426026467734574,115,2,1,10,0.3,0.2631578947368421
late,13,6,0.49842771390908713,96,3,1,10,0.4,0.11627906976744186
late,10,13,0.2350476373727274,133,2,3,10,0.2,0.2564102564102564
late,6,1,0.5863921365166113,64,1,1,9,0.8888888888888888,0.125
late,13,13,0.3059356356144498,30,3,3,9,0.5555555555555556,0.6
late,2,2,0.5738945203724436,74,1,1,9,0.5555555555555556,0.5294117647058824
late,6,5,0.5513260263122655,21,1,1,9,0.5555555555555556,0.08823529411764706
late,2,1,0.5607370445004709,122,1,1,9,0.5555555555555556,0.25
late,2,13,0.22842635177084178,96,1,3,9,0.4444444444444444,0.07964601769911504
late,10,13,0.299738915169671,76,2,1,9,0.4444444444444444,0.34615384615384615
late,11,2,0.5415133966452724,111,2,1,9,1.0,0.14516129032258066
late,13,6,0.513191208865795,76,1,1,9,0.4444444444444444,0.2647058823529412
late,11,7,0.5119838678985709,122,2,1,9,0.4444444444444444,0.25
late,6,13,0.23380555893955166,128,1,3,9,0.1111111111111111,0.13636363636363635
late,11,13,0.22500253656643313,129,3,3,9,0.2222222222222222,0.42857142857142855
late,10,1,0.5622285325045202,111,2,1,9,0.3333333333333333,0.3103448275862069
late,11,1,0.5707004316007771,129,3,1,9,0.6666666666666666,0.42857142857142855
late,6,2,0.5513127113297908,101,1,1,9,0.3333333333333333,0.2727272727272727
late,13,6,0.5750698456468754,153,3,1,9,0.7777777777777778,0.13043478260869565
late,12,12,0.5428774860772487,84,2,2,9,0.3333333333333333,0.6
late,1,11,0.48509884693511457,96,1,2,9,0.7777777777777778,0.02710843373493976
late,10,10,0.5147001120899184,155,2,2,9,0.4444444444444444,0.10975609756097561
late,1,1,0.5423794589860463,121,1,1,9,0.4444444444444444,0.6
late,1,5,0.4646583926896084,92,1,1,9,0.3333333333333333,0.28125
late,10,1,0.5291555757141309,133,2,1,9,0.2222222222222222,0.23076923076923078
late,2,1,0.5135208569629551,70,1,1,9,0.4444444444444444,0.12
late,13,1,0.5745508546525868,111,1,1,9,0.5555555555555556,0.5625
late,1,1,0.5884141142720536,74,1,1,9,0.4444444444444444,0.45
late,6,5,0.4997005017774008,96,1,1,9,0.2222222222222222,0.11842105263157894
late,13,13,0.25863130408728563,69,1,1,9,0.3333333333333333,0.4090909090909091
late,11,13,0.2686728232610268,111,2,1,9,0.3333333333333333,0.14516129032258066
late,2,1,0.5837303950902268,101,1,1,9,0.7777777777777778,0.25
late,11,13,0.1789246261865553,96,3,3,9,0.0,0.3333333333333333
late,6,6,0.5389739257846469,136,3,3,9,0.7777777777777778,0.18
late,1,1,0.5254371003844408,13,1,1,9,0.4444444444444444,0.6
late,1,13,0.2929998010897576,140,1,1,9,0.3333333333333333,0.18
late,6,5,0.4279372652332691,115,1,1,9,0.2222222222222222,0.4090909090909091
late,13,6,0.5192231799754928,106,3,1,9,0.6666666666666666,0.3103448275862069
late,1,13,0.28039856860857215,136,1,1,9,0.5555555555555556,0.027522935779816515
late,3,3,0.6610298489154218,144,3,3,9,0.6666666666666666,0.5625
late,10,13,0.2225873988323112,136,3,3,9,0.0,0.6428571428571429
late,1,5,0.531664942240555,128,1,1,9,0.3333333333333333,0.043689320388349516
late,5,2,0.5280798405781573,96,1,1,9,0.7777777777777778,0.3103448275862069
late,1,2,0.5043883804726706,72,1,1,9,0.3333333333333333,0.09278350515463918
late,11,1,0.5394844896125481,132,2,1,9,0.4444444444444444,0.5294117647058824
late,6,6,0.5895599102484788,21,3,3,9,0.3333333333333333,0.3333333333333333
late,10,10,0.4423385610306319,2,2,2,9,0.5555555555555556,0.6428571428571429
late,4,6,0.47586036257878633,72,1,1,8,0.5,0.14285714285714285
late,10,2,0.5267834451435972,106,2,1,8,0.75,0.25
late,1,13,0.013719563686911114,128,1,0,8,0.0,0.038834951456310676
late,5,5,0.49660024077958825,109,1,1,8,0.625,0.5
late,1,13,0.24865234066320221,129,1,3,8,0.0,0.09090909090909091
late,10,6,0.5312716676948253,136,2,3,8,0.5,0.04519774011299435
late,10,13,0.28452145369040727,69,2,1,8,0.375,0.22857142857142856
late,13,13,0.19965167681991702,8,3,3,8,0.125,0.42105263157894735
late,10,2,0.5867316011985415,112,2,1,8,0.75,0.27586206896551724
late,5,1,0.48494619237479564,73,1,1,8,0.75,0.5714285714285714
late,3,3,0.7215636657199304,82,3,3,8,0.625,0.4444444444444444
late,11,13,0.2615173211275286,157,2,1,8,0.375,0.19047619047619047
late,11,2,0.5429796189509157,122,2,1,8,0.25,0.2222222222222222
late,1,2,0.5271613204196326,138,1,1,8,0.375,0.3076923076923077
late,12,2,0.5452746740838615,11,3,1,8,0.25,0.24242424242424243
late,11,1,0.576698845622154,136,3,1,8,0.25,0.5333333333333333
late,6,6,0.6193118188178243,118,1,1,8,0.625,0.34782608695652173
late,12,10,0.48978163423767707,155,2,2,8,0.875,0.05755395683453238
late,6,13,0.26431451859682636,76,1,1,8,0.125,0.3333333333333333
late,12,5,0.5818224956799651,82,2,3,8,0.5,0.08888888888888889
late,1,1,0.6042341570181642,148,1,1,8,0.5,0.38095238095238093
late,5,5,0.4880610973742339,69,1,1,8,0.375,0.2962962962962963
late,3,3,0.6114351847860465,136,3,3,8,0.75,0.5714285714285714
late,10,3,0.5914130745560541,21,2,3,8,0.875,0.12903225806451613
late,10,1,0.5836392629246204,21,2,1,8,0.75,0.12903225806451613
late,10,1,0.47015104740746166,146,2,1,8,0.375,0.2
late,13,5,0.519167221797385,101,3,1,8,0.375,0.24242424242424243
late,1,2,0.5226123541119307,81,1,1,8,0.625,0.4444444444444444
late,13,1,0.5508397547038613,101,3,1,8,0.625,0.24242424242424243
late,2,1,0.569977217230902,106,1,1,8,0.625,0.32
late,13,2,0.48708044068524003,132,3,1,8,0.375,0.42105263157894735
late,1,2,0.5777442464769186,74,1,1,8,0.875,0.4
late,11,2,0.5618513165465993,19,2,1,8,0.25,0.27586206896551724
late,10,13,0.19945805244142972,55,2,3,8,0.25,0.8888888888888888
late,10,10,0.3938755573707696,94,2,2,8,0.5,0.2857142857142857
late,13,13,0.25484138784405125,21,1,1,8,0.625,0.2857142857142857
late,2,13,0.2561598611149739,101,1,3,8,0.125,0.2222222222222222
late,13,2,0.5284490125638056,101,3,1,8,0.5,0.24242424242424243
late,10,6,0.5642137646812497,101,2,1,8,0.5,0.17391304347826086
late,4,1,0.5763562692266342,111,1,1,8,0.75,0.5
late,2,1,0.6154600530618647,153,1,1,8,0.75,0.47058823529411764
late,7,2,0.5235798433618704,133,3,1,8,0.25,0.7272727272727273
late,13,6,0.5500576234337724,21,3,1,8,0.5,0.2962962962962963
late,11,6,0.6165033504706999,21,2,1,8,0.75,0.1568627450980392
late,2,13,0.2497224545743073,50,1,3,8,0.25,0.32
